"rownum","Id","Name","LocalLevelStat","LocalQualityStat","GlobalSpellLevelStat"
0,"fire","[Fire]",9625,10102,10159
1,"cold","[Cold]",9626,10103,10005
2,"lightning","[Lightning]",9627,10104,10008
3,"chaos","[Chaos]",9628,10105,14323
4,"spell","[Spell]","",9624,""
5,"projectile","[Projectile]","",18966,""
6,"bow","[Bow]","",17992,""
7,"melee","[Melee]","",17991,""
8,"minion","[Minion]","",9630,14324
9,"strength","","",10107,""
10,"dexterity","","",10108,""
11,"intelligence","","",10109,""
12,"aura","[Aura]","","",10004
13,"attack","[Attack]","","",""
14,"area","[AoESkill|AoE]","","",""
15,"duration","[DurationSkill|Duration]","","",""
16,"support","[SupportGem|Support]","","",""
17,"curse","[Curse]","",16692,10007
18,"chaining","[Chain|Chaining]","","",""
19,"totem","[Totem]","",10111,""
20,"trap","Trap","",17990,""
21,"mine","Mine","","",""
22,"cast","Cast","","",""
23,"vaal","Vaal","",10110,""
24,"grants_active_skill","","","",""
25,"trigger","[Trigger]","","",""
26,"warcry","[Warcry]","","",""
27,"low_max_level","","","",""
28,"channelling","[Channelling]","","",""
29,"herald","[Herald]","","",""
30,"physical","[Physical]",9629,10106,14322
31,"travel","[Travel]","","",""
32,"strike","[Strike]","","",14321
33,"nova","[Nova]","","",""
34,"banner","[Banner]","","",""
35,"slam","[Slam]","","",""
36,"mark","[Mark]","","",""
37,"orb","[Orb]","","",""
38,"critical","[Critical]","","",""
39,"exceptional","Exceptional","","",""
40,"link","Link","",17103,""
41,"awakened","","","",""
42,"meta","[Meta]","","",""
43,"crossbow","[Crossbow]","",17993,""
44,"shapeshift","Shapeshift","","",""
45,"bear","Bear","","",""
46,"wolf","Wolf","","",""
47,"detonator","[Detonator]","","",""
48,"buff","[Buff]","","",""
49,"persistent","[Persistent]","","",""
50,"ammunition","[Ammunition]","","",""
51,"sustained","[Sustained]","","",""
52,"payoff","[Payoff]","","",""
53,"grenade","[Grenade]","","",""
54,"command","[Command]","","",""
55,"remnant","[Remnant]","","",""
56,"stages","[GainsStages|Staged]","","",""
57,"conditional","[Conditional]","","",""
58,"companion","[Companion]","","",""
59,"hazard","[Hazard]","","",""
