"rownum","Id","Name"
0,"Abyss","Abyss"
1,"Acid","Acid"
2,"AngelsAndDemons","Angels and Demons"
3,"Animal","Animal"
4,"Apocalypse","Apocalypse"
5,"Apollyon","Apollyon"
6,"Arcane","Arcane"
7,"Archnemesis","Archnemesis"
8,"Arctic","Arctic"
9,"Ascendancy","Ascendancy"
10,"Atlantis","Atlantis"
11,"Atlas","Atlas"
12,"Auspicious","Auspicious"
13,"Beast","Beast"
14,"Bestiary","Bestiary"
15,"Betrayal","Betrayal"
16,"Blackguard","Blackguard"
17,"Blight","Blight"
18,"Bones","Bones"
19,"Cardinal","Cardinal"
20,"Carnival","Carnival"
21,"Cave","Cave"
22,"Celestial","Celestial"
23,"ChallengeRewards","Challenge Rewards"
24,"ChamberOfSins","Chamber of Sins"
25,"Chiyou","Chiyou"
26,"Church","Church"
27,"ClosedBetaSupporterPacks","Closed Beta"
28,"Coastal","Coastal"
29,"Coliseum","Coliseum"
30,"Core2021","Core 2021"
31,"Courthouse","Courthouse"
32,"Crypt","Crypt"
33,"Crystal","Crystal"
34,"Cursed","Cursed"
35,"Darkprism","Darkprism"
36,"Delirium","Delirium"
37,"Delve","Delve"
38,"Demonic","Demonic"
39,"Desert","Desert"
40,"Dragon","Dragon"
41,"Dungeon","Dungeon"
42,"Effects","Effects"
43,"Elder","Elder"
44,"Elemental","Elemental"
45,"Encampment","Encampment"
46,"Ethercraft","Ethercraft"
47,"Excavation","Excavation"
48,"Exiles","Exiles"
49,"Expedition","Expedition"
50,"Eyrie","Eyrie"
51,"Fairgraves","Fairgraves"
52,"Fire","Fire"
53,"FireAndIce","Fire and Ice"
54,"Forest","Forest"
55,"LegacyNPC","Images of the Past"
56,"Frontier","Frontier"
57,"Gardens","Gardens"
58,"Ghostflame","Ghostflame"
59,"Glimmerwood","Glimmerwood"
60,"Gloom","Gloom"
61,"Goddess","Goddess"
62,"Golden","Golden"
63,"Gore","Gore"
64,"Gothic","Gothic"
65,"Halloween","Halloween"
66,"Harbinger","Harbinger"
67,"Harmonious","Harmonious"
68,"Harmony","Harmony"
69,"Havenwood","Havenwood"
70,"Heist","Heist"
71,"HideoutItem","Hideout Item"
72,"HideoutNPC","NPCs"
73,"Highgate","Highgate"
74,"Ice","Ice"
75,"Illusionist","Illusionist"
76,"Infernal","Infernal"
77,"Innocence","Innocence"
78,"Jingwei","Jingwei"
79,"Karui","Karui"
80,"Labyrinth","Labyrinth"
81,"Legion","Legion"
82,"Library","Library"
83,"Lightning","Lightning"
84,"Maraketh","Maraketh"
85,"MidnightPact","Midnight Pact"
86,"Miracle","Miracle"
87,"Miscellaneous","Miscellaneous"
88,"Nature","Nature"
89,"Necrotic","Necrotic"
90,"OpenBetaSupporterPacks","Open Beta"
91,"Oriath","Oriath"
92,"Ornate","Ornate"
93,"Ossuary","Ossuary"
94,"Polar","Polar"
95,"Polaris","Polaris"
96,"Primeval","Primeval"
97,"PureLight","Pure Light"
98,"Purple","Purple"
99,"Reliquary","Reliquary"
100,"Ritual","Ritual"
101,"Ruins","Ruins"
102,"Sarn","Sarn"
103,"Sceptre","Sceptre"
104,"Scourge","Scourge"
105,"SinAndInnocence","Sin and Innocence"
106,"SlavePens","Slave Pens"
107,"Steampunk","Steam-Powered"
108,"Stygian","Stygian"
109,"Sunprism","Sunprism"
110,"Synthesis","Synthesis"
111,"Temple","Temple"
112,"Thaumaturgy","Thaumaturgy"
113,"Twilight","Twilight"
114,"UltimateChaos","Ultimate Chaos"
115,"Ultimatum","Ultimatum"
116,"Utility","Utility"
117,"Vaal","Vaal"
118,"Verdant","Verdant"
119,"Viper","Viper"
120,"Warlord","Warlord"
121,"Zenith","Zenith"
122,"Sentinel","Sentinel"
123,"Teleporter","Teleporter"
124,"Games","Games"
125,"Sanctum","Sanctum"
126,"Faridun","Faridun"
127,"VaalCity","Vaal City"
128,"Doryani","Doryani"
129,"Canopy","Canopy"
