"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
0,"Accuracy1",57597,[14652],40,0,0,8709
1,"Accuracy2",51147,[17658],1,0,0,8709
2,"Accuracy3",64775,[451],1,0,0,8709
3,"Accuracy4",9632,[17031],1,0,0,8709
4,"Accuracy5",39178,[17468],50,0,0,8709
5,"Accuracy6",9755,"[83,558]",500,-2,0,8709
6,"Armour1",46180,[17122],1,0,0,8709
7,"Armour2",48720,[97],30,0,0,8709
8,"Armour3",59754,[7829],20,0,0,8709
9,"Armour4",7137,[17126],1,0,0,8709
10,"Armour5",59936,[17128],20,0,0,8709
11,"Armour6",10680,[17123],100,0,0,8709
12,"ArmourEvasion1",49522,"[17224,17225]",120,5,0,8709
13,"ArmourEvasion2",62285,"[7790,116]",8,8,0,8709
14,"ArmourEvasion3",5108,[215],80,0,0,8709
15,"ArmourEvasion4",23955,[17227],1,0,0,8709
16,"ArmourEvasion5",58876,"[17226,4488]",40,40,0,8709
17,"ArmourEvasion6",43258,"[17228,17229]",1,1,0,8709
18,"ArmourEnergyShield1",40578,[17154],2,0,0,8709
19,"ArmourEnergyShield2",37614,[17155],5,0,0,8709
20,"ArmourEnergyShield3",16215,[17156],10,0,0,8709
21,"ArmourEnergyShield4",18301,[14313],20,0,0,8709
22,"ArmourEnergyShield5",8653,[17157],100,0,0,8709
23,"ArmourEnergyShield6",65504,[1056],10,0,0,8709
24,"Attack1",28524,[1228],3,0,0,8709
25,"Attack2",39154,[6526],1,0,0,8709
26,"Attack3",38401,"[17834,17835]",1,6000,0,8709
27,"Attack4",64511,[17255],1,0,0,8709
28,"Attack5",11938,[17256],5,0,0,8709
29,"Attack6",19500,[17259],1,0,0,8709
30,"Attributes1",5356,[3238],5,0,0,8709
31,"Attributes2",41483,[6517],1,0,0,8709
32,"Attributes3",26621,[14493],5,0,0,8709
33,"Attributes4",52604,[14494],5,0,0,8709
34,"Attributes5",15826,[14495],5,0,0,8709
35,"Axe1",28354,[5046],1,0,0,8709
36,"Axe2",11049,[8606],15,0,0,8709
37,"Axe3",9088,[3376],40,0,0,8709
38,"Axe4",50175,"[11351,11288]",30,15,0,8709
39,"Axe5",64228,[451],10,0,0,8709
40,"Axe6",233,[10902],1,0,0,8709
41,"Bleeding1",59626,[3281],1,0,0,8709
42,"Bleeding2",10546,[451],60,0,0,8709
43,"Bleeding3",3449,[5168],60,0,0,8709
44,"Bleeding4",23936,[4569],80,0,0,8709
45,"Bleeding5",38703,[14498],3,0,0,8709
46,"Blind1",43524,[14162],40,0,0,8709
47,"Blind2",7831,[982],100,0,0,8709
48,"Blind3",57463,[3537],60,0,0,8709
49,"Blind4",12100,[3372],100,0,0,8709
50,"Block1",55013,[480],2,0,0,8709
51,"Block2",44840,[7769],2,0,0,8709
52,"Block3",23442,"[1360,1361]",20,20,0,8709
53,"Block4",4500,[14530],3,0,0,8709
54,"Block5",41322,[13921],3,0,0,8709
55,"Bow1",59634,[7076],100,0,0,8709
56,"Bow2",45512,[9339],20,0,0,8709
57,"Bow3",42952,[10505],100,0,0,8709
58,"Bow4",26894,[12576],100,0,0,8709
59,"Bow5",36967,[14869],100,0,0,8709
60,"Bow6",56951,[14870],1,0,0,8709
61,"Brand1",37186,[14261],10,0,0,8709
62,"Brand2",5907,[14317],30,0,0,8709
63,"Brand3",20630,[11445],1,0,0,8709
64,"Brand4",39863,[8170],50,0,0,8709
65,"Brand5",32877,[8005],2,0,0,8709
66,"Brand6",46672,[8148],40,0,0,8709
67,"Caster1",48358,[14286],30,0,0,8709
68,"Caster2",33089,[17043],25,0,0,8709
69,"Caster3",61071,[17044],6,0,0,8709
70,"Caster4",50906,[10844],1,0,0,8709
71,"Caster5",27401,[8520],1,0,0,8709
72,"Caster6",23471,[17045],25,0,0,8709
73,"Chaos1",50933,[17187],1,0,0,8709
74,"Chaos2",59574,"[10105,14263]",1,10,0,8709
75,"Chaos3",1727,[950],1,0,0,8709
76,"Chaos4",21652,[474],40,0,0,8709
77,"Chaos5",28678,[17186],10,0,0,8709
78,"Chaos6",65015,[17477],5,0,0,8709
79,"Charges1",28720,[14264],1,0,0,8709
80,"Charges2",48661,[14265],1,0,0,8709
81,"Charges3",14100,[14266],1,0,0,8709
82,"Charges4",29652,[14292],100,0,0,8709
83,"Charges5",40307,[9034],3,0,0,8709
84,"Claw1",40041,"[17779,17780]",25,25,0,8709
85,"Claw2",7389,[17782],1,0,0,8709
86,"Claw3",36475,[17781],60,0,0,8709
87,"Claw4",4516,[451],10,0,0,8709
88,"Claw5",2823,[17794],50,0,0,8709
89,"Claw6",22056,[14659],40,0,0,8709
90,"Cold1",4116,[472],40,0,0,8709
91,"Cold2",13267,[17458],10,0,0,8709
92,"Cold3",38814,[17115],20,0,0,8709
93,"Cold4",33129,[948],1,0,0,8709
94,"Cold5",19495,[17116],10,0,0,8709
95,"Cold6",26782,[17110],5,0,0,8709
96,"Criticals1",9986,[11906],50,0,0,8709
97,"Criticals2",2987,[14287],25,0,0,8709
98,"Criticals3",59734,[14303],100,0,0,8709
99,"Criticals4",38070,[14315],3,0,0,8709
100,"Criticals5",61534,[97],30,0,0,8709
101,"Criticals6",52684,[3977],150,0,0,8709
102,"Curse1",13382,[451],20,0,0,8709
103,"Curse2",43250,[16661],-40,0,0,8709
104,"Curse3",45691,[11420],1,0,0,8709
105,"Curse4",35426,[11550],20,0,0,8709
106,"Curse5",34663,[10886],1,0,0,8709
107,"Curse6",18130,"[16706,16705]",1,1,0,8709
108,"Dagger1",63223,[3486],100,0,0,8709
109,"Dagger2",33315,[2029],1,0,0,8709
110,"Dagger3",20515,[14629],10,0,0,8709
111,"Dagger4",42559,[451],8,0,0,8709
112,"Dagger5",58309,[17709],50,0,0,8709
113,"Dagger6",44869,[9722],40,0,0,8709
114,"DamageOverTime1",2459,[13239],30,0,0,8709
115,"DamageOverTime2",1251,[14502],10,0,0,8709
116,"DamageOverTime3",34420,"[209,5760]",15,15,0,8709
117,"DamageOverTime4",11521,[14630],-10,0,0,8709
118,"DualWield1",14796,"[14267,2787]",1,15,0,8709
119,"DualWield2",6090,[14268],100,0,0,8709
120,"DualWield3",46493,[14269],60,0,0,8709
121,"DualWield4",7972,[14291],20,0,0,8709
122,"DualWield5",60440,[14293],15,0,0,8709
123,"DualWield6",33959,"[14298,14299]",20,20,0,8709
124,"Duration1",17852,[14301],10,0,0,8709
125,"Duration2",21730,[14302],-10,0,0,8709
126,"Duration3",24352,[6007],15,0,0,8709
127,"Duration4",14881,[608],20,0,0,8709
128,"Elemental1",48385,[14319],18,0,0,8709
129,"Elemental2",4119,[1666],-60,0,0,8709
130,"Elemental3",59343,[17136],-50,0,0,8709
131,"Elemental4",17942,[17137],25,0,0,8709
132,"Elemental5",30502,[451],1,0,0,8709
133,"Elemental6",25681,[451],3,0,0,8709
134,"EnergyShield1",51424,"[1730,1208]",1,30,0,8709
135,"EnergyShield2",30520,[17713],-10,0,0,8709
136,"EnergyShield3",571,[14294],60,0,0,8709
137,"EnergyShield4",35810,[1406],120,0,0,8709
138,"EnergyShield5",29586,[14505],30,0,0,8709
139,"EnergyShield6",31556,[17739],100,0,0,8709
140,"Evasion1",25487,[7259],1,0,0,8709
141,"Evasion2",37190,[4488],40,0,0,8709
142,"Evasion3",6462,[6410],10,0,0,8709
143,"Evasion4",61741,"[4284,5095,11405]",30,30,30,8709
144,"Evasion5",57074,[14648],15,0,0,8709
145,"Evasion6",28676,[14645],100,0,0,8709
146,"EvasionEnergyShield1",11541,[14503],30,0,0,8709
147,"EvasionEnergyShield2",46099,[14504],20,0,0,8709
148,"EvasionEnergyShield3",47151,"[17785,17786]",20,40,0,8709
149,"EvasionEnergyShield4",38423,[17787],100,0,0,8709
150,"EvasionEnergyShield5",4606,[17789],1,0,0,8709
151,"EvasionEnergyShield6",27103,[17788],1,0,0,8709
152,"Fire1",24180,[14272],5,0,0,8709
153,"Fire2",65020,[471],40,0,0,8709
154,"Fire3",37,[17651],3,0,0,8709
155,"Fire4",36313,[17652],50,0,0,8709
156,"Fire5",55308,[17653],60,0,0,8709
157,"Fire6",6216,"[17654,17655]",1,100,0,8709
158,"Flask1",29214,"[10398,9455]",1,1,0,8709
159,"Flask2",59906,[9450],1,0,0,8709
160,"Flask3",11869,[14289],1,0,0,8709
161,"Flask4",40906,[3503],25,0,0,8709
162,"Flask5",20464,[4591],100,0,0,8709
163,"Flask6",10815,[12746],4,0,0,8709
164,"Fortify1",37925,[17145],100,0,0,8709
165,"Fortify2",51153,[17146],20,0,0,8709
166,"Fortify3",27173,[17147],-2,0,0,8709
167,"Fortify4",4710,[17148],4,0,0,8709
168,"Fortify5",28469,"[2701,14174]",100,-3,0,8709
169,"Fortify6",23472,[14433],-10,0,0,8709
170,"Impale1",43295,[14680],10,0,0,8709
171,"Impale2",56133,[14680],20,0,0,8709
172,"Impale3",29209,"[11988,11986]",40,40,0,8709
173,"Impale4",43308,"[12429,11987]",4,10,0,8709
174,"Impale5",20273,[14506],20,0,0,8709
175,"Impale6",36787,[14680],20,0,0,8709
