"rownum","BaseItemTypesKey","i32","rid","rid"
0,346,50,2,9345
1,4791,50,2,9348
2,571,20,2,9342
3,570,15,3,9343
4,568,10,0,9341
5,346,10,2,9344
6,4791,10,2,9347
7,4791,5,1,9346
8,7995,1,8,""
9,7810,1,8,""
10,7612,1,8,""
11,7404,1,0,""
12,7999,1,2,""
13,8000,1,2,""
14,7882,1,7,""
15,7990,1,3,""
16,7994,1,3,""
17,7726,1,9,""
18,7629,1,4,""
19,7435,1,4,""
20,7883,1,7,""
21,8001,1,2,""
22,7881,1,0,""
23,7749,1,2,""
24,7811,1,4,""
25,7996,1,8,""
26,7468,1,2,""
27,8002,1,2,""
28,7513,1,2,""
29,7666,1,8,""
30,7674,1,3,""
31,7769,1,1,""
32,7884,1,7,""
33,855,1,8,""
34,851,1,8,""
35,4416,1,8,""
36,447,1,9,""
37,583,1,2,""
38,382,1,2,""
39,548,1,2,""
40,549,1,2,""
41,550,1,2,""
42,914,1,2,""
43,551,1,2,""
44,895,1,2,""
45,896,1,2,""
46,910,1,2,""
47,446,1,8,""
48,588,1,2,""
49,589,1,3,""
50,710,1,0,""
51,708,1,0,""
52,475,1,0,""
53,709,1,0,""
54,707,1,0,""
55,633,1,0,""
56,400,1,0,""
57,467,1,0,""
58,580,1,3,""
59,581,1,7,""
60,582,1,3,""
61,574,1,3,""
62,860,1,8,""
63,776,1,2,""
64,774,1,2,""
65,775,1,2,""
66,773,1,2,""
67,818,1,1,""
68,929,1,2,""
69,927,1,2,""
70,928,1,2,""
71,926,1,2,""
72,924,1,2,""
73,913,1,2,""
74,620,1,1,""
75,819,1,1,""
76,385,1,7,""
77,378,1,7,""
78,814,1,1,""
79,812,1,1,""
80,813,1,1,""
81,811,1,1,""
82,815,1,1,""
83,472,1,1,""
84,821,1,1,""
85,887,1,2,""
86,881,1,2,""
87,883,1,2,""
88,882,1,2,""
89,884,1,2,""
90,892,1,2,""
91,886,1,2,""
92,891,1,2,""
93,889,1,2,""
94,890,1,2,""
95,888,1,2,""
96,885,1,2,""
97,893,1,2,""
98,584,1,2,""
99,431,1,1,""
100,646,1,2,""
101,644,1,2,""
102,645,1,2,""
103,643,1,2,""
104,384,1,2,""
105,563,1,1,""
106,586,1,2,""
107,911,1,2,""
108,380,1,7,""
109,897,1,2,""
110,476,1,3,""
111,452,1,3,""
112,363,1,1,""
113,370,1,4,""
114,632,1,2,""
115,585,1,2,""
116,706,1,9,""
117,704,1,9,""
118,485,1,9,""
119,705,1,9,""
120,703,1,9,""
121,486,1,9,""
122,471,1,9,""
123,759,1,3,""
124,757,1,3,""
125,758,1,3,""
126,756,1,3,""
127,690,1,1,""
128,688,1,1,""
129,480,1,1,""
130,689,1,1,""
131,687,1,1,""
132,822,1,1,""
133,915,1,2,""
134,430,1,9,""
135,454,1,9,""
136,402,1,2,""
137,373,1,2,""
138,374,1,2,""
139,611,1,2,""
140,375,1,0,""
141,652,1,4,""
142,650,1,4,""
143,473,1,4,""
144,651,1,4,""
145,649,1,4,""
146,393,1,4,""
147,468,1,4,""
148,387,1,3,""
149,462,1,7,""
150,772,1,8,""
151,770,1,8,""
152,474,1,8,""
153,771,1,8,""
154,769,1,8,""
155,401,1,8,""
156,469,1,8,""
157,747,1,3,""
158,376,1,2,""
159,479,1,9,""
160,449,1,9,""
161,504,1,3,""
162,501,1,8,""
163,726,1,7,""
164,724,1,7,""
165,478,1,7,""
166,725,1,7,""
167,723,1,7,""
168,727,1,7,""
169,728,1,7,""
170,445,1,7,""
171,670,1,3,""
172,610,1,2,""
173,456,1,1,""
174,587,1,2,""
175,426,1,1,""
176,519,1,2,""
177,528,1,7,""
178,536,1,7,""
179,524,1,2,""
180,540,1,3,""
181,544,1,7,""
182,520,1,2,""
183,529,1,7,""
184,537,1,7,""
185,525,1,2,""
186,541,1,3,""
187,545,1,7,""
188,641,1,7,""
189,713,1,7,""
190,482,1,7,""
191,521,1,2,""
192,531,1,7,""
193,538,1,7,""
194,527,1,2,""
195,542,1,3,""
196,546,1,7,""
197,522,1,2,""
198,530,1,7,""
199,539,1,7,""
200,526,1,2,""
201,543,1,3,""
202,547,1,7,""
203,621,1,7,""
204,607,1,7,""
205,470,1,7,""
206,648,1,8,""
207,562,1,7,""
208,386,1,2,""
209,388,1,3,""
210,390,1,9,""
211,381,1,2,""
212,820,1,1,""
213,639,1,3,""
214,637,1,2,""
215,635,1,2,""
216,636,1,2,""
217,634,1,2,""
218,859,1,8,""
219,857,1,8,""
220,858,1,8,""
221,856,1,8,""
222,429,1,0,""
223,424,1,2,""
224,916,1,2,""
225,383,1,3,""
226,552,1,2,""
227,553,1,2,""
228,477,1,1,""
229,554,1,2,""
230,555,1,2,""
231,450,1,1,""
232,817,1,1,""
233,556,1,2,""
234,557,1,2,""
235,484,1,9,""
236,558,1,2,""
237,559,1,2,""
238,448,1,9,""
239,379,1,7,""
240,628,1,2,""
241,629,1,9,""
242,630,1,8,""
243,492,1,2,""
244,440,1,2,""
245,434,1,4,""
246,716,1,8,""
247,711,1,8,""
248,849,1,8,""
249,712,1,8,""
250,441,1,0,""
251,825,1,2,""
252,826,1,2,""
253,421,1,0,""
254,715,1,1,""
255,615,1,1,""
256,614,1,1,""
257,732,1,1,""
258,432,1,8,""
