"rownum","GrantedEffect","Level","PlayerLevelReq","CostMultiplier","StoredUses","Cooldown","CooldownBypassType","VaalSouls","VaalStoredUses","CooldownGroup","i32","SoulGainPreventionDuration","AttackSpeedMultiplier","i32","CostAmounts","CostTypes","ManaReservationFlat","ManaReservationPercent","LifeReservationFlat","LifeReservationPercent","AttackTime"
0,0,1,1,100,0,0,4,0,0,25,-30,0,0,0,[6],[0],0,0,0,0,0
1,0,2,2,100,0,0,4,0,0,25,-30,0,0,0,[6],[0],0,0,0,0,0
2,0,3,4,100,0,0,4,0,0,25,-30,0,0,0,[7],[0],0,0,0,0,0
3,0,4,7,100,0,0,4,0,0,25,-30,0,0,0,[8],[0],0,0,0,0,0
4,0,5,11,100,0,0,4,0,0,25,-30,0,0,0,[9],[0],0,0,0,0,0
5,0,6,16,100,0,0,4,0,0,25,-30,0,0,0,[10],[0],0,0,0,0,0
6,0,7,20,100,0,0,4,0,0,25,-30,0,0,0,[11],[0],0,0,0,0,0
7,0,8,24,100,0,0,4,0,0,25,-30,0,0,0,[12],[0],0,0,0,0,0
8,0,9,28,100,0,0,4,0,0,25,-30,0,0,0,[13],[0],0,0,0,0,0
9,0,10,32,100,0,0,4,0,0,25,-30,0,0,0,[14],[0],0,0,0,0,0
10,0,11,36,100,0,0,4,0,0,25,-30,0,0,0,[15],[0],0,0,0,0,0
11,0,12,40,100,0,0,4,0,0,25,-30,0,0,0,[16],[0],0,0,0,0,0
12,0,13,44,100,0,0,4,0,0,25,-30,0,0,0,[18],[0],0,0,0,0,0
13,0,14,48,100,0,0,4,0,0,25,-30,0,0,0,[19],[0],0,0,0,0,0
14,0,15,52,100,0,0,4,0,0,25,-30,0,0,0,[20],[0],0,0,0,0,0
15,0,16,56,100,0,0,4,0,0,25,-30,0,0,0,[21],[0],0,0,0,0,0
16,0,17,60,100,0,0,4,0,0,25,-30,0,0,0,[22],[0],0,0,0,0,0
17,0,18,64,100,0,0,4,0,0,25,-30,0,0,0,[23],[0],0,0,0,0,0
18,0,19,67,100,0,0,4,0,0,25,-30,0,0,0,[24],[0],0,0,0,0,0
19,0,20,70,100,0,0,4,0,0,25,-30,0,0,0,[25],[0],0,0,0,0,0
20,0,21,72,100,0,0,4,0,0,25,-30,0,0,0,[25],[0],0,0,0,0,0
21,0,22,74,100,0,0,4,0,0,25,-30,0,0,0,[26],[0],0,0,0,0,0
22,0,23,76,100,0,0,4,0,0,25,-30,0,0,0,[26],[0],0,0,0,0,0
23,0,24,78,100,0,0,4,0,0,25,-30,0,0,0,[27],[0],0,0,0,0,0
24,0,25,80,100,0,0,4,0,0,25,-30,0,0,0,[27],[0],0,0,0,0,0
25,0,26,82,100,0,0,4,0,0,25,-30,0,0,0,[28],[0],0,0,0,0,0
26,0,27,84,100,0,0,4,0,0,25,-30,0,0,0,[28],[0],0,0,0,0,0
27,0,28,86,100,0,0,4,0,0,25,-30,0,0,0,[29],[0],0,0,0,0,0
28,0,29,88,100,0,0,4,0,0,25,-30,0,0,0,[30],[0],0,0,0,0,0
29,0,30,90,100,0,0,4,0,0,25,-30,0,0,0,[30],[0],0,0,0,0,0
30,0,31,91,100,0,0,4,0,0,25,-30,0,0,0,[30],[0],0,0,0,0,0
31,0,32,92,100,0,0,4,0,0,25,-30,0,0,0,[31],[0],0,0,0,0,0
32,0,33,93,100,0,0,4,0,0,25,-30,0,0,0,[31],[0],0,0,0,0,0
33,0,34,94,100,0,0,4,0,0,25,-30,0,0,0,[31],[0],0,0,0,0,0
34,0,35,95,100,0,0,4,0,0,25,-30,0,0,0,[31],[0],0,0,0,0,0
35,0,36,96,100,0,0,4,0,0,25,-30,0,0,0,[32],[0],0,0,0,0,0
36,0,37,97,100,0,0,4,0,0,25,-30,0,0,0,[32],[0],0,0,0,0,0
37,0,38,98,100,0,0,4,0,0,25,-30,0,0,0,[32],[0],0,0,0,0,0
38,0,39,99,100,0,0,4,0,0,25,-30,0,0,0,[33],[0],0,0,0,0,0
39,0,40,100,100,0,0,4,0,0,25,-30,0,0,0,[33],[0],0,0,0,0,0
40,1,1,1,100,0,0,4,0,0,25,-51,0,0,0,[6],[0],0,0,0,0,0
41,1,2,2,100,0,0,4,0,0,25,-51,0,0,0,[6],[0],0,0,0,0,0
42,1,3,4,100,0,0,4,0,0,25,-51,0,0,0,[7],[0],0,0,0,0,0
43,1,4,7,100,0,0,4,0,0,25,-51,0,0,0,[8],[0],0,0,0,0,0
