"rownum","Id","WorldAreasKey","BaseItemTypesKeys","SocketColour"
0,"ProxyKey1",1371,[5107],"R_G_B"
1,"ProxyKey2",1371,[5214],"R_G_B"
2,"ProxyKey3",1371,[4883],"R_G_B"
3,"ProxyKey4",1371,[5386],"R_G_B"
4,"ProxyKey5",1371,[5347],"R_G_B"
5,"ProxyKey6",1371,[5079],"R_G_B"
6,"ProxyKey7",1371,[5051],"R_G_B"
7,"ProxyKey8",1371,[4998],"R_G_B"
8,"ProxyKey9",1371,[4909],"R_G_B"
9,"ProxyKey28",1371,[5783],""
10,"ProxyKey29",1371,[5806],""
11,"ProxyKey30",1371,[5445],"R_G_B"
12,"ProxyKey31",1371,[1],""
13,"ProxyKey32",1371,[1],""
14,"ProxyKey33",1371,[1],""
15,"ProxyKey34",1371,[1],""
16,"ProxyKey35",1371,[1],""
17,"ProxyKey10",1371,[6006],""
18,"ProxyKey11",1371,[6013],""
19,"ProxyKey12",1371,[6014],""
20,"ProxyKey13",1371,[6017],""
21,"ProxyKey14",1371,[6021],""
22,"ProxyKey15",1371,[6025],""
23,"ProxyKey16",1371,[6032],""
24,"ProxyKey17",1371,[6034],""
25,"ProxyKey18",1371,[6070],""
26,"ProxyKey19",1371,[6072],""
27,"ProxyKey20",1371,[6075],""
28,"ProxyKey21",1371,[6098],""
29,"ProxyKey22",1371,[6128],""
30,"ProxyKey23",1371,[6146],""
31,"ProxyKey24",1371,[6149],""
32,"ProxyKey25",1371,[6186],""
33,"ProxyKey26",1371,[6240],""
34,"ProxyKey27",1371,[6262],""
35,"ProxyKey36",1371,[6282],""
36,"ProxyKey37",1371,[6288],""
37,"ProxyKey38",1371,[6292],""
