"rownum","Id","Text","TextHardmode"
0,"ReminderTextAddedPassivesNoOtherJewels","(Added Passive Skills are never considered to be in Radius by other Jewels)",""
1,"ReminderTextAddedPassivesSmallDefault","(All Added Passive Skills are Small unless otherwise specified)",""
2,"ReminderTextShortestPathToClassStart","(Always counts the shortest possible path)",""
3,"ReminderTextFeedingFrenzy","(Feeding Frenzy grants 10% more Minion Damage, 10% increased Minion Movement Speed and 10% increased Minion Attack and Cast Speed)",""
4,"ReminderTextOverpowered","(Overpowered can be applied any number of times)",""
5,"ReminderTextImpale","(When an Impaled enemy is hit, the Impale reflects 10% of the physical damage of the Impaling hit to that enemy. Impale lasts for 5 hits or 8 seconds)",""
6,"ReminderTextConsecutive","(These are consecutive)",""
7,"ReminderTextCounterAttack","(Attacks that Trigger when you are Hit are Counterattacks)",""
8,"ReminderTextUnaffectedBy","(Debuffs you are Unaffected by can still be placed on you, but will not actually apply their effect)",""
9,"ReminderTextElementalConflux","(While you have Elemental Conflux, all Damage from Hits will cause Chill, Shock, and Ignite)",""
10,"ReminderTextSavageHit","(A Hit that removes at least 15% of Maximum Life is a Savage Hit)",""
11,"ReminderTextOnslaught","(Onslaught grants 20% increased Attack, Cast, and Movement Speed)","(Onslaught grants 20% increased Attack and Cast Speed)"
12,"ReminderTextPoison","(Poison deals Chaos Damage over time, based on the base Physical and Chaos Damage of the Skill. Multiple instances of Poison stack)",""
13,"ReminderTextBleeding","(Bleeding deals Physical Damage over time, based on the base Physical Damage of the Skill. Damage is higher while moving)",""
14,"ReminderTextCullingStrike","(Culling Strike means enemies that are on 10% or lower life after your Hit are Killed)",""
15,"ReminderTextPhasing","(While you have Phasing, your movement is not blocked by Enemies)",""
16,"ReminderTextBlind","(Being Blinded causes 20% less Accuracy Rating and Evasion Rating, for 4 seconds)",""
17,"ReminderTextMaim","(Maimed enemies have 30% reduced Movement Speed)",""
18,"ReminderTextFortification","(Take 1% less Damage from Hits per Fortification. Maximum 20 Fortification. Fortification lasts 6 seconds)",""
19,"ReminderTextFortificationNoDuration","(Take 1% less Damage from Hits per Fortification. Maximum 20 Fortification)",""
20,"ReminderTextSmokeCloud","(Enemies standing in Smoke Clouds are Blinded)",""
21,"ReminderTextConsecratedGround","(Allies on your Consecrated Ground Regenerate a percentage of their Maximum Life per second, and Curses have 50% reduced effect on them)",""
22,"ReminderTextDefences","(Armour, Evasion Rating and Energy Shield are the standard Defences)",""
23,"ReminderTextDebilitatingPresence","(Nearby Enemies will be afflicted with Malignant Madness, reducing their Damage and Action Speed by 10%)",""
24,"ReminderTextIntimidate","(Intimidated enemies take 10% increased Attack Damage)",""
25,"ReminderTextTailwind","(Tailwind increases Action Speed by 8%)",""
26,"ReminderTextLastBreath","(Last Breath recovers an amount of life per second based on mana cost. It lasts for 4 seconds, but is removed if you are hit)",""
27,"ReminderTextGroundTar","(Tar reduces Enemy Movement Speed by 50%)",""
28,"ReminderTextShapersPresence","(Shaper's Presence causes effects on you and nearby allies to expire 20% slower)",""
29,"ReminderTextAscendantChooseOneOfThree","(Choose one of the three attached options)",""
30,"ReminderTextDamageTypes","(The Damage Types are Physical, Fire, Cold, Lightning, and Chaos)",""
31,"ReminderTextRecently","(Recently refers to the past 4 seconds)",""
32,"ReminderTextAscendantMarauderNodes","(You can only take one of the three Marauder Ascendancy passives)",""
33,"ReminderTextAscendantRangerNodes","(You can only take one of the three Ranger Ascendancy passives)",""
34,"ReminderTextAscendantWitchNodes","(You can only take one of the three Witch Ascendancy passives)",""
35,"ReminderTextAscendantDuelistNodes","(You can only take one of the three Duelist Ascendancy passives)",""
36,"ReminderTextAscendantTemplarNodes","(You can only take one of the three Templar Ascendancy passives)",""
37,"ReminderTextAscendantShadowNodes","(You can only take one of the three Shadow Ascendancy passives)",""
38,"ReminderTextIgnoreResistances","(Ignoring Resistances means your Damage cannot be modified in any way by any Resistance stats)",""
39,"ReminderTextTaunt","(Enemies you Taunt can only target you, and deal 10% less damage to anyone else. Taunt lasts for 3 seconds)",""
40,"ReminderTextElementalConfluxes","(These are consecutive)\n(Each Conflux means all damage causes that Ailment)",""
41,"ReminderTextChill","(Chill reduces Enemy Action Speed by up to 30%, depending on the amount of Cold Damage in the hit, for 2 seconds)",""
42,"ReminderTextChillNonHit","(Chill reduces Enemy Action Speed by 10% for 2 seconds)",""
43,"ReminderTextChillNonHitNoDuration","(Chill reduces Enemy Action Speed by 10%)",""
44,"ReminderTextChillNonHitNoMagnitude","(Chill reduces Enemy Action Speed for 2 seconds)",""
45,"ReminderTextChillPotentialEffect","(Chill reduces Action Speed by up to 30%)",""
46,"ReminderTextShock","(Shock increases Damage taken by up to 50%, depending on the amount of Lightning Damage in the hit, for 2 seconds)",""
47,"ReminderTextShockNonHit","(Shock increases Damage taken by 15%, for 2 seconds)",""
48,"ReminderTextShockNonHitNoDuration","(Shock increases Damage taken by 15%)",""
49,"ReminderTextShockPotentialEffect","(Shock increases Damage taken by up to 50%)",""
50,"ReminderTextChilledGround","(You are Chilled while standing in Chilled Ground)",""
51,"ReminderTextDesecratedGround","(You take Chaos damage over time while standing in Desecrated Ground)",""
52,"ReminderTextImplicitMod","(Implicit Modifiers are those that come from an item's type, rather than its random properties)",""
53,"ReminderTextKnockback","(Knockback pushes Enemies away when Hit)",""
54,"ReminderTextLifeLeech","(Leeched Life is recovered over time. Multiple Leeches can occur simultaneously, up to a maximum rate)",""
55,"ReminderTextManaLeech","(Leeched Mana is recovered over time. Multiple Leeches can occur simultaneously, up to a maximum rate)",""
56,"ReminderTextLowLife","(You are on Low Life if you have 50% of your Maximum Life or less)",""
57,"ReminderTextLowMana","(You are on Low Mana if you have 50% of your Maximum Mana or less)",""
58,"ReminderTextLowEnergyShield","(You are on Low Energy Shield if you have 50% of your Maximum Energy Shield or less)",""
59,"ReminderTextOverkill","(Overkill Damage is any Damage from a Hit in excess of the Enemy's remaining Life)",""
60,"ReminderTextRampage","(You gain Rampage bonuses for Killing multiple Enemies in quick succession)",""
61,"ReminderTextSoulEater","(While you have Soul Eater, you consume the souls of anything killed nearby, gaining bonuses for each)",""
62,"ReminderTextElementalAilments","(Elemental Ailments are Ignited, Scorched, Chilled, Frozen, Brittle, Shocked, and Sapped)",""
63,"ReminderTextAilments","(Ailments are Bleeding, Ignited, Scorched, Chilled, Frozen, Brittle, Shocked, Sapped, and Poisoned)",""
64,"ReminderTextDamagingAilments","(Ailments that deal Damage are Bleeding, Ignited, and Poisoned)",""
65,"ReminderTextNonDamagingAilments","(Ailments that do not deal Damage are Scorched, Chilled, Frozen, Brittle, Shocked, and Sapped)",""
66,"ReminderTextStunThreshold","(The Stun Threshold determines how much Damage can Stun something)",""
67,"ReminderTextUnholyMight","(Unholy Might grants 30% of Physical Damage as extra Chaos Damage)",""
68,"ReminderTextVisibility","(Visiblity affects how far away Monsters can see you from)",""
69,"ReminderTextFarShot","(Projectile Attack Hits deal 20% less Damage to targets at the start of their movement, dealing up to 60% more Damage to targets as the projectile travels farther)",""
70,"ReminderTextHinder","(Hinder reduces movement speed by 30% for 4 seconds)",""
71,"ReminderTextHinderNoDuration","(Hinder reduces movement speed by 30%)",""
72,"ReminderTextHinderVariableEffect","(Hinder reduces movement speed for 4 seconds)",""
73,"ReminderTextHinderVariableEffectNoDuration","(Hinder reduces movement speed)",""
74,"ReminderTextBleedingIsAttackOnly","(Bleeding can only be inflicted by Attacks)",""
75,"ReminderTextKeystoneCrimsonDance","(You can inflict Bleeding on an Enemy up to 8 times, Your Bleeding does not deal extra Damage while the Enemy is moving, 50% less Damage with Bleeding)",""
76,"ReminderTextKeystoneSharedSuffering","(All Damage from Hits will cause Elemental Ailments you are suffering. Elemental Ailments you inflict are removed from you)",""
77,"ReminderTextKeystoneIronReflexes","(Converts all Evasion Rating to Armour. Dexterity provides no bonus to Evasion Rating)",""
78,"ReminderTextKeystoneResoluteTechnique","(Your hits can't be Evaded. Never deal Critical Strikes)",""
79,"ReminderTextKeystoneAcrobatics","(Modifiers to Chance to Suppress Spell Damage instead apply to Chance to Dodge Spell Hits at 50% of their value. Maximum Chance to Dodge Spell Hits is 75%)",""
80,"ReminderTextKeystoneBloodMagic","(Removes all mana. 10% more maximum Life. Skills Cost Life instead of Mana. Skills Reserve Life instead of Mana)",""
81,"ReminderTextKeystonePainAttunement","(30% more Spell Damage when on Low Life)",""
82,"ReminderTextKeystoneConduit","(Share Endurance, Frenzy and Power Charges with nearby party members)",""
83,"ReminderTextKeystoneVaalPact","(Total Recovery from Life Leech is doubled, Maximum total Life Recovery per second from Leech is doubled, You have no Life Regeneration)",""
84,"ReminderTextKeystoneMindOverMatter","(40% of Damage is taken from Mana before Life)",""
85,"ReminderTextKeystoneUnwaveringStance","(Cannot Evade enemy Attacks. Cannot be Stunned)",""
86,"ReminderTextKeystonePointBlank","(Projectile Attack Hits deal up to 30% more Damage to targets at the start of their movement, dealing less Damage to targets as the projectile travels farther)",""
87,"ReminderTextLucky","(Lucky things are rolled twice and the best result used)",""
88,"ReminderTextUnlucky","(Unlucky things are rolled twice and the worst result used)",""
89,"ReminderTextUncappedResist","(Uncapped Resistance is the value Resistance would have if ignoring Maximum Resistance)",""
90,"ReminderTextKeystoneAvatarOfFire","(50% of Physical, Cold and Lightning Damage Converted to Fire Damage.\nDeal no Non-Fire Damage)",""
91,"ReminderTextKeystoneAncestralBond","(You can't deal Damage with Skills yourself.  +1 to maximum number of Summoned Totems)",""
92,"ReminderTextKeystoneEldritchBattery","(Spend Energy Shield before Mana for Skill Mana Costs. Energy Shield protects Mana instead of Life. 50% less Energy Shield Recharge Rate)",""
93,"ReminderTextCoveredInAsh","(Being Covered in Ash applies 20% less Movement Speed and 20% increased Fire Damage Taken, for 4 seconds)",""
94,"ReminderTextCoveredInAshNoDuration","(Being Covered in Ash applies 20% less Movement Speed and 20% increased Fire Damage Taken)",""
95,"ReminderTextCoveredInAshVariableDamgaeTaken","(Being Covered in Ash applies 20% less Movement Speed and increases Fire Damage taken, for 4 seconds)",""
96,"ReminderTextKeystoneChaosInoculation","(Maximum Life becomes 1, Immune to Chaos Damage)",""
97,"ReminderTextKeystoneElementalEquilibrium","(Hits that deal Elemental Damage remove Exposure to those Elements and inflict Exposure to other Elements, applying -25% to Resistances)",""
98,"ReminderTextKeystoneElementalOverload","(Skills that have dealt a Critical Strike in the past 8 seconds deal 40% more Elemental Damage with Hits and Ailments. Your Critical Strikes do not deal extra Damage. Ailments never count as being from Critical Strikes)",""
99,"ReminderTextKeystoneMinionInstability","(Minions explode when reduced to Low Life, dealing 33% of their maximum Life as Fire Damage to surrounding Enemies)",""
100,"ReminderTextKeystoneProjectileEvasion","(Evasion Rating is Doubled against Projectile Attacks, 25% less Evasion Rating against Melee Attacks)",""
101,"ReminderTextKeystoneIronGrip","(Strength's Damage bonus also applies to Projectile Attacks)",""
102,"ReminderTextKeystoneZealotsOath","(Life Regeneration is applied to Energy Shield instead.)",""
103,"ReminderTextKeystoneGhostReaver","(Leech Energy Shield instead of Life. Maximum total Energy Shield Recovery per second from Leech is doubled. Cannot Recharge Energy Shield)",""
104,"ReminderTextFishBiteSensitivity","(Multiple bites from Fish with multiple mouths only check Bite Sensitivity once)",""
105,"ReminderTextIronWill","(Strength's Damage bonus applies to all Spell Damage as well)",""
106,"ReminderTextCreateLesserShrineCooldown","(Create Lesser Shrine has an initial Cooldown before it can Trigger)",""
107,"ReminderTextKeystonePerfectAgony","(Modifiers to Critical Strike Multiplier also apply to Damage Multiplier for Ailments from Critical Strikes at 50% of their value. 30% less Damage with Hits)",""
108,"ReminderTextFreeze","(Freeze lowers Enemy Action Speed to zero, preventing them from acting. Duration is based on the Cold Damage of the Hit)",""
109,"ReminderTextFreezeNonHit","(Freeze lowers Enemy Action Speed to zero, preventing them from acting)",""
110,"ReminderTextIgnite","(Ignite deals Fire Damage over time, based on the base Fire Damage of the Skill, for 4 seconds)",""
111,"ReminderTextIgniteNonHitNoDuration","(Ignite deals Fire Damage over time)",""
112,"ReminderTextMalachaisEndurance","(Malachai's Endurance gives 20% chance to grant an Endurance Charge on Kill)",""
113,"ReminderTextMalachaisFrenzy","(Malachai's Frenzy gives 20% chance to grant a Frenzy Charge on Kill)",""
114,"ReminderTextMalachaisPower","(Malachai's Power gives 20% chance to grant a Power Charge on Kill)",""
115,"ReminderTextHerEmbrace","(Her Embrace grants the following:\nCannot be Stunned\n123% of Sword Physical Damage gained as Extra Fire Damage\nUnaffected by Burning Ground\nImmune to Freeze, Chill and Ignite\n20% increased Attack, Cast and Movement Speed)",""
116,"ReminderTextEquippedItems","(Flasks and Jewels are not Equipped)",""
117,"ReminderTextAbyssalSockets","(Only Abyss Jewels can be Socketed in Abyssal Sockets)",""
118,"ReminderTextAttributes","(Attributes are Strength, Dexterity, and Intelligence)",""
119,"ReminderTextRage","(Inherent effects from having Rage are:\n1% increased Attack Damage per 1 Rage\n1% increased Attack Speed per 2 Rage\n1% increased Movement Speed per 5 Rage)",""
120,"ReminderTextRageDecay","(You lose 1 Rage every 0.5 seconds if you have not been Hit or gained Rage Recently)",""
121,"ReminderTextRageMaximum","(Maximum Rage is 50)",""
122,"ReminderTextMalediction","(Enemies with Malediction deal 10% reduced damage and take 10% increased damage)",""
123,"ReminderTextAdrenaline","(Adrenaline grants 100% increased Damage, 25% increased Attack, Cast and Movement Speed and 10% additional Physical Damage Reduction. You cannot gain Adrenaline if you already have it)",""
