"rownum","BaseItemTypesKey","VirtualFile","Influences"
0,8712,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,8713,"Art/2DItems/Divination/Images/TheDoctor",[]
2,8714,"Art/2DItems/Divination/Images/TheHermit",[]
3,8715,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,8716,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,8717,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,8718,"Art/2DItems/Divination/Images/TheGladiator",[]
7,8719,"Art/2DItems/Divination/Images/TheScholar",[]
8,8720,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,8721,"Art/2DItems/Divination/Images/ThePoet",[]
10,8722,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,8723,"Art/2DItems/Divination/Images/Hope",[]
12,8724,"Art/2DItems/Divination/Images/TheFiend",[]
13,8725,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,8726,"Art/2DItems/Divination/Images/ViniasToken",[]
15,8727,"Art/2DItems/Divination/Images/TheSummoner",[]
16,8728,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,8729,"Art/2DItems/Divination/Images/TheHunger",[]
18,8730,"Art/2DItems/Divination/Images/TheHoarder",[]
19,8731,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,8732,"Art/2DItems/Divination/Images/TheSun",[]
21,8733,"Art/2DItems/Divination/Images/TheWarden",[]
22,8734,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,8735,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,8736,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,8737,"Art/2DItems/Divination/Images/TheGambler",[]
26,8738,"Art/2DItems/Divination/Images/TheLover",[]
27,8739,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,8740,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,8741,"Art/2DItems/Divination/Images/TheAvenger",[]
30,8742,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,8743,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,8744,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,8745,"Art/2DItems/Divination/Images/TheFeast",[]
34,8746,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,8747,"Art/2DItems/Divination/Images/TheWatcher",[]
36,8748,"Art/2DItems/Divination/Images/TheIncantation",[]
37,8749,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,8750,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,8751,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,8752,"Art/2DItems/Divination/Images/TheWind",[]
41,8753,"Art/2DItems/Divination/Images/ThePact",[]
42,8754,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,8755,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,8756,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,8757,"Art/2DItems/Divination/Images/TheArtist",[]
46,8758,"Art/2DItems/Divination/Images/TheInventor",[]
47,8759,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,8760,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,8761,"Art/2DItems/Divination/Images/TheUnion",[]
50,8762,"Art/2DItems/Divination/Images/TheQueen",[]
51,8763,"Art/2DItems/Divination/Images/Humility",[]
52,8764,"Art/2DItems/Divination/Images/TheExplorer",[]
53,8765,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,8766,"Art/2DItems/Divination/Images/TheBetrayal",[]
55,8767,"Art/2DItems/Divination/Images/TheFlorasGift",[]
56,8768,"Art/2DItems/Divination/Images/TheSiren",[]
57,8769,"Art/2DItems/Divination/Images/TheOneWithAll",[]
58,8770,"Art/2DItems/Divination/Images/TheLastOneStanding",[]
59,8771,"Art/2DItems/Divination/Images/DoedresMadness",[]
60,8772,"Art/2DItems/Divination/Images/TheEncroachingDarkness",[]
61,8773,"Art/2DItems/Divination/Images/TheWrath",[]
62,8774,"Art/2DItems/Divination/Images/TheKingsBlade",[]
63,8775,"Art/2DItems/Divination/Images/TheTrial",[]
64,8776,"Art/2DItems/Divination/Images/TheGentleman",[]
65,8777,"Art/2DItems/Divination/Images/HouseOfMirrors",[]
66,8778,"Art/2DItems/Divination/Images/WealthAndPower",[]
67,8779,"Art/2DItems/Divination/Images/TheCatalyst",[]
68,8780,"Art/2DItems/Divination/Images/TheVast",[]
69,8781,"Art/2DItems/Divination/Images/GiftOfTheGemlingQueen",[]
70,8782,"Art/2DItems/Divination/Images/TheDragonsHeart",[]
71,8783,"Art/2DItems/Divination/Images/TheFox",[]
72,8784,"Art/2DItems/Divination/Images/TheDoppelganger",[]
73,8785,"Art/2DItems/Divination/Images/TheSurvivalist",[]
74,8786,"Art/2DItems/Divination/Images/Death",[]
75,8787,"Art/2DItems/Divination/Images/GraveKnowledge",[]
76,8788,"Art/2DItems/Divination/Images/TheJester",[]
77,8789,"Art/2DItems/Divination/Images/TheMercenary",[]
78,8790,"Art/2DItems/Divination/Images/TheInoculated",[]
79,8791,"Art/2DItems/Divination/Images/Loyalty",[]
80,8792,"Art/2DItems/Divination/Images/PrideBeforeTheFall",[]
81,8793,"Art/2DItems/Divination/Images/Audacity",[]
82,8794,"Art/2DItems/Divination/Images/AssassinsFavor",[]
83,8795,"Art/2DItems/Divination/Images/HuntersResolve",[]
84,8796,"Art/2DItems/Divination/Images/ScholarOfTheSeas",[]
85,8797,"Art/2DItems/Divination/Images/TheConduit",[]
86,8798,"Art/2DItems/Divination/Images/TheTower",[]
87,8799,"Art/2DItems/Divination/Images/TheTwins",[]
88,8800,"Art/2DItems/Divination/Images/AnarchysPrice",[]
89,8801,"Art/2DItems/Divination/Images/TheLich",[]
90,8802,"Art/2DItems/Divination/Images/TheThaumaturgist",[]
91,8803,"Art/2DItems/Divination/Images/TheAesthete",[]
92,8804,"Art/2DItems/Divination/Images/TheEnlightened",[]
93,8805,"Art/2DItems/Divination/Images/HuntersReward",[]
94,8806,"Art/2DItems/Divination/Images/TheFletcher",[]
95,8807,"Art/2DItems/Divination/Images/TheSurveyor",[]
96,8808,"Art/2DItems/Divination/Images/BowyersDream",[]
97,8809,"Art/2DItems/Divination/Images/TheSurgeon",[]
98,8810,"Art/2DItems/Divination/Images/VolatilePower",[]
99,8811,"Art/2DItems/Divination/Images/LastHope",[]
100,8812,"Art/2DItems/Divination/Images/Hubris",[]
101,8813,"Art/2DItems/Divination/Images/BlindVenture",[]
102,8814,"Art/2DItems/Divination/Images/MercilessArmament",[]
