"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","Tier","i32","i32","bool"
0,1090,7852,"",3,1,5,""
1,1091,7705,"",2,1,5,""
2,1092,7719,"",4,6,10,""
3,1093,7718,"",11,6,10,""
4,1266,7764,"",0,1,5,""
5,1094,7842,"",5,1,5,""
6,1095,7844,"",7,1,5,""
7,1096,7703,"",0,1,5,""
8,1097,7709,"",0,1,5,""
9,1098,7710,"",9,1,5,""
10,1099,7713,"",0,1,5,""
11,1100,7850,"",4,6,10,""
12,1101,7836,"",4,1,5,""
13,1102,7807,"",14,1,5,""
14,1103,7779,"",11,1,5,""
15,1104,7800,"",5,6,10,""
16,1105,7724,"",0,1,5,""
17,1106,7773,"",8,6,10,""
18,1107,7723,"",0,1,5,""
19,1108,7746,"",5,6,10,""
20,1109,7700,"",8,1,5,""
21,1110,7847,"",11,6,10,""
22,1111,7843,"",0,1,5,""
23,1112,7848,"",12,11,15,""
24,1113,7739,"",3,1,5,""
25,1114,9396,"",3,0,0,""
26,1115,7778,"",8,6,10,""
27,1117,7712,"",0,1,5,""
28,1118,7795,"",13,6,10,""
29,1119,7808,"",5,1,5,""
30,1120,7794,"",0,11,15,""
31,1121,7732,"",0,11,15,""
32,1261,7783,"",7,1,5,""
33,1263,7777,"",2,1,5,""
34,1264,7804,"",0,1,5,""
35,1265,7799,"",3,1,5,""
36,1267,7728,"",3,1,5,""
37,1268,7736,"",0,1,5,""
38,1122,7846,"",0,6,10,""
39,1123,7841,"",12,1,5,""
40,1124,7833,"",9,1,5,""
41,1125,7802,"",14,1,5,""
42,1126,12078,"",14,0,0,1
43,1127,7711,"",16,1,5,""
44,1128,7714,"",0,6,10,""
45,1129,7741,"",0,6,10,""
46,1130,7789,"",16,6,10,""
47,1131,7730,"",0,6,10,""
48,1132,7754,"",1,1,5,""
49,1133,7834,"",12,1,5,""
50,1134,7840,"",0,1,5,""
51,1135,7704,"",0,1,5,""
52,1136,7720,"",15,11,15,""
53,1137,7716,"",6,6,10,""
54,1138,7740,"",6,1,5,""
55,1139,7742,"",14,1,5,""
56,1140,7748,"",0,1,5,""
57,1141,7756,"",5,1,5,""
58,1142,8899,"",5,0,0,""
59,1143,7753,"",4,11,15,""
