"rownum","rid","i32"
0,41,1087876628
1,42,1065353216
2,43,1066947052
3,44,1065604874
4,45,1068457001
5,47,1091053814
6,48,1143652352
7,49,1069631406
8,50,1085192274
9,51,1143652352
10,52,1065353216
11,53,1084227584
12,54,1073783767
13,55,1065353216
14,56,1084227584
15,57,1094860145
16,58,1070386381
17,59,1074412913
18,60,1080284938
19,61,1068540887
20,62,1068792545
21,64,1081920717
22,65,1065604874
23,66,1066947052
24,67,1065856532
25,68,1066947052
26,70,1082277233
27,71,1109338358
28,72,1110305669
29,74,1076300349
30,75,1080075223
31,76,1065856532
32,77,1089218806
33,78,1092175790
34,79,1084080783
35,80,1073070735
36,81,1068540887
37,82,1085926277
38,83,1065856532
39,84,1067618140
40,85,1075251773
41,86,1077726413
42,88,1074664571
43,89,1065856532
44,90,1075838976
45,91,1074412913
46,92,1084542157
47,93,1067618140
48,94,1099861852
49,95,1074412913
50,96,1085548790
51,97,1068121457
52,98,1068540887
53,99,1066443735
54,100,1065353216
55,101,1069631406
56,102,1094923059
57,103,1079446077
58,104,1093161452
59,105,1071644672
60,106,1074538742
61,107,1092175790
62,108,1110305669
63,109,1070050836
64,110,1067282596
65,111,1098247045
66,112,1076174520
67,113,1082927350
68,263,1069463634
69,115,1082822492
70,117,1093780111
71,118,1096034550
72,119,1085381018
73,120,1088946176
74,129,1091200614
75,121,1110305669
76,122,1066947052
77,123,1141038449
78,124,1073867653
79,126,1085192274
80,127,1073322394
81,128,1086471537
82,130,1071644672
83,132,1079278305
84,133,1072567419
85,135,1071644672
86,136,1108452311
87,137,1068792545
88,139,1108452311
89,140,1068960317
90,141,1086303764
91,142,1081962660
92,144,1086471537
93,145,1071476900
94,146,1067450368
95,147,1065604874
96,148,1073783767
97,149,1079236362
98,150,1083493581
99,152,1143652352
100,154,1075251773
101,155,1073867653
102,156,1095636091
103,157,1068121457
104,158,1112119706
105,159,1087415255
106,160,1103516140
107,161,1096034550
108,162,1076468122
109,163,1074412913
110,164,1083787182
111,165,1080746312
112,166,1067618140
113,167,1068540887
114,168,1075419546
115,169,1082675692
116,171,1088484803
117,172,1094860145
118,173,1075713147
119,174,1086094049
120,175,1085737533
121,176,1087415255
122,177,1089386578
123,178,1088736461
124,179,1142404547
125,180,1078649160
126,181,1095636091
127,183,1090823127
128,184,1074245140
129,185,1085926277
130,186,1091882189
131,187,1074245140
132,188,1090823127
133,189,1068960317
134,190,1078229729
135,191,1084584100
136,192,1066108191
137,193,1099861852
138,194,1081711002
139,196,1081711002
140,262,1086681252
141,198,1109972746
142,199,1080746312
143,200,1084080783
144,201,1074119311
145,202,1076468122
146,203,1094126141
147,205,1070386381
148,206,1077726413
149,207,1090351268
150,209,1084542157
151,210,1065856532
152,212,1085045473
153,213,1076342292
154,214,1068540887
155,215,1091934618
156,217,1077726413
157,218,1096883896
158,219,1065856532
159,220,1077516698
160,221,1081711002
161,222,1113779077
162,223,1095636091
163,224,1085045473
164,225,1085045473
165,226,1088484803
166,227,1088484803
167,228,1065856532
168,229,1089386578
169,230,1088946176
170,231,1066947052
171,232,1092039475
172,233,1080746312
173,234,1090686812
174,235,1143326474
175,237,1091200614
176,238,1085737533
177,239,1071644672
178,240,1110997729
179,241,1071644672
180,242,1077013381
181,243,1102415135
182,244,1110997729
183,245,1099327078
184,246,1090351268
185,247,1088694518
186,248,1091347415
