"rownum","MapsKey","Tier"
0,326,3
1,327,2
2,328,4
3,329,11
4,330,0
5,331,5
6,332,7
7,333,0
8,334,0
9,335,9
10,336,0
11,337,4
12,338,4
13,339,14
14,340,11
15,341,5
16,342,0
17,343,8
18,344,0
19,345,5
20,346,8
21,347,11
22,348,0
23,349,12
24,350,3
25,351,8
26,352,0
27,353,13
28,354,5
29,355,0
30,356,0
31,357,7
32,358,2
33,359,0
34,360,3
35,361,3
36,362,0
37,363,0
38,364,12
39,365,9
40,366,14
41,367,16
42,368,0
43,369,0
44,370,16
45,371,0
46,372,1
47,373,12
48,374,0
49,375,0
50,376,15
51,377,6
52,378,6
53,379,14
54,380,0
55,381,5
56,382,4
57,383,10
58,384,0
59,385,0
60,386,7
61,387,3
62,388,0
63,389,2
64,390,1
65,391,15
66,392,0
67,393,9
68,394,5
69,395,0
70,396,16
71,397,0
72,398,4
73,399,11
74,400,0
75,401,5
76,402,15
77,403,6
78,404,5
79,405,2
80,406,4
81,407,0
82,408,10
83,409,0
84,410,1
85,411,2
86,412,10
87,413,14
88,414,1
89,415,12
90,416,0
91,417,15
92,418,10
93,419,0
94,420,0
95,421,6
96,422,2
97,423,7
98,424,3
99,425,7
100,426,7
101,427,10
102,428,6
103,429,0
104,430,11
105,431,4
106,432,15
107,433,11
108,434,8
109,435,8
110,436,3
111,437,7
112,438,0
113,439,0
114,440,9
115,441,3
116,442,8
117,443,0
118,444,0
119,445,2
120,446,12
121,447,9
122,448,13
123,449,0
124,450,0
125,451,4
126,452,8
127,453,0
128,454,0
129,455,0
130,456,0
131,457,13
132,458,6
133,459,6
134,460,10
135,461,0
136,462,0
137,463,12
138,464,13
139,465,10
140,466,13
141,467,14
142,468,9
143,469,2
144,470,0
145,471,16
146,472,16
147,473,16
148,474,16
149,475,16
150,477,16
151,478,5
152,479,10
153,480,15
154,481,16
155,482,16
