"rownum","Id","i32","i32","rid"
0,"anger_aura_end",3,2,""
1,"hatred_aura_end",3,2,""
2,"hatred_aura_end",3,3,""
3,"wrath_aura_end",3,2,""
4,"haste_aura_end",3,2,""
5,"steelskin_block",1,0,""
6,"steelskin_block",1,1,""
7,"steelskin_block",1,2,""
8,"cremation_explosion",1,0,""
9,"cremation_explosion",1,1,""
10,"cremation_explosion",1,2,""
11,"cremation_explosion",1,3,""
12,"cremation_explosion",1,4,""
13,"cremation_explosion",1,5,""
14,"cremation_explosion",1,6,""
15,"cremation_explosion",1,7,""
16,"cremation_explosion",1,8,""
17,"cremation_geyser",3,0,""
18,"cremation_geyser",3,1,""
19,"cremation_geyser",3,2,""
20,"cremation_geyser",3,3,""
21,"cremation_geyser",3,4,""
22,"cremation_geyser",3,5,""
23,"cremation_geyser",3,6,""
24,"cremation_geyser",3,7,""
25,"cremation_geyser",3,8,""
26,"cremation_impact",1,0,""
27,"cremation_impact",1,1,""
28,"cremation_impact",1,2,""
29,"cremation_impact",1,3,""
30,"cremation_impact",1,4,""
31,"cremation_impact",1,5,""
32,"cremation_impact",1,6,""
33,"cremation_impact",1,7,""
34,"cremation_impact",1,8,""
35,"consecrated_path_slam",1,0,""
36,"consecrated_path_slam",1,1,""
37,"consecrated_path_slam",1,2,""
38,"consecrated_path_slam",1,3,""
39,"consecrated_path_slam",1,4,""
40,"consecrated_path_teleport",1,0,""
41,"consecrated_path_teleport",1,1,""
42,"consecrated_path_teleport",1,2,""
43,"consecrated_path_teleport",1,3,""
44,"consecrated_path_teleport",1,4,""
45,"consecrated_path_range",1,0,""
46,"consecrated_path_range",1,1,""
47,"consecrated_path_range",1,2,""
48,"consecrated_path_range",1,3,""
49,"consecrated_path_range",1,4,""
50,"consecrated_path_slam_ancestral",1,0,11885
51,"consecrated_path_slam_ancestral",1,2,11885
52,"consecrated_path_slam_ancestral",1,3,11885
53,"consecrated_path_teleport_ancestral",1,0,11885
54,"consecrated_path_teleport_ancestral",1,2,11885
55,"consecrated_path_teleport_ancestral",1,3,11885
56,"consecrated_path_range_ancestral",1,0,11885
57,"consecrated_path_range_ancestral",1,2,11885
58,"consecrated_path_range_ancestral",1,3,11885
59,"divine_cry",1,0,""
60,"divine_cry",1,2,""
61,"divine_cry",1,3,""
62,"absolution_blast",1,0,""
63,"absolution_blast",1,1,""
64,"absolution_blast_convert",3,0,""
65,"absolution_blast_convert",3,1,""
66,"absolution_blast_shockwave",3,0,14224
67,"absolution_blast_shockwave",3,1,14224
68,"absolution_blast_lite",1,0,""
69,"absolution_blast_lite",1,1,""
70,"absolution_blast_ascended_refesh",3,0,""
71,"absolution_blast_ascended_refesh",3,1,""
72,"soulfeast_primary_explode",1,0,""
73,"soulfeast_wall_explode",1,0,""
74,"soulfeast_primary_explode",1,1,""
75,"soulfeast_wall_explode",1,1,""
76,"mana_void",3,0,""
77,"mana_void_rect_1",3,0,""
78,"mana_void_rect_2",3,0,""
79,"mana_void_rect_3",3,0,""
80,"mana_void_rect_4",3,0,""
81,"mana_void_lite",3,0,""
82,"mana_void_rect_1_lite",3,0,""
83,"mana_void_rect_2_lite",3,0,""
84,"mana_void_rect_3_lite",3,0,""
85,"mana_void_rect_4_lite",3,0,""
86,"mana_void_unleash",3,0,""
87,"storm_rain_arrow",1,0,""
88,"storm_rain_impact",1,0,""
89,"storm_rain_muzzle_flash",1,0,""
90,"igniting_flask_flask",1,0,""
91,"igniting_flask_explode_base",1,0,""
92,"igniting_flask_explode_base_wall",1,0,""
93,"igniting_flask_explode_fire",1,0,14298
94,"igniting_flask_explode_cold",1,0,14318
95,"igniting_flask_explode_cold_wall",1,0,14318
96,"igniting_flask_explode_lightning",1,0,14316
97,"igniting_flask_explode_base_lite",1,0,""
98,"igniting_flask_explode_base_wall_lite",1,0,""
99,"igniting_flask_explode_fire_lite",1,0,14298
100,"igniting_flask_explode_cold_lite",1,0,14318
101,"igniting_flask_explode_cold_wall_lite",1,0,14318
102,"igniting_flask_explode_lightning_lite",1,0,14316
103,"infernal_blow_explode_big",3,0,""
104,"infernal_blow_explode_small",3,0,""
105,"infernal_blow_explode_big",3,1,""
106,"infernal_blow_explode_small",3,1,""
107,"smoke_mine_poof",3,0,""
108,"smoke_mine_poof",3,1,""
109,"chain_strike_beam",3,0,""
110,"chain_strike_area",1,0,""
111,"chain_strike_area",1,1,""
112,"chain_strike_kickup",1,0,""
113,"chain_strike_kickup",1,1,""
114,"chain_strike_cone",1,0,""
115,"chain_strike_cone",1,1,""
116,"chain_strike_circle_area",1,0,""
117,"chain_strike_circle_area",1,1,""
118,"arcane_cloak_block",1,0,""
119,"arcane_cloak_block",1,1,""
120,"orb_of_storms_cloud",1,0,""
121,"orb_of_storms_cloud",1,1,""
122,"orb_of_storms_cloud",1,2,""
123,"orb_of_storms_charged_cloud",1,0,""
124,"orb_of_storms_charged_cloud",1,1,""
125,"orb_of_storms_charged_cloud",1,2,""
126,"orb_of_storms_range_indicator",1,0,""
127,"orb_of_storms_range_indicator",1,1,""
128,"orb_of_storms_range_indicator",1,2,""
129,"dual_strike_impact_main",1,0,""
130,"dual_strike_impact_main",1,2,""
131,"dual_strike_impact_secondary",1,0,""
132,"dual_strike_impact_secondary",1,2,""
133,"dual_strike_audio",1,0,""
134,"dual_strike_audio",1,2,""
135,"dual_strike_surge",1,2,""
136,"weapon_trap_spinner",1,0,""
137,"weapon_trap_start",1,0,""
138,"weapon_trap_end",1,0,""
139,"weapon_trap_trap",1,0,""
140,"shield_waves",1,0,""
141,"shield_waves_swipe",1,0,""
142,"void_burst",1,0,""
143,"void_burst_corpse_explosion",3,0,""
144,"void_burst_buildup",1,0,""
145,"bladefall",1,0,""
146,"bladefall",1,1,""
147,"bladefall",1,2,""
148,"bladefall",1,5,""
149,"bladefall",1,6,""
150,"bladefall",1,7,""
151,"bladefall_ground_blade",3,0,11751
152,"bladefall_ground_blade",3,1,11751
153,"bladefall_ground_blade",3,2,11751
154,"bladefall_ground_blade",3,5,11751
155,"bladefall_ground_blade",3,6,11751
156,"bladefall_ground_blade",3,7,11751
157,"bladefall_lite",1,0,""
158,"bladefall_lite",1,1,""
159,"bladefall_lite",1,2,""
160,"bladefall_lite",1,3,""
