"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],9808,2,39,1
1,"ProxyKey2",[0],[45],9807,40,100,1
2,"ProxyKey3",[0],[45],9809,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",9810,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",9811,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",9812,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",9813,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",9814,68,100,1
8,"ProxyKey9",[0],[94],9816,2,39,1
9,"ProxyKey10",[0],[94],9815,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",9818,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",9817,40,100,1
12,"ProxyKey13",[0],[94],9820,2,39,1
13,"ProxyKey14",[0],[94],9819,40,100,1
14,"ProxyKey15",[0],[94],9822,2,39,1
15,"ProxyKey16",[0],[94],9821,40,100,1
16,"ProxyKey17",[0],[45],9823,2,100,1
17,"ProxyKey18",[0],[94],9825,2,39,1
18,"ProxyKey19",[0],[94],9824,40,100,1
19,"ProxyKey20",[0],[94],9826,40,100,1
20,"ProxyKey21",[0],[45],9827,56,100,1
21,"ProxyKey22",[0],[94],9828,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",9829,68,100,1
23,"ProxyKey24",[0],[94],9830,40,100,1
24,"ProxyKey25",[0],[45],9831,56,100,1
25,"ProxyKey26",[0],[45],9832,40,100,1
26,"ProxyKey27",[0],[45],9833,40,100,1
27,"ProxyKey28",[0],[9],9835,23,39,1
28,"ProxyKey29",[0],[9],9834,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",9836,40,100,1
30,"ProxyKey31",[0],[45],9837,40,100,1
31,"ProxyKey32",[0],[45],9838,40,100,1
32,"ProxyKey33",[0],[94],9839,2,100,1
33,"ProxyKey34",[0],[94],9840,40,100,1
34,"ProxyKey35",[0],[94],9841,2,100,1
35,"ProxyKey36",[0],[94],9842,40,100,1
36,"ProxyKey37",[0],[94],9843,2,100,1
37,"ProxyKey38",[0],[94],9844,40,100,1
38,"ProxyKey39",[0],[0],9845,2,100,1
39,"ProxyKey40",[0],[0],9846,40,100,1
40,"ProxyKey41",[0],[94],9847,2,100,1
41,"ProxyKey42",[0],[94],9848,40,100,1
42,"ProxyKey43",[0],[94],9849,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",9850,68,100,1
44,"ProxyKey45",[0],[45],9851,2,100,1
45,"ProxyKey46",[0],[9],9853,2,39,1
46,"ProxyKey47",[0],[9],9852,40,100,1
47,"ProxyKey48",[0],[94],9854,2,100,1
48,"ProxyKey49",[0],[45],9855,2,100,1
49,"ProxyKey50",[0],[94],9856,2,100,1
50,"ProxyKey51",[0],[94],9857,2,100,1
51,"ProxyKey52",[0],[45],9858,2,100,1
52,"ProxyKey53",[0],[5000],9178,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",9861,40,100,""
54,"ProxyKey55",[0],[5000],9862,40,100,""
55,"ProxyKey56",[0],[5000],9863,40,100,""
56,"ProxyKey57",[0],[5000],9864,40,100,""
57,"ProxyKey58",[0],[5000],9865,40,100,""
58,"ProxyKey59",[0],[2500],9870,56,100,""
59,"ProxyKey60",[0],[500],9871,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",9872,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",9873,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",9874,68,100,""
63,"ProxyKey64",[0],[2500],9875,40,100,""
64,"ProxyKey65",[0],[5000],9876,40,100,""
65,"ProxyKey66",[0],[5000],9877,40,100,""
66,"ProxyKey67",[0],[5000],9878,40,100,""
67,"ProxyKey68",[0],[2500],9879,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",9880,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",9881,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",9882,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",9883,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",9866,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",9867,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",9868,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",9869,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",9884,68,100,""
