"rownum","Id","HASH16"
0,"TurnToOverTime",16263
1,"ScaleOverTime",59089
2,"DeleteAfterTime",18287
3,"GlacialCascadeUniqueKnockbackCooldown",32503
4,"FreezeNearbyChilledEnemiesCooldown",13284
5,"VaalSpellKeystoneCooldown",57505
6,"VaalAttackKeystoneCooldown",27615
7,"UltimatumRuinCooldown",42621
8,"AttackCastSpeedOnAttackCooldown",53141
9,"DoubleDamageOnSpellCastCooldown",52008
10,"SnipersMarkLifeFlaskChargeCooldown",60753
11,"SnipersMarkManaFlaskChargeCooldown",23718
12,"AfflictionActionSpeedDebuffWhenHitCooldown",51576
13,"AfflictionDamageTakenDebuffWhenHitCooldown",53949
14,"AfflictionFlaskDebuffWhenHitCooldown",5938
15,"AfflictionRecoveryRateDebuffWhenHitCooldown",37331
16,"ConsecratedGroundOnHitCooldown",17386
17,"ShockedGroundWhenHitCooldown",24403
18,"ChilledGroundWhenHitCooldown",27166
19,"BurningGroundWhenHitCooldown",53594
20,"GainRageFromBerserkerCooldown",15609
21,"GainRageFromGloveImplicitCooldown",31844
22,"GainRageFromKaomsPrimaryCooldown",29805
23,"GainRageFromRageSupportCooldown",47950
24,"GainRageFromAxeSwordCooldown",12962
25,"ConvergenceCooldown",65019
26,"LifeFlaskChargeOnHitCooldown",11289
27,"LifeFlaskChargeOnMarkedEnemyHitCooldown",44070
28,"FlaskChargeOnNonUniqueHitCooldown",8556
29,"MTXBloodDrones",61734
30,"MTXWeaponCloneTrailEffect",59847
31,"Accelerate",38577
32,"MTXTormentedArmourSetFlaskEffect",31246
33,"MTXCosmicArmourFlying",10598
34,"MTXChronomancerOnCooldownSkillReady",35447
35,"IncomingDamageTracker",26099
36,"MTXPuppetMaster",35430
37,"MtxCrystalariumEncasedWhileStationary",52342
38,"PvpArenaDoodadTask",6134
39,"Every4SecondsRegenerateLifePercentOfArmourEvasion",17302
40,"RecoverLifeFromLifeRegenerationEvery4SecondsServer",14467
41,"CrucibleMeltingEffect",42954
42,"Every4SecondsRemoveCursesOnYou",35445
43,"AutoPickupWorldItem",40039
44,"MTXRaijuLightningStrike",55041
45,"AddEffectPack",11655
46,"NearestItemTracker",29062
47,"NearestChaosOrbTracker",35018
48,"MTXLithomancerHitTracking",57317
49,"MTXLayeredBarrierOnSpellBlock",60939
50,"MTXPoltergeistOnBlock",56485
51,"RegenerateEnergyShieldEvery4Seconds",41359
52,"MTXSunPortalClosestCheck",45772
53,"MTXSpawnCarnageBats",5491
54,"MTXRingsOfSaturnPickup",60103
55,"Every4SecondsRemoveElementalAilmentsOnYou",34924
56,"MTXSarcophagusBackAttachment",64653
57,"HinekoraBeltRotatingBuffs",47244
58,"MTXGrantVisualChargesBuffInTown",28812
59,"FerrofluidWhenHit",31815
60,"MTXCollectorSack",51121
61,"MTXRustKingsWeapon",9248
62,"MtxPhoenixOrbShieldRegenTracker",54607
63,"MTXFireflyCursor",41680
64,"HideoutMonsterStatue",42230
65,"MtxCardOracleArmourHelmet",42640
66,"AncestralSecondaryAI",8019
67,"AncestralFieldItemUsageAI",6413
68,"MtxCardOracleVisualDivinationCard",31273
69,"MTXGoldCoinOrbExpand",25198
70,"KnockbackLimiter",56984
71,"FleeCooldownHandler",19547
