"rownum","BaseItemTypesKey","Id","BK2File"
0,513,1,""
1,514,2,""
2,515,3,""
3,516,4,""
4,517,5,""
5,518,6,""
6,666,7,""
7,667,8,""
8,668,9,""
9,669,10,""
10,691,11,""
11,692,12,""
12,693,13,""
13,694,14,""
14,749,15,""
15,780,16,""
16,781,17,""
17,782,18,""
18,783,19,""
19,846,20,""
20,847,21,""
21,907,22,""
22,908,23,""
23,942,24,""
24,943,25,""
25,944,26,""
26,945,27,""
27,946,28,""
28,947,29,""
29,1006,30,""
30,1007,31,""
31,1008,32,""
32,1009,33,""
33,1010,34,""
34,1011,35,""
35,1012,36,""
36,1060,37,""
37,1061,38,""
38,1158,39,""
39,1165,40,""
40,1172,41,""
41,1180,42,""
42,1188,43,""
43,1196,44,""
44,1216,45,""
45,1217,46,""
46,1257,47,""
47,1258,48,""
48,1259,49,""
49,1260,50,""
50,1261,51,""
51,1262,52,""
52,1263,53,""
53,1264,54,""
54,1265,55,""
55,1266,56,""
56,1267,57,""
57,1268,58,""
58,1269,59,""
59,1270,60,""
60,1271,61,""
61,1272,62,""
62,1273,63,""
63,1274,64,""
64,1275,65,""
65,1276,66,""
66,1277,67,""
67,1278,68,""
68,1279,69,""
69,1280,70,""
70,1281,71,""
71,1282,72,""
72,1283,73,""
73,1284,74,""
74,1285,75,""
75,1286,76,""
76,1287,77,""
77,1288,78,""
78,1289,79,""
79,1290,80,""
80,1291,81,""
81,1292,82,""
82,1293,83,""
83,1294,84,""
84,1295,85,""
85,1296,86,""
86,1297,87,""
87,1298,88,""
88,1299,89,""
89,1300,90,""
90,1301,91,""
91,1302,92,""
92,1303,93,""
93,1304,94,""
94,1305,95,""
95,1306,96,""
96,1307,97,""
97,1308,98,""
98,1309,99,""
99,1310,100,""
100,1311,101,""
101,1312,102,""
102,1313,103,""
103,1314,104,""
104,1315,105,""
105,1316,106,""
106,1317,107,""
107,1318,108,""
108,1319,109,""
109,1320,110,""
110,1321,111,""
111,1322,112,""
112,1323,113,""
113,1324,114,""
114,1325,115,""
115,1326,116,""
116,1615,117,""
117,1616,118,""
118,1617,119,""
119,1618,120,""
120,1668,121,""
121,1669,122,""
122,1663,123,""
123,1664,124,""
124,1249,125,""
125,1250,126,""
126,1251,127,""
127,1246,128,""
128,1247,129,""
129,1248,130,""
130,1807,131,""
131,1808,132,""
132,1815,133,""
133,1816,134,""
134,1252,135,""
135,1951,136,""
136,1956,137,""
137,1943,138,""
138,1945,139,""
139,1958,140,""
140,1967,141,""
141,1976,142,""
142,1985,143,""
143,1995,144,""
144,2057,145,""
145,2062,146,""
146,2050,147,""
147,2055,148,""
148,2173,149,""
149,2166,150,""
150,2160,151,""
151,2158,152,""
152,1254,153,""
153,1255,154,""
154,1256,155,""
155,2301,156,""
156,2295,157,""
157,2293,158,""
158,2287,159,""
159,2396,160,"Art/Videos/ChinaMTX/MTX_Chiyou_Portrait_Frame.bk2"
160,1253,161,""
161,2459,162,""
162,2465,163,""
163,2468,164,""
164,2474,165,""
165,2415,166,""
166,2425,167,""
167,2433,168,""
168,2442,169,""
169,2456,170,""
170,2548,171,"Art/Videos/ChinaMTX/MTX_DarkDecide_Portrait_Frame.bk2"
171,2581,172,""
172,2586,173,""
173,2573,174,""
174,2578,175,""
175,2784,176,"Art/Videos/ChinaMTX/MTX_Goddess_Portrait_Frame.bk2"
176,1327,177,""
177,1328,178,""
178,1329,179,""
179,1330,180,""
180,1331,181,""
181,1332,182,""
182,1333,183,""
183,1334,184,""
184,1335,185,""
185,1336,186,""
186,1337,187,""
187,1338,188,""
188,1339,189,""
189,1340,190,""
190,1341,191,""
191,1342,192,""
192,1343,193,""
193,1344,194,""
194,1345,195,""
195,1346,196,""
196,1347,197,""
197,1348,198,""
198,1349,199,""
199,1350,200,""
200,1351,201,""
201,1352,202,""
202,1353,203,""
203,1354,204,""
204,1355,205,""
205,1356,206,""
206,1357,207,""
207,1358,208,""
208,1359,209,""
209,1360,210,""
210,1361,211,""
211,1362,212,""
212,1363,213,""
213,1364,214,""
214,1365,215,""
215,1366,216,""
216,1367,217,""
217,1368,218,""
218,1369,219,""
219,1370,220,""
220,1371,221,""
221,1372,222,""
222,1373,223,""
223,1374,224,""
224,1375,225,""
225,1376,226,""
226,1377,227,""
227,1378,228,""
228,1379,229,""
229,1380,230,""
230,1381,231,""
231,1382,232,""
232,1383,233,""
233,1384,234,""
234,1385,235,""
235,1386,236,""
236,1387,237,""
237,1388,238,""
238,1389,239,""
239,1390,240,""
240,1391,241,""
241,1392,242,""
242,1393,243,""
243,1394,244,""
244,1395,245,""
245,1396,246,""
246,2692,247,""
247,2695,248,""
248,2701,249,""
249,2704,250,""
250,2854,251,""
251,2859,252,""
252,2861,253,""
253,2866,254,""
254,2869,255,""
255,3019,256,""
256,3025,257,""
257,3010,258,""
258,3016,259,""
259,3034,260,""
260,3042,261,""
261,3050,262,""
262,3059,263,""
263,3070,264,""
264,3001,265,""
265,3008,266,""
266,2992,267,""
267,2999,268,""
268,3240,269,"Art/Videos/ChinaMTX/MTX_Jingwei_Portrait_Frame.bk2"
269,3290,270,""
270,3296,271,""
271,3299,272,""
272,3280,273,""
273,3285,274,""
274,3288,275,""
275,3445,276,""
276,3450,277,""
277,3454,278,""
278,3456,279,""
279,3462,280,""
280,3466,281,""
281,3467,282,""
282,3583,284,""
283,3592,285,""
284,3603,286,""
285,3612,287,""
286,3622,288,""
287,3624,289,""
288,3629,290,""
289,3632,291,""
290,3634,292,""
291,3640,293,""
292,3643,294,""
293,3702,295,"Art/Videos/ChinaMTX/MTX_GodOfThunder_Portrait_Frame.bk2"
