"rownum","SkillGem","i32_16","Icon"
0,209,50,"Art/2DArt/SkillIcons/Support/IgnitionSupport.dds"
1,46,50,"Art/2DArt/SkillIcons/Support/FirePenetrationSupport.dds"
2,210,50,"Art/2DArt/SkillIcons/Support/SearingFlameSupport.dds"
3,167,50,"Art/2DArt/SkillIcons/Support/MoreDurationSupport.dds"
4,164,50,"Art/2DArt/SkillIcons/Support/LessDurationSupport.dds"
5,166,50,"Art/2DArt/SkillIcons/Support/UnbreakableSupport.dds"
6,94,50,"Art/2DArt/SkillIcons/Support/ChanceToBleedSupport.dds"
7,16,50,"Art/2DArt/SkillIcons/Support/KnockbackSupport.dds"
8,351,50,"Art/2DArt/SkillIcons/Support/OverpowerSupport.dds"
9,163,50,"Art/2DArt/SkillIcons/Support/RuthlessSupport.dds"
10,107,50,"Art/2DArt/SkillIcons/Support/RageSupport.dds"
11,161,50,"Art/2DArt/SkillIcons/Support/JaggedGroundSupport.dds"
12,224,50,"Art/2DArt/SkillIcons/Support/ExploitWeaknessSupport.dds"
13,275,50,"Art/2DArt/SkillIcons/Support/EnragedWarcrySupport.dds"
14,165,50,"Art/2DArt/SkillIcons/Support/FistOfWarSupport.dds"
15,168,50,"Art/2DArt/SkillIcons/Support/ImpactShockwaveSupport.dds"
16,225,50,"Art/2DArt/SkillIcons/Support/DevastateSupport.dds"
17,122,50,"Art/2DArt/SkillIcons/Support/BloodMagicSupport.dds"
18,123,50,"Art/2DArt/SkillIcons/Support/BeheadSupport.dds"
19,124,50,"Art/2DArt/SkillIcons/Support/ExecuteSupport.dds"
20,72,50,"Art/2DArt/SkillIcons/Support/ConductionSupport.dds"
21,48,50,"Art/2DArt/SkillIcons/Support/LightningPenetrationSupport.dds"
22,128,50,"Art/2DArt/SkillIcons/Support/OverchargeSupport.dds"
23,8,50,"Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.dds"
24,57,50,"Art/2DArt/SkillIcons/Support/SlowerProjectilesSupport.dds"
25,335,50,"Art/2DArt/SkillIcons/Support/KnockbackWaveSupport.dds"
26,95,50,"Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.dds"
27,96,50,"Art/2DArt/SkillIcons/Support/MaimSupport.dds"
28,43,50,"Art/2DArt/SkillIcons/Support/BlindSupport.dds"
29,7,50,"Art/2DArt/SkillIcons/Support/MultipleProjectilesSupport.dds"
30,22,50,"Art/2DArt/SkillIcons/Support/PierceSupport.dds"
31,49,50,"Art/2DArt/SkillIcons/Support/ChainSupport.dds"
32,113,50,"Art/2DArt/SkillIcons/Support/SecondWindSupport.dds"
33,303,50,"Art/2DArt/SkillIcons/Support/PerpetualChargeSupport.dds"
34,326,50,"Art/2DArt/SkillIcons/Support/BurstingPlagueSupport.dds"
35,304,50,"Art/2DArt/SkillIcons/Support/CorrosionSupport.dds"
36,332,50,"Art/2DArt/SkillIcons/Support/ElectrocuteSupport.dds"
37,301,50,"Art/2DArt/SkillIcons/Support/NeuralOverloadSupport.dds"
38,331,50,"Art/2DArt/SkillIcons/Support/IncreaseLimitSupport.dds"
39,350,50,"Art/2DArt/SkillIcons/Support/LockdownSupport.dds"
40,353,50,"Art/2DArt/SkillIcons/Support/PinSupport.dds"
41,352,50,"Art/2DArt/SkillIcons/Support/MobilitySupport.dds"
42,71,50,"Art/2DArt/SkillIcons/Support/HypothermiaSupport.dds"
43,47,50,"Art/2DArt/SkillIcons/Support/ColdPenetrationSupport.dds"
44,103,50,"Art/2DArt/SkillIcons/Support/WitheringTouchSupport.dds"
45,11,50,"Art/2DArt/SkillIcons/Support/IncreasedAreaOfEffectSupport.dds"
46,35,50,"Art/2DArt/SkillIcons/Support/ConcentratedEffectSupport.dds"
47,334,50,"Art/2DArt/SkillIcons/Support/EnergyBarrierSupport.dds"
48,93,50,"Art/2DArt/SkillIcons/Support/IgniteProliferationSupport.dds"
49,187,50,"Art/2DArt/SkillIcons/Support/FrozenNexusSupport.dds"
50,205,50,"Art/2DArt/SkillIcons/Support/ShockingProliferationSupport.dds"
51,55,50,"Art/2DArt/SkillIcons/Support/SpellEchoSupport.dds"
52,105,50,"Art/2DArt/SkillIcons/Support/UnleashSupport.dds"
53,339,50,"Art/2DArt/SkillIcons/Support/FieryDeathSupport.dds"
54,188,50,"Art/2DArt/SkillIcons/Support/FrozenVortexSupport.dds"
55,203,50,"Art/2DArt/SkillIcons/Support/ShockSiphonSupport.dds"
56,329,50,"Art/2DArt/SkillIcons/Support/FrostfireSupport.dds"
57,330,50,"Art/2DArt/SkillIcons/Support/StormfireSupport.dds"
58,336,50,"Art/2DArt/SkillIcons/Support/BitingFrostSupport.dds"
59,162,50,"Art/2DArt/SkillIcons/Support/InevitableCriticalsSupport.dds"
60,328,50,"Art/2DArt/SkillIcons/Support/WallFortressSupport.dds"
61,354,50,"Art/2DArt/SkillIcons/Support/AmbushSupport.dds"
62,337,50,"Art/2DArt/SkillIcons/Support/ElementalDischargeSupport.dds"
63,349,50,"Art/2DArt/SkillIcons/Support/ManaFlareSupport.dds"
64,338,50,"Art/2DArt/SkillIcons/Support/HourglassSupport.dds"
65,358,50,"Art/2DArt/SkillIcons/Support/ManaFlaskSupport.dds"
66,359,50,"Art/2DArt/SkillIcons/Support/LifeFlaskSupport.dds"
67,17,50,"Art/2DArt/SkillIcons/Support/LifeLeechSupport.dds"
68,26,50,"Art/2DArt/SkillIcons/Support/MeleePhysicalDamageSupport.dds"
69,36,50,"Art/2DArt/SkillIcons/Support/BloodlustSupport.dds"
70,99,50,"Art/2DArt/SkillIcons/Support/BrutalitySupport.dds"
71,110,50,"Art/2DArt/SkillIcons/Support/MeatShield.dds"
72,362,50,"Art/2DArt/SkillIcons/Support/BreakEndurance.dds"
73,50,50,"Art/2DArt/SkillIcons/Support/ForkSupport.dds"
74,169,50,"Art/2DArt/SkillIcons/Support/HexBloomSupport.dds"
75,18,50,"Art/2DArt/SkillIcons/Support/ManaLeechSupport.dds"
76,83,50,"Art/2DArt/SkillIcons/Support/ElementalFocusSupport.dds"
77,56,50,"Art/2DArt/SkillIcons/Support/ElementalArmySupport.dds"
78,361,50,"Art/2DArt/SkillIcons/Support/MinionInstabilitySupport.dds"
79,211,50,"Art/2DArt/SkillIcons/Support/EternalFlameSupport.dds"
80,98,50,"Art/2DArt/SkillIcons/Support/LastingShockSupport.dds"
81,206,50,"Art/2DArt/SkillIcons/Support/DeepFreezeSupport.dds"
82,111,50,"Art/2DArt/SkillIcons/Support/InfernalLegionSupport.dds"
83,109,50,"Art/2DArt/SkillIcons/Support/FeedingFrenzySupport.dds"
84,101,50,"Art/2DArt/SkillIcons/Support/ArcaneSurgeSupport.dds"
85,364,50,"Art/2DArt/SkillIcons/Support/CorpseConservationSupport.dds"
86,363,50,"Art/2DArt/SkillIcons/Support/CurseEffectSupport.dds"
87,5,50,"Art/2DArt/SkillIcons/Support/AddedFireDamageSupport.dds"
88,9,50,"Art/2DArt/SkillIcons/Support/AddedColdDamageSupport.dds"
89,12,50,"Art/2DArt/SkillIcons/Support/AddedLightningDamageSupport.dds"
90,19,50,"Art/2DArt/SkillIcons/Support/AddedChaosDamageSupport.dds"
91,14,50,"Art/2DArt/SkillIcons/Support/Inspiration.dds"
92,370,50,"Art/2DArt/SkillIcons/Support/LifeOnCull.dds"
93,371,50,"Art/2DArt/SkillIcons/Support/ManaOnCull.dds"
94,6,50,"Art/2DArt/SkillIcons/Support/FasterAttack.dds"
95,10,50,"Art/2DArt/SkillIcons/Support/AdditionalAccuracy.dds"
96,27,50,"Art/2DArt/SkillIcons/Support/FasterCastSupport.dds"
97,365,50,"Art/2DArt/SkillIcons/Support/DecayingHexSupport.dds"
98,366,50,"Art/2DArt/SkillIcons/Support/FocusedHexSupport.dds"
99,367,50,"Art/2DArt/SkillIcons/Support/RitualisticCurseSupport.dds"
100,368,50,"Art/2DArt/SkillIcons/Support/MinionPactSupport.dds"
101,369,50,"Art/2DArt/SkillIcons/Support/LastGaspSupport.dds"
102,80,50,"Art/2DArt/SkillIcons/Support/ControlledDestructionSupport.dds"
103,118,50,"Art/2DArt/SkillIcons/Support/ImpendingDoomSupport.dds"
104,70,50,"Art/2DArt/SkillIcons/Support/IceBiteSupport.dds"
105,15,50,"Art/2DArt/SkillIcons/Support/IncreasedCritDamageSupport.dds"
106,373,50,"Art/2DArt/SkillIcons/Support/Innervate.dds"
107,97,50,"Art/2DArt/SkillIcons/Support/ImmolationSupport.dds"
108,376,50,"Art/2DArt/SkillIcons/Support/MultipleChargesSupport.dds"
109,375,50,"Art/2DArt/SkillIcons/Support/MultiplePoisonSupport.dds"
110,377,50,"Art/2DArt/SkillIcons/Support/EmpoweredDamageSupport.dds"
111,378,50,"Art/2DArt/SkillIcons/Support/EmpoweredCullSupport.dds"
112,408,50,"Art/2DArt/SkillIcons/Support/RagingCrySupport.dds"
113,409,50,"Art/2DArt/SkillIcons/Support/IncreasedArmourBreakSupport.dds"
114,410,50,"Art/2DArt/SkillIcons/Support/RageforgedSupport.dds"
115,100,50,"Art/2DArt/SkillIcons/Support/MomentumSupport.dds"
116,460,50,"Art/2DArt/SkillIcons/Support/ArmourExplosionSupport.dds"
117,461,50,"Art/2DArt/SkillIcons/Support/StompingGroundSupport.dds"
118,462,50,"Art/2DArt/SkillIcons/Support/ExtendedCombo.dds"
119,463,50,"Art/2DArt/SkillIcons/Support/FireExposureSupport.dds"
120,464,50,"Art/2DArt/SkillIcons/Support/LightningExposureSupport.dds"
121,465,50,"Art/2DArt/SkillIcons/Support/ColdExposureSupport.dds"
122,466,50,"Art/2DArt/SkillIcons/Support/DeadlyPoisonSupport.dds"
123,467,50,"Art/2DArt/SkillIcons/Support/DeepCutsSupport.dds"
124,468,50,"Art/2DArt/SkillIcons/Support/CorruptingCrySupport.dds"
125,469,50,"Art/2DArt/SkillIcons/Support/WindowOfOpportunitySupport.dds"
126,106,50,"Art/2DArt/SkillIcons/Support/CloseCombatSupport.dds"
127,470,50,"Art/2DArt/SkillIcons/Support/FireMasterySupport.dds"
128,471,50,"Art/2DArt/SkillIcons/Support/ColdMasterySupport.dds"
129,472,50,"Art/2DArt/SkillIcons/Support/LightningMasterySupport.dds"
130,473,50,"Art/2DArt/SkillIcons/Support/ChaosMasterySupport.dds"
131,474,50,"Art/2DArt/SkillIcons/Support/PhysicalMasterySupport.dds"
