"rownum","MonsterVariety","f32","MonsterHeightBracket","i32","i32"
0,6,68.41,8,0,0
1,8,195.93,2,0,0
2,31,55.62,8,0,0
3,32,55.62,8,0,0
4,33,28.35,8,0,0
5,34,28.35,8,0,0
6,35,160.32,2,0,0
7,38,190.75,2,0,0
8,39,156.73,2,0,0
9,40,161.12,2,0,0
10,41,191.46,2,0,0
11,42,184.77,2,0,0
12,43,170.6,2,0,0
13,44,190.75,2,0,0
14,45,156.73,2,0,0
15,46,161.12,2,0,0
16,47,191.46,2,0,0
17,48,184.77,2,0,0
18,49,170.6,2,0,0
19,50,159.92,2,0,0
20,51,159.92,2,0,0
21,52,159.92,2,0,0
22,53,159.92,2,0,0
23,54,159.92,2,0,0
24,55,159.92,2,0,0
25,56,159.92,2,0,0
26,57,159.92,2,0,0
27,61,169.81,2,0,0
28,62,169.81,2,0,0
29,63,169.81,2,0,0
30,64,169.81,2,0,0
31,65,169.81,5,0,0
32,66,169.81,2,0,0
33,67,169.81,2,0,0
34,68,169.81,2,0,0
35,69,169.81,2,0,0
36,70,169.81,2,0,0
37,72,0,8,0,0
38,133,100,7,0,0
39,135,158.86,0,0,0
40,147,0,8,0,0
41,164,175.23,2,0,0
42,36,53.39,8,0,0
43,71,169.81,2,0,0
44,175,0,8,0,0
45,176,158.86,0,0,0
46,526,223.53,3,0,0
47,527,32.35,8,0,0
48,528,189.21,2,0,0
49,529,189.21,2,0,0
50,531,189.21,2,0,0
51,532,179.92,2,0,0
52,557,409.15,5,0,0
53,564,0,8,0,0
54,565,0,8,0,0
55,566,17.01,8,0,0
56,567,17.01,8,0,0
57,649,184.56,2,0,0
58,955,17.01,8,0,0
59,177,306.11,4,0,0
60,180,306.11,4,0,0
61,181,218.95,2,0,0
62,182,218.95,2,0,0
63,183,218.95,2,0,0
64,187,218.95,2,0,0
65,189,188.47,2,0,0
66,198,1568.92,5,0,0
67,202,1568.92,5,0,0
68,203,1568.92,5,0,0
69,204,1568.92,5,0,0
70,205,0,8,0,0
71,206,178.46,2,0,0
72,207,153.27,2,0,0
73,208,160.93,2,0,0
74,209,227.91,3,0,0
75,210,227.91,3,0,0
76,211,227.91,3,0,0
77,213,207.9,3,0,0
78,214,207.9,3,0,0
79,215,183.43,2,0,0
80,220,163.78,2,0,0
81,221,163.78,2,0,0
82,222,277.12,5,0,0
83,225,1835,5,0,0
84,226,0,8,0,0
85,227,1835,5,0,0
86,228,1835,5,0,0
87,229,1835,5,0,0
88,230,62.39,7,0,0
89,231,62.39,7,0,0
90,233,62.39,7,0,0
91,234,62.39,0,0,0
92,236,62.39,7,0,0
93,237,62.39,0,0,0
94,238,181.27,2,0,0
95,239,181.27,2,0,0
96,240,181.27,2,0,0
97,241,181.27,2,0,0
98,254,181.27,2,0,0
99,255,181.27,2,0,0
100,256,181.27,2,0,0
101,257,181.27,2,0,0
102,258,181.27,2,0,0
103,259,181.27,2,0,0
104,261,100,7,0,0
105,262,100,7,0,0
106,263,199.32,2,0,0
107,264,199.32,2,0,0
108,265,203.47,2,0,0
109,268,199.89,2,0,0
110,271,191.12,2,0,0
111,272,191.12,2,0,0
112,273,191.12,2,0,0
113,277,189.21,2,0,0
114,278,189.21,2,0,0
115,279,189.21,2,0,0
116,280,65.95,8,0,0
117,281,65.95,7,0,0
118,283,65.95,8,0,0
119,284,65.95,8,0,0
120,285,111.84,0,0,0
121,287,209.73,2,0,0
122,288,111.84,0,0,0
123,289,209.73,2,0,0
124,290,209.73,2,0,0
125,291,167.25,2,0,0
126,293,167.25,2,0,0
127,294,179.93,2,0,0
128,298,342.17,4,0,0
129,301,190.07,2,0,0
130,303,190.07,2,0,0
131,304,140.32,2,0,0
132,305,172.21,2,0,0
133,307,199.3,2,0,0
134,308,199.3,2,0,0
135,309,234.17,2,0,0
136,310,234.17,2,0,0
137,313,234.17,2,0,0
138,315,203.73,3,0,0
139,316,203.73,3,0,0
140,317,170.49,2,0,0
141,318,170.49,2,0,0
142,319,170.49,2,0,0
143,320,170.49,2,0,0
144,321,170.49,2,0,0
145,322,170.49,2,0,0
146,323,170.49,2,0,0
147,332,87.18,8,0,0
148,333,258.32,3,0,0
149,334,120.93,2,0,0
150,336,120.93,2,0,0
151,348,348.77,4,0,0
152,349,161.39,2,0,0
153,351,76.71,7,0,0
154,353,76.71,7,0,0
155,354,76.71,7,0,0
156,355,189.21,2,0,0
157,356,189.21,2,0,0
158,357,189.21,2,0,0
159,358,189.21,2,0,0
160,360,208.69,2,0,0
161,361,208.69,2,0,0
162,362,189.75,2,0,0
163,363,189.75,2,0,0
164,364,208.69,2,0,0
165,369,203.31,2,0,0
166,370,208.69,2,0,0
167,372,192.38,2,0,0
168,373,192.38,2,0,0
169,374,195.6,2,0,0
170,376,195.6,2,0,0
171,378,193.29,2,0,0
172,380,193.29,2,0,0
173,382,195.6,2,0,0
174,383,195.6,2,0,0
175,384,193.29,2,0,0
176,385,195.6,2,0,0
177,386,195.6,2,0,0
178,387,193.29,2,0,0
179,388,186.23,2,0,0
180,389,191.48,2,0,0
181,392,170.91,2,0,0
182,393,170.91,2,0,0
183,394,116.03,0,0,0
184,395,210.16,2,0,0
