"rownum","Id","MonsterPacksKey","Flag","Weight","MonsterVarietiesKey","string"
0,"1",0,1,100,540,""
1,"2",1,1,40,528,""
2,"3",1,1,40,529,""
3,"4",1,1,20,531,""
4,"5",2,1,50,532,""
5,"6",2,1,14,533,""
6,"7",2,1,36,536,""
7,"8",3,1,40,531,""
8,"9",3,1,20,533,""
9,"10",3,1,40,548,""
10,"11",4,1,50,538,""
11,"12",4,1,50,539,""
12,"13",5,1,100,547,""
13,"14",6,1,100,534,""
14,"15",7,1,100,542,""
15,"16",8,1,100,550,""
16,"17",9,1,100,546,""
17,"18",10,1,100,551,""
18,"19",11,1,100,543,""
19,"20",12,1,100,545,""
20,"21",13,1,60,540,""
21,"22",13,1,20,538,""
22,"23",13,1,20,539,""
23,"24",14,1,34,528,""
24,"25",14,1,33,529,""
25,"26",14,1,33,531,""
26,"27",15,1,30,533,""
27,"28",15,1,70,536,""
28,"29",16,1,30,531,""
29,"30",16,1,5,533,""
30,"31",16,1,30,536,""
31,"32",16,1,35,540,""
32,"33",17,1,20,538,""
33,"34",17,1,80,539,""
34,"35",18,1,100,540,""
35,"36",19,1,40,528,""
36,"37",19,1,40,529,""
37,"38",19,1,20,531,""
38,"39",20,1,14,533,""
39,"40",20,1,34,534,""
40,"41",20,1,52,536,""
41,"42",21,1,14,533,""
42,"43",21,1,34,534,""
43,"44",21,1,52,536,""
44,"45",22,1,40,528,""
45,"46",22,1,40,529,""
46,"47",22,1,20,531,""
47,"48",23,1,100,540,""
48,"49",24,1,20,538,""
49,"50",24,1,80,539,""
50,"51",43,1,100,426,""
51,"52",55,1,100,351,""
52,"53",102,1,80,701,""
53,"54",102,1,20,704,""
54,"55",103,1,60,710,""
55,"56",103,1,40,711,""
56,"57",104,1,60,712,""
57,"58",104,1,40,713,""
58,"59",112,1,25,496,""
59,"60",112,1,25,490,""
60,"61",112,1,25,484,""
61,"62",112,1,25,500,""
62,"63",113,"",1,493,""
63,"64",113,"",1,487,""
64,"65",113,"",2,485,""
65,"66",113,"",1,491,""
66,"67",113,"",1,495,""
67,"68",114,"",1,489,""
68,"69",114,"",1,493,""
69,"70",114,"",1,485,""
70,"71",114,"",1,499,""
71,"72",130,1,100,671,""
72,"73",132,1,100,688,""
73,"74",131,1,100,673,""
74,"75",162,1,100,857,""
75,"76",217,1,33,865,""
76,"77",217,1,33,866,""
77,"78",217,1,34,867,""
78,"79",218,1,100,897,""
79,"80",219,1,100,681,""
80,"81",220,1,30,874,""
81,"82",220,1,35,875,""
82,"83",220,1,35,876,""
83,"84",221,1,100,938,""
84,"85",222,"",1,5,""
85,"86",222,1,100,1,""
86,"87",223,1,33,949,""
87,"88",223,1,33,950,""
88,"89",223,1,34,945,""
89,"90",224,1,100,905,""
90,"91",225,1,100,905,""
91,"92",226,1,100,907,""
92,"93",227,1,100,987,""
93,"94",228,1,100,986,""
94,"95",229,1,25,925,""
95,"96",229,1,25,926,""
96,"97",229,1,25,927,""
97,"98",229,1,25,928,""
98,"99",230,1,25,929,""
99,"100",230,1,25,930,""
100,"101",230,1,25,931,""
101,"102",230,1,25,932,""
102,"103",231,1,25,933,""
103,"104",231,1,25,934,""
104,"105",231,1,25,935,""
105,"106",231,1,25,936,""
106,"107",232,1,100,425,""
107,"108",233,1,100,952,""
108,"109",234,1,100,993,""
109,"110",235,1,100,890,""
110,"111",236,1,100,890,""
111,"112",237,1,100,891,""
112,"113",238,1,100,918,""
113,"114",239,1,100,886,""
114,"115",240,1,100,886,""
115,"116",241,1,60,883,""
116,"117",241,1,40,884,""
117,"118",242,1,60,883,""
118,"119",242,1,40,884,""
119,"120",243,1,100,882,""
120,"121",245,1,100,893,""
121,"122",246,1,50,921,""
122,"123",246,1,50,922,""
123,"1398",247,1,100,922,""
124,"125",248,1,30,924,""
125,"1399",248,1,70,921,""
126,"126",249,1,100,1014,""
127,"127",250,1,100,900,""
128,"128",258,1,100,900,""
129,"129",251,1,100,1003,""
130,"130",252,1,100,1007,""
131,"131",259,1,100,1018,""
132,"132",260,1,100,1020,""
133,"133",261,1,100,1019,""
134,"134",262,1,100,1016,""
135,"135",255,1,50,921,""
136,"136",255,1,50,922,""
137,"138",256,1,100,922,""
138,"139",257,1,30,924,""
139,"140",257,1,70,921,""
140,"141",253,"",1,1010,""
141,"142",263,1,30,945,""
142,"143",264,"",1,944,""
143,"144",265,1,100,946,""
144,"145",266,1,100,947,""
145,"146",267,1,100,948,""
146,"147",263,1,50,950,""
147,"148",263,1,20,949,""
148,"149",269,1,100,951,""
149,"150",268,1,100,1015,""
150,"151",254,"",1,1009,""
151,"152",270,"",1,1092,""
152,"153",270,"",2,1089,""
153,"154",270,"",2,1088,""
154,"155",270,"",2,1091,""
155,"156",271,"",2,1092,""
156,"157",271,"",2,1088,""
