"rownum","Id","rid_8","[f32]_24","[rid]_40","[string]_56"
0,"FireSurgeMultiSpeed",4460,"[1,2,3]","[4460,4460,4460]","[""slow"",""medium"",""fast""]"
1,"ColdSurgeMultiSpeed",4876,"[1,2,3]","[4876,4876,4876]","[""slow"",""medium"",""fast""]"
2,"LightningSurgeMultiSpeed",4875,"[1,2,3]","[4875,4875,4875]","[""slow"",""medium"",""fast""]"
3,"FlameSurge3",2369,[],[],[]
4,"ColdSurge1",2382,[],[],[]
5,"GemlingColdSurge",2427,[],[],[]
6,"LightningSurge1",2383,[],[],[]
7,"ChaosSurge1",2384,[],[],[]
8,"HolySurge1",2393,[],[],[]
9,"PoisonSurge1",2394,[],[],[]
10,"AuraSurgeRed1",2388,[],[],[]
11,"AuraSurgePurple1",2390,[],[],[]
12,"AuraSurgeGreen1",2386,[],[],[]
13,"AuraSurgeLightGreen1",2387,[],[],[]
14,"AuraSurgeGolden1",2391,[],[],[]
15,"AuraSurgeBlue1",2389,[],[],[]
16,"FocusSurge",2473,[],[],[]
17,"VortexSurge",2589,[],[],[]
18,"HuntsmanAuraStart",2862,[],[],[]
19,"MadcapPhaseRunStart",2820,[],[],[]
20,"MoltenShellCast",3076,[],[],[]
21,"StygianMoltenShellCast",3942,[],[],[]
22,"MoltenShellCastViper",4896,[],[],[]
23,"VaalMoltenShellCast",3077,[],[],[]
24,"StygianVaalMoltenShellCast",3952,[],[],[]
25,"AuraSurgeOrange1",2392,[],[],[]
26,"MinionFocusFireSurge",3351,[],[],[]
27,"PolarisBlackAuraStart",3517,[],[],[]
28,"PolarisWhiteAuraStart",3518,[],[],[]
29,"FrenzyArrowBaseSurge",3573,[],[],[]
30,"ArrowBaseSurgeFire",3678,[],[],[]
31,"ArrowBaseSurgeIce",3679,[],[],[]
32,"ArrowBaseSurgeLightning",3680,[],[],[]
33,"ArrowBaseSurgePhys",3681,[],[],[]
34,"ArrowBaseSurgePhysRed",3682,[],[],[]
35,"ArrowBaseSurgeChaos",3683,[],[],[]
36,"BladeBurstSurge",3795,[],[],[]
37,"IllusionistBladeBlastSurgeEffect",3896,[],[],[]
38,"SawbladeBladeBlastSurgeEffect",3906,[],[],[]
39,"AuraSurgeScientist",3879,[],[],[]
40,"StygianSurgeNew",5122,[],[],[]
41,"DarkSurge",3968,[],[],[]
42,"AngelicAuraEffect",3973,[],[],[]
43,"DemonicAuraEffect",3974,[],[],[]
44,"MicrotransactionDragonHunterSurge",3978,[],[],[]
45,"DesecrateStygianSurge",3947,[],[],[]
46,"GhostflameSurge",2424,[],[],[]
47,"FlameSurgeNew",4207,[],[],[]
48,"CelestialSurge",2425,[],[],[]
49,"HarbingerSurge",2426,[],[],[]
50,"ColdSurgeNew",4208,[],[],[]
51,"LightningSurgeNew",4209,[],[],[]
52,"DetonateBrandsSurge",4288,[],[],[]
53,"SunriseAuraEffect",4371,[],[],[]
54,"NightfallAuraEffect",4372,[],[],[]
55,"VoidSurge",4757,[],[],[]
56,"BladeVortexIllusionist",4797,[],[],[]
57,"AutomatonSurge",4798,[],[],[]
58,"DeathWishSurge",4824,[],[],[]
59,"DarkwoodSurge",4861,[],[],[]
60,"ChaoticEthercraftAura",4881,[],[],[]
61,"EnragedEthercraftAura",4882,[],[],[]
62,"SavageEthercraftAura",4883,[],[],[]
63,"TranquilEthercraftAura",4884,[],[],[]
64,"BlasphemySurge",4911,[],[],[]
65,"SufferingSurge",5016,[],[],[]
66,"MiserySurge",5039,[],[],[]
67,"BlueDragonSurge",5042,[],[],[]
68,"RedDragonSurge",5043,[],[],[]
69,"CombinedDragonSurge",5044,[],[],[]
70,"MicrotransactionFrostVikingSurge",5124,[],[],[]
71,"FirestormCelestialSurge",5172,[],[],[]
72,"MicrotransactionLightbringerSurge",5182,[],[],[]
73,"MicrotransactionDarkshardSurge",5183,[],[],[]
74,"BloodTendrilsSurge",5187,[],[],[]
75,"BloodSurgeSurge",5192,[],[],[]
76,"ArcPurpleSurge",5193,[],[],[]
77,"RadiantSurge",5194,[],[],[]
78,"MicrotransactionMerchantSurge",5210,[],[],[]
79,"CelestialWaveOfConvictionSurge",5234,[],[],[]
80,"StygianWaveOfConvictionSurge",5235,[],[],[]
81,"FrenzyArrowSurgeArcane",5275,[],[],[]
82,"SummonRavenSurge",5559,[],[],[]
83,"SummonBloodRavenSurge",5560,[],[],[]
84,"SummonBeesSurge",5561,[],[],[]
