"rownum","Id","i32","i32","i32","i32","rid","[rid]"
0,"ElderInfluenceSpawnTentacleFiend1A",2,100,1,16,"",[9435]
1,"ElderInfluenceSpawnTentacleFiend1B",2,33,11,16,"","[9435,9478]"
2,"ElderInfluencePortalPack1A",2,100,1,16,"",[9473]
3,"ElderInfluencePortalPack1B",2,33,11,16,"","[9473,9478]"
4,"ElderInfluencePortalPack2A",2,100,1,16,"",[9474]
5,"ElderInfluencePortalPack2B",2,33,11,16,"","[9474,9478]"
6,"ElderInfluencePortalPack3A",2,100,1,16,"",[9475]
7,"ElderInfluencePortalPack3B",2,33,11,16,"","[9475,9478]"
8,"ElderInfluenceTentacleMinionPack1A",2,100,1,16,"",[9476]
9,"ElderInfluenceTentacleMinionPack1B",2,33,11,16,"","[9476,9478]"
10,"ElderInfluenceTentacleMinions1A",2,100,1,16,"",[9477]
11,"ElderInfluenceTentacleMinions1B",2,33,11,16,"","[9477,9478]"
12,"ShaperInfluenceSpawnAnomaly1_1",1,100,1,16,"",[9424]
13,"ShaperInfluenceSpawnAnomaly1_2",1,33,11,16,"","[9424,9425]"
14,"ShaperInfluenceSpawnAnomaly2_1",1,10,1,16,0,[9424]
15,"ShaperInfluenceSpawnAnomaly2_2",1,10,1,16,1,[9424]
16,"ShaperInfluenceSpawnAnomaly2_3",1,10,1,16,2,[9424]
17,"ShaperInfluenceSpawnAnomaly2_4",1,10,1,16,3,[9424]
18,"ShaperInfluenceSpawnGolems1_1_1",1,100,1,16,"",[9426]
19,"ShaperInfluenceSpawnGolems1_1_2",1,33,11,16,"","[9426,9425]"
20,"ShaperInfluenceSpawnGolems1_2_1",1,10,1,16,0,[9426]
21,"ShaperInfluenceSpawnGolems1_2_2",1,10,1,16,1,[9426]
22,"ShaperInfluenceSpawnGolems1_2_3",1,10,1,16,2,[9426]
23,"ShaperInfluenceSpawnGolems1_2_4",1,10,1,16,3,[9426]
24,"ShaperInfluenceSpawnGolems2_1_1",1,100,6,16,"",[9427]
25,"ShaperInfluenceSpawnGolems2_1_2",1,33,11,16,"","[9427,9425]"
26,"ShaperInfluenceSpawnGolems2_2_1",1,10,6,16,0,[9427]
27,"ShaperInfluenceSpawnGolems2_2_2",1,10,6,16,1,[9427]
28,"ShaperInfluenceSpawnGolems2_2_3",1,10,6,16,2,[9427]
29,"ShaperInfluenceSpawnGolems2_2_4",1,10,6,16,3,[9427]
30,"ShaperInfluenceSpawnGolems3_1_1",1,100,6,16,"",[9428]
31,"ShaperInfluenceSpawnGolems3_1_2",1,33,11,16,"","[9428,9425]"
32,"ShaperInfluenceSpawnGolems3_2_1",1,10,6,16,0,[9428]
33,"ShaperInfluenceSpawnGolems3_2_2",1,10,6,16,1,[9428]
34,"ShaperInfluenceSpawnGolems3_2_3",1,10,6,16,2,[9428]
35,"ShaperInfluenceSpawnGolems3_2_4",1,10,6,16,3,[9428]
36,"ShaperInfluenceSpawnGolems4_1_1",1,100,6,16,"",[9429]
37,"ShaperInfluenceSpawnGolems4_1_2",1,33,11,16,"","[9429,9425]"
38,"ShaperInfluenceSpawnGolems4_2_1",1,10,6,16,0,[9429]
39,"ShaperInfluenceSpawnGolems4_2_2",1,10,6,16,1,[9429]
40,"ShaperInfluenceSpawnGolems4_2_3",1,10,6,16,2,[9429]
41,"ShaperInfluenceSpawnGolems4_2_4",1,10,6,16,3,[9429]
42,"ShaperInfluenceSpawnVoidAgent1_1_1",1,40,6,16,"","[9432,9430]"
43,"ShaperInfluenceSpawnVoidAgent1_1_2",1,15,11,16,"","[9432,9430,9425]"
44,"ShaperInfluenceSpawnVoidAgent1_2_1",1,20,6,16,0,"[9432,9430]"
45,"ShaperInfluenceSpawnVoidAgent1_2_2",1,20,6,16,1,"[9432,9430]"
46,"ShaperInfluenceSpawnVoidAgent1_2_3",1,20,6,16,2,"[9432,9430]"
47,"ShaperInfluenceSpawnVoidAgent1_2_4",1,20,6,16,3,"[9432,9430]"
48,"ShaperInfluenceSpawnVoidAgent2_1_1",1,40,6,16,"","[9433,9431]"
49,"ShaperInfluenceSpawnVoidAgent2_1_2",1,15,11,16,"","[9433,9431,9425]"
50,"ShaperInfluenceSpawnVoidAgent2_2_1",1,20,6,16,0,"[9433,9431]"
51,"ShaperInfluenceSpawnVoidAgent2_2_2",1,20,6,16,1,"[9433,9431]"
52,"ShaperInfluenceSpawnVoidAgent2_2_3",1,20,6,16,2,"[9433,9431]"
53,"ShaperInfluenceSpawnVoidAgent2_2_4",1,20,6,16,3,"[9433,9431]"
54,"ShaperInfluenceMaelstromCell1_1",1,12,6,16,"","[9434,9424]"
55,"ShaperInfluenceMaelstromCell1_2",1,12,11,16,"","[9434,9432]"
56,"ShaperSuperInfluenceSpawn1",3,100,1,16,0,"[9424,9425,10464]"
57,"ShaperSuperInfluenceSpawn2",3,100,1,16,1,"[9424,9425,10464]"
58,"ShaperSuperInfluenceSpawn3",3,100,1,16,2,"[9424,9425,10464]"
59,"ShaperSuperInfluenceSpawn4",3,100,1,16,3,"[9424,9425,10464]"
