"rownum","Id","MinLevel","MaxLevel","SpawnWeight","i32","MetadataFile","i32","DaemonSpawners","i32","i32","AbyssalDepths","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool"
0,"StartNode",0,15,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssStartNode",2,[],0,0,"",0,40000,0,0,0,0,0,0,4,""
1,"StartNode1",16,40,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssStartNode",2,[],0,0,"",0,30000,0,0,0,0,0,0,4,""
2,"StartNode2",41,72,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssStartNode",2,[],0,0,"",0,30000,0,0,0,0,0,0,4,""
3,"StartNode3",73,100,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssStartNode",2,[],0,0,"",0,30000,0,0,0,0,0,0,4,""
4,"BasicCrack",0,100,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssCrackSpawners/AbyssCrackSkeletonSpawner",1,[],0,0,"",0,0,0,0,0,0,0,0,4,""
5,"SmallNode0a",0,5,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],10,12,"",0,15000,0,1,0,0,6,6,1,""
6,"SmallNode0b",0,5,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],10,12,"",0,15000,0,1,0,0,6,6,2,""
7,"SmallNode1a",6,15,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],12,15,"",0,15000,0,1,0,1,6,6,1,""
8,"SmallNode1b",6,15,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],12,15,"",0,15000,0,1,0,1,6,6,2,""
9,"SmallNode2a",16,25,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],15,17,"",0,14000,1,1,0,1,8,8,1,""
10,"SmallNode2b",16,25,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],15,17,"",0,14000,1,1,0,1,8,8,2,""
11,"SmallNode2c",16,25,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],15,17,"",0,14000,1,1,0,1,8,8,3,""
12,"SmallNode3a",26,35,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],19,22,"",0,13000,1,2,1,1,9,9,1,""
13,"SmallNode3b",26,35,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],19,22,"",0,13000,1,2,1,1,9,9,2,""
14,"SmallNode3c",26,35,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],19,22,"",0,13000,1,2,1,1,9,9,3,""
15,"SmallNode4a",36,60,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],21,24,"",0,13000,1,2,1,1,10,10,1,""
16,"SmallNode4b",36,60,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],21,24,"",0,13000,1,2,1,1,10,10,2,""
17,"SmallNode4c",36,60,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],21,24,"",0,13000,1,2,1,1,10,10,3,""
18,"SmallNode5a",61,72,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],19,22,"",0,12000,1,3,1,2,11,11,1,""
19,"SmallNode5b",61,72,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],19,22,"",0,12000,1,3,1,2,11,11,2,""
20,"SmallNode5c",61,72,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],19,22,"",0,12000,1,3,1,2,11,11,3,""
21,"SmallNode6a",73,100,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],20,24,"",0,12000,2,3,1,2,12,12,1,""
22,"SmallNode6b",73,100,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],20,24,"",0,12000,2,3,1,2,12,12,2,""
23,"SmallNode6c",73,100,100,0,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmall",3,[],20,24,"",0,12000,2,3,1,2,12,12,3,""
24,"LargeNode1a",0,5,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],10,12,"",0,18000,0,0,0,0,6,6,1,""
25,"LargeNode1b",0,5,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],10,12,"",0,18000,0,0,0,0,6,6,2,""
26,"LargeNode2a",6,15,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],15,18,"",0,18000,0,1,0,1,7,7,1,""
27,"LargeNode2b",6,15,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],15,18,"",0,18000,0,1,0,1,7,7,2,""
28,"LargeNode3a",16,25,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],16,19,"",0,18000,1,1,1,1,8,8,1,""
29,"LargeNode3b",16,25,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],16,19,"",0,18000,1,1,1,1,8,8,2,""
30,"LargeNode3c",16,25,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],16,19,"",0,18000,1,1,1,1,8,8,3,""
31,"LargeNode4a",26,35,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],17,21,"",0,17000,1,2,1,1,9,9,1,""
32,"LargeNode4b",26,35,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],17,21,"",0,17000,1,2,1,1,9,9,2,""
33,"LargeNode4c",26,35,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],17,21,"",0,17000,1,2,1,1,9,9,3,""
34,"LargeNode5a",36,60,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],18,23,"",0,17000,1,2,1,2,10,10,1,""
35,"LargeNode5b",36,60,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],18,23,"",0,17000,1,2,1,2,10,10,2,""
36,"LargeNode5c",36,60,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],18,23,"",0,17000,1,2,1,2,10,10,3,""
37,"LargeNode6a",61,72,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],23,27,"",0,16000,1,3,1,2,12,12,1,""
38,"LargeNode6b",61,72,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],23,27,"",0,16000,1,3,1,2,12,12,2,""
39,"LargeNode6c",61,72,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],23,27,"",0,16000,1,3,1,2,12,12,3,""
40,"LargeNode7a",73,100,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],26,30,"",0,16000,2,3,1,2,14,14,1,""
41,"LargeNode7b",73,100,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],26,30,"",0,16000,2,3,1,2,14,14,2,""
42,"LargeNode7c",73,100,65,2,"Metadata/MiscellaneousObjects/Abyss/AbyssNodeLarge",3,[],26,30,"",0,16000,2,3,1,2,14,14,3,""
43,"FinalNode1Length1a",0,5,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],10,12,"",2,0,0,0,0,0,8,8,1,""
44,"FinalNode1Length1b",0,5,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],10,12,"",2,0,0,0,0,0,8,8,2,""
45,"FinalNode1Length2a",0,5,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],11,13,"",3,0,0,0,0,0,8,8,1,""
46,"FinalNode1Length2b",0,5,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],11,13,"",3,0,0,0,0,0,8,8,2,""
47,"FinalNode2Length1a",5,15,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],14,16,"",2,0,1,1,0,1,9,9,1,""
48,"FinalNode2Length1b",5,15,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],14,16,"",2,0,1,1,0,1,9,9,2,""
49,"FinalNode2Length2a",5,15,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],15,17,"",3,0,1,1,1,1,9,9,1,""
50,"FinalNode2Length2b",5,15,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],15,17,"",3,0,1,1,1,1,9,9,2,""
51,"FinalNode3Length1a",16,25,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],17,19,"",2,0,1,1,1,1,10,10,1,""
52,"FinalNode3Length1b",16,25,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],17,19,"",2,0,1,1,1,1,10,10,2,""
53,"FinalNode3Length1c",16,25,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],17,19,"",2,0,1,1,1,1,10,10,3,""
54,"FinalNode3Length2a",16,25,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],18,20,"",3,0,1,1,1,1,10,10,1,""
55,"FinalNode3Length2b",16,25,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],18,20,"",3,0,1,1,1,1,10,10,2,""
56,"FinalNode3Length2c",16,25,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],18,20,"",3,0,1,1,1,1,10,10,3,""
57,"FinalNode4Length1a",26,35,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],21,23,"",2,0,1,2,1,2,11,11,1,""
58,"FinalNode4Length1b",26,35,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],21,23,"",2,0,1,2,1,2,11,11,2,""
59,"FinalNode4Length1c",26,35,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],21,23,"",2,0,1,2,1,2,11,11,3,""
60,"FinalNode4Length2a",26,35,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],22,24,"",3,0,1,2,1,2,11,11,1,""
61,"FinalNode4Length2b",26,35,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],22,24,"",3,0,1,2,1,2,11,11,2,""
62,"FinalNode4Length2c",26,35,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],22,24,"",3,0,1,2,1,2,11,11,3,""
63,"FinalNode5Length1a",36,60,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],25,27,"",2,0,1,2,1,2,12,12,1,""
64,"FinalNode5Length1b",36,60,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],25,27,"",2,0,1,2,1,2,12,12,2,""
65,"FinalNode5Length1c",36,60,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],25,27,"",2,0,1,2,1,2,12,12,3,""
66,"FinalNode5Length2a",36,60,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],26,28,"",3,0,1,2,1,2,12,12,1,""
67,"FinalNode5Length2b",36,60,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],26,28,"",3,0,1,2,1,2,12,12,2,""
68,"FinalNode5Length2c",36,60,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],26,28,"",3,0,1,2,1,2,12,12,3,""
69,"FinalNode6Length1a",61,72,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],29,31,"",2,0,2,3,2,2,13,13,1,""
70,"FinalNode6Length1b",61,72,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],29,31,"",2,0,2,3,2,2,13,13,2,""
71,"FinalNode6Length1c",61,72,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],29,31,"",2,0,2,3,2,2,13,13,3,""
