"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1343,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1344,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,581,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,1676,"<lock>",1,1,1,9,"",1,0,"","",1,""
4,1685,"<lock>",1,1,1,12,"",1,0,"","",1,""
5,1687,"<lock>",1,1,1,7,"",1,0,"","",1,""
6,1693,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1698,"<lock>",1,1,1,10,"",1,0,"","",1,""
8,1705,"<lock>",1,1,1,11,"",1,0,"","",1,""
9,1708,"<lock>",1,1,1,39,"",1,0,"","",1,""
10,1715,"<lock>",1,1,1,40,"",1,0,"","",1,""
11,1723,"<lock>",1,1,1,41,"",1,0,"","",1,""
12,1745,"<lock>",1,1,1,12,"",1,0,"","",1,""
13,5474,"<lock>",1,1,1,4,"",1,0,"","",1,""
14,1995,"<lock>",1,1,1,40,"",1,0,"","",1,""
15,2613,"<lock>",1,1,1,39,"",1,0,"","",1,""
16,2616,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2619,"<lock>",1,1,1,41,"",1,0,"","",1,""
18,3401,"<lock>",1,1,1,39,"",1,0,"","",1,""
19,3402,"<lock>",1,1,1,40,"",1,0,"","",1,""
20,3403,"<lock>",1,1,1,41,"",1,0,"","",1,""
21,3404,"<lock>",1,1,1,6,"",1,0,"","",1,""
22,3405,"<lock>",1,1,1,5,"",1,0,"","",1,""
23,950,"<lock>","",1,"",57,"",1,0,"","",1,""
24,971,"<lock>","",1,"",57,"",1,0,"","",1,""
25,981,"<lock>","",1,"",7,"",1,0,"","",1,""
26,988,"<lock>","",1,"",57,"",1,0,"","",1,""
27,993,"<lock>","",1,"",57,"",1,0,"","",1,""
28,1006,"<lock>","",1,"",9,"",1,0,"","",1,""
29,1014,"<lock>","",1,"",19,"",1,0,"","",1,""
30,1019,"<lock>","",1,"",57,"",1,0,"","",1,""
31,2059,"<lock>","",1,"",57,"",1,0,"","",1,""
32,2072,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2079,"<lock>","",1,"",57,"",1,0,"","",1,""
34,3413,"<lock>","",1,"",19,"",1,0,"","",1,""
35,4389,"<lock>","",1,"",57,"",1,0,"","",1,""
36,7660,"<lock>","",1,"",57,"",1,0,"","",1,""
37,4948,"<lock>","",1,1,14,"",1,0,1,"",1,""
38,8208,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
39,8476,"<lock>",1,1,1,12,"",1,0,"","",1,""
40,8472,"<lock>",1,1,1,11,"",1,0,"","",1,""
41,8468,"<lock>",1,1,1,5,"",1,0,1,"","",""
42,8427,"<lock>",1,1,1,5,"",1,0,1,"","",""
43,1681,"<lock>",1,1,1,9,"",1,0,"","",1,""
44,1702,"<lock>",1,1,1,10,"",1,0,"","",1,""
45,1694,"<lock>",1,1,1,12,"",1,0,"","",1,""
46,1747,"<lock>",1,1,1,12,"",1,0,"","",1,""
47,7326,"<lock>",1,1,1,39,"",1,0,"","",1,""
48,7327,"<lock>",1,1,1,40,"",1,0,"","",1,""
49,7328,"<lock>",1,1,1,41,"",1,0,"","",1,""
50,8538,"<lock>",1,1,1,9,"",1,0,"","",1,""
51,8602,"<lock>",1,1,1,19,"",1,0,"","",1,""
52,8715,"<lock>",1,1,1,20,"",1,0,"","",1,""
53,2938,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
54,1732,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
55,304,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
56,563,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
57,926,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
58,1934,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
59,1667,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
60,1651,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
61,4521,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
62,329,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
63,3366,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
64,9019,"<lock>",1,1,1,30,"",1,0,1,"","",""
65,2827,"<lock>",1,1,1,38,"",1,0,"","","",""
66,9238,"<lock>",1,1,1,42,"",1,0,"","","",""
67,9431,"<lock>",1,1,"",49,"",1,0,"","","",""
68,0,"<lock>",1,1,"",45,"",1,0,"","","",""
69,860,"<lock>",1,1,"",52,"",1,0,"","","",""
70,1970,"<lock>",1,1,"",51,"",1,0,"","","",""
71,9628,"<lock>",1,1,1,7,"",1,0,"","",1,""
72,1149,"<lock>",1,1,"",64,"",1,0,"","","",""
73,9716,"<root>",1,1,"",67,"","",0,"","","",""
74,9722,"<lock>",1,1,1,68,"",1,0,"","",1,""
75,2766,"<lock>",1,1,1,73,"",1,0,"","","",""
76,9775,"<lock>",1,1,1,74,"",1,0,"","",1,""
77,9741,"<lock>",1,1,1,76,"",1,0,"","","",""
78,9855,"<lock>",1,1,1,77,"",1,0,"","","",""
79,9860,"<lock>",1,1,"",80,"",1,0,"","","",""
80,1339,"<lock>",1,1,1,41,"",1,0,"","",1,""
