"rownum","Id","MinLevel","MaxLevel","SpawnWeight","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
0,"Tiger",80,100,8,1317,6088,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTiger"
1,"HellionFire",18,100,40,1315,6076,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHellionFire"
2,"HellionIce",68,100,100,1318,6078,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHellionIce"
3,"Lynx",68,100,40,1319,6083,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsLynx"
4,"Chieftain",18,100,100,1320,6157,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsChieftain"
5,"Monkey",18,100,20,1321,6160,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsMonkey"
6,"Goatman",18,100,100,1322,6163,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsGoatman"
7,"Wolf",68,100,40,1323,6094,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsWolf"
8,"Hound",68,100,40,1324,6167,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsFuryHound"
9,"Pitbull",68,100,20,1325,6170,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsPitbull"
10,"Beast",18,100,100,1326,6176,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsBeast"
11,"Ursa",18,100,100,1327,6179,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsUrsa"
12,"Bull",68,100,100,1328,6137,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsBull"
13,"Spiker",30,100,100,1329,6132,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsSpiker"
14,"Kiweth",18,100,100,1330,6054,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsKiweth"
15,"Vulture",68,100,15,1331,6051,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsVulture"
16,"Rhoa",2,100,100,1316,6048,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhoa"
17,"Rhex",72,100,14,1332,6041,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhex"
18,"ForestSnake",19,100,100,1333,6060,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsForestSnake"
19,"SandSnake",23,100,100,1334,6067,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsSandSnake"
20,"Iguana",68,100,100,1335,6070,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsIguana"
21,"CarrionQueen",23,100,100,1336,6101,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsCarrionQueen"
22,"SandLeaper",34,100,100,1337,6104,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSandLeaper"
23,"Devourer",21,100,100,1338,6108,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsDevourer"
24,"PlagueSpider",68,100,25,1339,6117,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlagueSpider"
25,"PlatedSpider",77,100,10,1340,6122,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlatedSpider"
26,"Spider",18,100,100,1341,6129,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSpider"
27,"Scorpion",68,100,100,1342,6113,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpion"
28,"ParasiticSquid",78,100,10,1343,6201,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsParasiticSquid"
29,"SirenSpawn",18,100,100,1344,6205,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSirenSpawn"
30,"Squid",68,100,100,1345,6209,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSquid"
31,"SandSpitter",2,100,100,1346,6182,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSandSpitter"
32,"ShieldCrab",5,100,100,1347,6185,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsShieldCrab"
33,"Crab",2,100,100,1348,6188,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab"
34,"Crab2",74,100,12,1349,6191,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab2"
35,"Frog",81,100,8,1350,6194,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsFrog"
36,"GemFrog",68,100,8,1351,6197,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsGemFrog"
37,"TigerSpiritBoss",0,0,0,1352,6091,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTigerSpiritBoss"
38,"RhexSpiritBoss",0,0,0,1353,6046,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhexSpiritBoss"
39,"ScorpionSpiritBoss",0,0,0,1354,6125,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpionSpiritBoss"
40,"CrabSpiritBoss",0,0,0,1355,6099,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrabSpiritBoss"
41,"Parasite",0,0,0,"","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsParasite"
42,"RoosterDemon",0,0,0,"","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsCockerel"
43,"PurgeHound",68,100,0,1356,6173,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHound"
