"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,6615,[7760],"[1583,7005]",20,"","","","","",1
1,6616,[7760],"[1583,7005]",20,"","","","","",1
2,6617,[7760],"[1583,7005]",20,"","","","","",1
3,6618,[7760],"[1583,7005]",20,"","","","","",1
4,6620,[7761],[1583],20,"","","","","",1
5,6621,[7761],[1583],20,"","","","","",1
6,6622,[7761],[1583],20,"","","","","",1
7,6623,[7761],[1583],20,"","","","","",1
8,6630,[7764],[],20,"","","","","",1
9,6631,[7764],[],20,"","","","","",1
10,6632,[7764],[],20,"","","","","",1
11,6633,[7764],[],20,"","","","","",1
12,6635,[7765],[],20,"","","","","",1
13,6636,[7765],[],20,"","","","","",1
14,6637,[7765],[],20,"","","","","",1
15,6638,[7765],[],20,"","","","","",1
16,6640,[7766],[],20,"","","","","",1
17,6641,[7766],[],20,"","","","","",1
18,6642,[7766],[],20,"","","","","",1
19,6643,[7766],[],20,"","","","","",1
20,6645,[7767],[],20,"","","","","",1
21,6646,[7767],[],20,"","","","","",1
22,6647,[7767],[],20,"","","","","",1
23,6648,[7767],[],20,"","","","","",1
24,6650,[7768],[],20,"","","","","",""
25,8553,[17696],[7006],1,1,"","","","",""
26,8554,[17697],[7006],1,1,"","","","",""
27,8555,[17698],[7006],1,1,"","","","",""
28,8556,[17699],"[7006,7144]",1,1,"","","","",""
29,8557,[17700],[7006],2,1,"","","","",""
30,8558,[17701],[7006],2,1,"","","","",""
31,8559,[17702],[7006],2,1,"","","","",""
32,8560,[17703],"[7006,7145]",2,1,"","","","",""
33,8561,[17704],[7006],3,1,"","","","",""
34,8562,[17705],[7006],3,1,"","","","",""
35,8563,[17706],[7006],3,1,"","","","",""
36,8564,[17707],"[7006,7146]",3,1,"","","","",""
37,8565,[17708],[7006],0,1,"","","","",""
38,8566,[17709],[7006],0,1,"","","","",""
39,8567,[17710],[7006],0,1,"","","","",""
40,8568,[17711],"[7006,7147]",0,1,"","","","",""
41,8569,[17712],[7006],0,1,"","","","",""
42,8570,[17713],[7006],0,1,"","","","",""
43,8571,[17714],[7006],0,1,"","","","",""
44,8572,[17715],[7006],0,1,"","","","",""
45,8573,[17716],[7006],4,1,1,"","","",""
46,8574,[17717],[7006],4,1,1,"","","",""
47,8575,[17718],[7006],4,1,1,"","","",""
48,8576,[17719],"[7006,7148]",4,1,1,"","","",""
49,8577,[17720],[7006],5,1,"",1,"","",""
50,8578,[17721],[7006],5,1,"",1,"","",""
51,8579,[17722],[7006],5,1,"",1,"","",""
52,8580,[17723],"[7006,7149]",5,1,"",1,"","",""
53,8581,[17724],[7006],0,1,"","","","",""
54,8582,[17725],[7006],0,1,"","","","",""
55,8583,[17726],[7006],0,1,"","","","",""
56,8584,[17727],"[7006,7150]",0,1,"","","","",""
57,8585,[17728],[7006],6,1,"","","","",""
58,8586,[17729],[7006],6,1,"","","","",""
59,8587,[17730],[7006],6,1,"","","","",""
60,8588,[17731],"[7006,7151]",6,1,"","","","",""
61,8589,[17732],[7006],7,1,"","","","",""
62,8590,[17733],[7006],7,1,"","","","",""
63,8591,[17734],[7006],7,1,"","","","",""
64,8592,[17735],"[7006,7152]",7,1,"","","","",""
65,8593,[17736],[7006],8,1,"","","","",""
66,8594,[17737],[7006],8,1,"","","","",""
67,8595,[17738],[7006],8,1,"","","","",""
68,8596,[17739],"[7006,7153]",8,1,"","","","",""
69,8597,[17740],[7006],9,1,"","","","",""
70,8598,[17741],[7006],9,1,"","","","",""
71,8599,[17742],[7006],9,1,"","","","",""
72,8600,[17743],"[7006,7154]",9,1,"","","","",""
73,8601,[17744],[7006],10,1,"","","","",""
74,8602,[17745],[7006],10,1,"","","","",""
75,8603,[17746],[7006],10,1,"","","","",""
76,8604,[17747],"[7006,7155]",10,1,"","","","",""
77,8605,[17748],[7006],11,1,"","","","",""
78,8606,[17749],[7006],11,1,"","","","",""
79,8607,[17750],[7006],11,1,"","","","",""
80,8608,[17751],"[7006,7156]",11,1,"","","","",""
81,8609,[17752],[7006],12,1,"","","","",""
82,8610,[17753],[7006],12,1,"","","","",""
83,8611,[17754],[7006],12,1,"","","","",""
84,8612,[17755],"[7006,7157]",12,1,"","","","",""
85,8613,[17756],[],13,1,"","","","",""
86,8614,[17757],[],13,1,"","","","",""
87,8615,[17758],[],13,1,"","","","",""
88,8616,[17759],[],13,1,"","","","",""
89,8617,[17760],[],14,1,"","","","",""
90,8618,[17761],[],14,1,"","","","",""
91,8619,[17762],[],14,1,"","","","",""
92,8620,[17763],[],14,1,"","","","",""
93,6676,"[19596,19601]",[],15,"","","",1,"",""
94,6677,"[19597,19602]",[],16,"","","",1,"",""
95,6678,"[19598,19603]",[],17,"","","",1,"",""
96,6679,"[19599,19604]",[],18,"","","",1,"",""
97,6680,"[19600,19605]",[],19,"","","",1,"",""
98,6681,"[19606,19611]",[],15,"","","",1,"",""
99,6682,"[19607,19612]",[],16,"","","",1,"",""
100,6683,"[19608,19613]",[],17,"","","",1,"",""
101,6684,"[19609,19614]",[],18,"","","",1,"",""
102,6685,"[19610,19615]",[],19,"","","",1,"",""
103,8622,[19924],[],20,"","","","","",""
104,8623,[19925],[],20,"","","","","",""
105,8624,[19926],[],20,"","","","","",""
106,8625,[19927],[],20,"","","","","",""
107,8626,[19928],[],20,"","","","","",""
108,8627,[19929],[],20,"","","","","",""
109,8628,[19930],[],20,"","","","","",""
110,8629,[19931],[],20,"","","","","",""
111,8630,[19932],[],20,"","","","","",""
112,8631,[19933],[],20,"","","","","",""
113,8632,[19934],[],20,"","","","","",""
114,8633,[19935],[],20,"","","","","",""
115,8634,[19936],[],20,"","","","","",""
116,6686,[7762],[],20,"","","",1,"",""
117,6694,[23297],[7776],20,1,"","","",1,""
