"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
0,4283,500,833,1,1,13,0
1,4284,700,714,5,9,120,0
2,4285,700,833,9,16,120,0
3,4286,700,667,9,17,120,0
4,4287,700,769,14,27,120,0
5,4288,700,769,12,37,120,0
6,4289,800,833,23,42,120,0
7,4290,700,741,22,40,120,0
8,4291,700,833,26,48,120,0
9,4292,700,667,21,38,120,0
10,4293,700,769,28,52,120,0
11,4294,700,769,21,64,120,0
12,4295,800,833,33,61,120,0
13,4296,700,741,31,57,120,0
14,4297,700,833,38,71,120,0
15,4298,700,667,29,53,120,0
16,4299,700,769,35,65,120,0
17,4300,700,769,25,75,120,0
18,4301,800,833,35,64,120,0
19,4302,700,741,33,61,120,0
20,4303,750,714,16,30,120,0
21,4304,750,714,25,46,120,0
22,4305,750,714,29,54,120,0
23,4306,700,714,30,55,120,0
24,4307,700,800,5,9,120,0
25,4308,600,667,6,10,10,0
26,4309,600,690,4,17,10,0
27,4310,630,690,3,26,10,0
28,4311,610,667,7,27,10,0
29,4312,630,690,8,34,10,0
30,4313,650,769,10,41,10,0
31,4314,630,690,11,43,10,0
32,4315,650,833,15,59,10,0
33,4316,620,741,14,54,10,0
34,4317,600,714,11,45,10,0
35,4318,630,714,7,62,10,0
36,4319,610,667,13,52,10,0
37,4320,630,714,15,59,10,0
38,4321,650,833,19,75,10,0
39,4322,630,690,16,64,10,0
40,4323,650,833,22,87,10,0
41,4324,650,741,19,74,10,0
42,4325,650,714,19,76,10,0
43,4326,630,714,10,86,10,0
44,4327,610,667,19,74,10,0
45,4328,630,714,20,79,10,0
46,4329,650,833,24,95,10,0
47,4330,630,667,18,73,10,0
48,4331,650,833,24,97,10,0
49,4332,620,741,22,88,10,0
50,4333,630,714,12,46,10,0
51,4334,630,714,18,71,10,0
52,4335,630,714,20,79,10,0
53,4336,630,690,12,47,10,0
54,4337,630,690,18,73,10,0
55,4338,630,690,21,85,10,0
56,4339,620,625,4,11,11,0
57,4340,650,667,6,17,11,0
58,4341,630,645,7,23,11,0
59,4342,600,625,12,22,11,0
60,4343,630,645,12,31,11,0
61,4344,650,769,16,43,11,0
62,4345,600,625,14,38,11,0
63,4346,630,667,12,46,11,0
64,4347,630,667,15,44,11,0
65,4348,650,769,20,53,11,0
66,4349,630,667,15,51,11,0
67,4350,600,625,23,43,11,0
68,4351,630,667,20,53,11,0
69,4352,650,769,26,68,11,0
70,4353,600,625,21,56,11,0
71,4354,630,667,17,69,11,0
72,4355,630,667,21,64,11,0
73,4356,650,769,30,78,11,0
74,4357,630,667,21,73,11,0
75,4358,600,625,29,55,11,0
76,4359,630,667,26,68,11,0
77,4360,650,769,29,76,11,0
78,4361,600,625,25,65,11,0
79,4362,630,667,18,71,11,0
80,4363,630,667,23,68,11,0
81,4364,600,625,13,24,11,0
82,4365,600,625,20,37,11,0
83,4366,600,625,22,41,11,0
84,4367,500,667,6,11,11,0
85,4368,500,690,10,15,11,0
86,4369,500,667,11,21,11,0
87,4370,500,769,12,35,11,0
88,4371,500,741,19,34,11,0
89,4372,500,714,14,42,11,0
90,4373,500,833,27,50,11,0
91,4374,500,769,29,48,11,0
92,4375,500,741,26,46,11,0
93,4376,500,769,32,50,11,0
94,4377,500,667,25,46,11,0
95,4378,500,833,26,79,11,0
96,4379,500,769,35,65,11,0
97,4380,500,714,24,71,11,0
98,4381,500,833,45,83,11,0
99,4382,500,769,45,75,11,0
100,4383,500,741,40,71,11,0
101,4384,500,769,49,77,11,0
102,4385,500,667,38,70,11,0
103,4386,500,833,38,114,11,0
104,4387,500,769,47,87,11,0
105,4388,500,714,30,90,11,0
106,4389,500,833,54,100,11,0
107,4390,500,769,51,85,11,0
108,4391,500,741,44,79,11,0
109,4392,500,769,21,44,11,0
110,4393,500,769,32,67,11,0
111,4394,500,769,38,79,11,0
112,4395,500,690,5,11,11,0
113,4396,500,909,3,23,11,0
114,4397,500,645,4,9,11,0
115,4398,500,667,6,14,11,0
116,4399,500,645,5,22,11,0
117,4400,500,690,15,21,11,0
118,4401,500,714,16,30,11,0
119,4402,500,690,18,33,11,0
120,4403,500,667,20,33,11,0
121,4404,500,769,19,54,11,0
122,4405,500,870,28,60,11,0
123,4406,500,769,25,53,11,0
124,4407,500,645,13,53,11,0
125,4408,500,769,37,53,11,0
126,4409,500,833,38,70,11,0
127,4410,500,769,36,66,11,0
128,4411,500,667,34,55,11,0
129,4412,500,769,30,86,11,0
130,4413,500,870,44,94,11,0
131,4414,500,769,39,83,11,0
132,4415,500,645,20,80,11,0
133,4416,500,769,54,78,11,0
134,4417,500,833,53,98,11,0
135,4418,500,769,46,86,11,0
136,4419,500,667,41,68,11,0
137,4420,500,769,35,99,11,0
138,4421,500,714,37,80,11,0
139,4422,600,625,18,33,11,0
140,4423,600,625,27,51,11,0
141,4424,600,625,34,63,11,0
142,4425,550,645,5,11,14,0
143,4426,550,625,4,17,14,0
144,4427,600,667,11,20,14,0
145,4428,550,645,11,25,14,0
146,4429,550,625,12,29,14,0
147,4430,650,769,12,46,14,0
148,4431,550,625,18,33,14,0
149,4432,570,714,19,44,14,0
150,4433,600,645,19,40,14,0
151,4434,550,667,13,51,14,0
152,4435,600,714,25,46,14,0
153,4436,550,667,21,50,14,0
154,4437,550,625,21,49,14,0
155,4438,650,769,18,73,14,0
156,4439,550,625,28,51,14,0
157,4440,570,714,29,67,14,0
158,4441,600,645,29,60,14,0
159,4442,550,667,19,75,14,0
160,4443,600,714,35,65,14,0
161,4444,550,667,29,69,14,0
162,4445,550,625,27,64,14,0
163,4446,650,769,22,87,14,0
164,4447,550,625,32,60,14,0
165,4448,570,714,31,72,14,0
166,4449,600,667,32,66,14,0
167,4450,500,690,6,8,11,0
168,4451,500,714,8,13,11,0
169,4452,500,690,13,16,11,0
170,4453,500,769,15,27,11,0
171,4454,500,690,13,31,11,0
172,4455,500,714,19,32,11,0
173,4456,500,833,32,40,11,0
174,4457,500,714,21,43,11,0
175,4458,500,741,28,42,11,0
176,4459,500,800,31,51,11,0
177,4460,500,714,33,42,11,0
178,4461,500,870,37,69,11,0
179,4462,500,714,25,59,11,0
180,4463,500,769,38,63,11,0
181,4464,500,833,53,67,11,0
182,4465,500,714,33,69,11,0
183,4466,500,741,44,66,11,0
184,4467,500,800,48,80,11,0
185,4468,500,714,49,62,11,0
186,4469,500,870,54,101,11,0
187,4470,500,714,35,81,11,0
188,4471,500,769,49,82,11,0
189,4472,500,833,65,82,11,0
190,4473,500,714,38,80,11,0
191,4474,500,741,49,74,11,0
192,4475,500,769,20,41,11,0
193,4476,500,769,31,64,11,0
194,4477,500,769,39,81,11,0
195,4478,600,645,5,8,11,0
196,4479,600,667,8,12,11,0
197,4480,600,714,10,19,11,0
198,4481,650,714,14,22,11,0
199,4482,600,714,18,27,11,0
200,4483,600,690,17,31,11,0
201,4484,600,833,21,50,11,0
202,4485,620,800,29,44,11,0
203,4486,600,769,27,50,11,0
204,4487,600,667,24,36,11,0
205,4488,600,800,30,55,11,0
206,4489,650,800,35,52,11,0
207,4490,600,800,38,57,11,0
208,4491,600,714,30,55,11,0
