"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","NotificationIcon","HideoutName","Id"
0,8,1,[522],0,"","","","SeraphBootsCerulean"
1,8,2,[521],0,"","","","SeraphBodyCerulean"
2,8,3,[523],0,"","","","SeraphGlovesCerulean"
3,8,4,[524],0,"","","","SeraphHelmetCerulean"
4,9,1,[534],0,"","","","SeraphBootsSanguine"
5,9,2,[533],0,"","","","SeraphBodySanguine"
6,9,3,[535],0,"","","","SeraphGlovesSanguine"
7,9,4,[536],0,"","","","SeraphHelmetSanguine"
8,7,1,[7144],0,"","","","HideoutTotemPole1"
9,10,1,[7146],0,"","","","HideoutTotemPole2"
10,11,5,[526],0,"","","","SeraphBootsGolden"
11,11,10,[527],0,"","","","SeraphGlovesGolden"
12,11,15,[525],0,"","","","SeraphBodyGolden"
13,11,20,[528],0,"","","","SeraphHelmetGolden"
14,12,7,[673],0,"","","","RigwaldBoots"
15,12,14,[674],0,"","","","RigwaldGloves"
16,12,21,[675],0,"","","","RigwaldBody"
17,12,28,[672],0,"","","","RigwaldHelmet"
18,12,18,[7148],2,"","","","HideoutTotemPole3"
19,13,12,[708],0,"","","","PerandusFootprints"
20,13,24,[709],0,"","","","PerandusWeapon"
21,13,36,[710],0,"","","","PerandusPortal"
22,13,19,[7150],3,"","","","HideoutTotemPole4"
23,14,12,[731],0,"","","","ProphecyFootprints"
24,14,24,[732],0,"","","","ProphecyWeapon"
25,14,36,[3988],0,"","","","NavaliMonkey"
26,14,19,[7152],3,"","","","HideoutTotemPole5"
27,15,12,[799],0,"","","","EssenceFootprints"
28,15,24,[797],0,"","","","EssenceWings"
29,15,36,[798],0,"","","","EssencePortal"
30,15,19,[7154],3,"","","","HideoutTotemPole6"
31,16,12,[856],0,"","","","BreachFootprints"
32,16,24,[837],0,"","","","BreachPortal"
33,16,36,[827],0,"","","","DemonicWings"
34,16,19,[7156],3,"","","","HideoutTotemPole7"
35,17,12,[914],0,"","","","LegacyFootprintsEffect"
36,17,24,[920],0,"","","","LegacyWeaponEffect"
37,17,36,[869],0,"","","","LegacyPortalEffect"
38,17,19,[7158],3,"","","","HideoutTotemPole8"
39,18,12,[1020],0,"","","","HarbingerEyes"
40,18,24,"[1021,1022]",0,"","","","HarbingerCrownBundle"
41,18,36,[1023],0,"","","","HarbingerCharacterEffect"
42,18,19,[7160],3,"","","","HideoutTotemPole9"
43,19,12,[1220],0,"","","","AbyssHelmet"
44,19,24,[1096],0,"","","","AbyssWings"
45,19,36,[1223],0,"","","","AbyssPortalEffect"
46,19,19,[7162],3,"","","","HideoutTotemPole10"
47,20,12,[1601],0,"","","","BestiaryHelmet"
48,20,24,[1581],0,"","","","BestiaryWings"
49,20,36,[1602],0,"","","","BestiaryPortalEffect"
