"rownum","Buff","[rid]","i32"
0,"global_auras",[467],-1
1,"global_auras",[461],-2
2,"global_auras",[463],-3
3,"global_auras",[465],-4
4,"global_auras",[161],-5
5,"global_auras",[145],-6
6,"global_auras",[150],-7
7,"global_auras",[153],-8
8,"global_auras",[147],-9
9,"global_auras",[951],-10
10,"global_auras",[957],-11
11,"global_auras",[962],-12
12,"global_auras",[979],-13
13,"global_auras",[985],-14
14,"global_auras",[990],-15
15,"global_auras",[1002],-16
16,"global_auras",[1003],-17
17,"global_auras",[1004],-18
18,"global_auras",[1012],-19
19,"global_auras",[1011],-20
20,"global_auras",[1049],-21
21,"global_auras",[1050],-22
22,"global_auras",[1051],-23
23,"global_auras",[1069],-24
24,"global_auras",[1071],-25
25,"global_auras",[1072],-26
26,"global_auras",[1073],-27
27,"global_auras",[1139],-28
28,"global_auras",[1144],-29
29,"global_auras",[1142],-30
30,"global_auras",[1145],-31
31,"global_auras",[1149],-32
32,"global_auras",[1150],-33
33,"global_auras",[1197],-34
34,"global_auras",[1200],-35
35,"global_auras",[1203],-36
36,"global_auras",[1227],-37
37,"global_auras",[1228],-38
38,"global_auras",[1295],-39
39,"global_auras",[1296],-40
40,"global_auras",[1320],-41
41,"global_auras",[1339],-42
42,"global_auras",[1340],-43
43,"global_auras",[1360],-44
44,"global_auras",[1365],-45
45,"global_auras",[1366],-46
46,"global_auras",[1367],-47
47,"global_auras",[1368],-48
48,"global_auras",[1409],-49
49,"global_auras",[1415],-50
50,"global_auras",[1416],-51
51,"global_auras",[1503],-52
52,"global_auras",[1504],-53
53,"global_auras",[1505],-54
54,"global_auras",[1506],-55
55,"global_auras",[1507],-56
56,"global_auras",[1508],-57
57,"global_auras",[1613],-58
58,"global_auras",[1614],-59
59,"global_auras",[1666],-60
60,"global_auras",[1667],-61
61,"global_auras",[1722],-62
62,"global_auras",[1734],-63
63,"global_auras",[1735],-64
64,"global_auras",[1736],-65
65,"anger",[146],0
66,"anger",[147],1
67,"anger",[148],2
68,"hatred",[149],0
69,"hatred",[150],1
70,"hatred",[151],2
71,"hatred",[712],3
72,"wrath",[152],0
73,"wrath",[153],1
74,"wrath",[154],2
75,"haste",[156],0
76,"haste",[461],1
77,"haste",[157],2
78,"steelskin",[1029],0
79,"steelskin",[1478],1
80,"steelskin",[1030],2
81,"ignite",[2],0
82,"ignite",[366],1
83,"ignite",[460],2
84,"ignite",[367],3
85,"ignite",[368],4
86,"ignite",[369],5
87,"ignite",[370],6
88,"ignite",[1009],7
89,"ignite",[1089],8
90,"ignite",[1157],9
91,"ignite",[1347],10
92,"ignite",[1306],11
93,"ignite",[1348],12
94,"ignite",[1345],13
95,"ignite",[1449],14
96,"ignite",[1564],15
97,"ignite",[1572],16
98,"ignite",[1580],17
99,"ignite",[1581],18
100,"ignite",[1604],19
101,"ignite",[1657],20
102,"ignite",[1661],21
103,"ignite",[1662],22
104,"ignite",[1677],23
105,"ignite",[1727],24
106,"ignite",[1732],25
107,"shock",[5],0
108,"shock",[214],1
109,"shock",[215],2
110,"shock",[216],3
111,"shock",[1090],4
112,"shock",[217],5
113,"shock",[1565],6
114,"shock",[1573],7
115,"shock",[1673],8
116,"shock",[1676],9
117,"chill",[3],0
118,"chill",[1611],1
119,"chill",[1778],2
120,"freeze",[4],0
121,"freeze",[1612],1
122,"poison",[11],0
123,"poison",[1738],1
124,"fire_exposure",[995],0
125,"cold_exposure",[996],0
126,"lightning_exposure",[997],0
127,"fire_exposure",[1566],1
128,"cold_exposure",[1567],1
129,"lightning_exposure",[1568],1
130,"fire_exposure",[1569],2
131,"cold_exposure",[1570],2
132,"lightning_exposure",[1571],2
133,"infernal_blow_debuff",[871],0
134,"infernal_blow_debuff",[1582],1
135,"infernal_blow_debuff2",[872],0
136,"infernal_blow_debuff2",[1583],1
137,"infernal_blow_debuff3",[873],0
138,"infernal_blow_debuff3",[1584],1
139,"arcane_cloak",[1191],0
140,"arcane_cloak",[1585],1
141,"exsanguinate",[1494],0
142,"exsanguinate",[1586],1
143,"exsanguinate",[1704],2
144,"void_burst",[1587],0
145,"ambush_stealth",[1589],0
146,"cold_snap",[1592],4
147,"blood_rage",[13],0
148,"blood_rage",[1593],1
149,"lightning_strike_vaal_debuff",[856],0
150,"lightning_strike_vaal_debuff",[856],1
151,"lightning_strike_vaal_debuff",[1597],2
152,"lightning_strike_vaal_debuff",[1698],3
153,"herald_of_ash_buff",[896],-1
154,"herald_of_ash_buff",[318],0
155,"herald_of_ash_burning_buff",[167],0
156,"herald_of_ash_buff",[491],1
157,"herald_of_ash_burning_buff",[460],1
158,"herald_of_ash_buff",[490],2
159,"herald_of_ash_burning_buff",[167],2
160,"herald_of_ash_buff",[669],3
161,"herald_of_ash_burning_buff",[366],3
162,"herald_of_ash_buff",[673],4
163,"herald_of_ash_burning_buff",[167],4
164,"herald_of_ash_buff",[716],5
