"rownum","Id","i32","[rid]"
0,"absolution_blast",0,[5260]
1,"flame_golem",-4,[8636]
2,"flame_golem",-3,[8603]
3,"flame_golem",-2,[7594]
4,"flame_golem",-1,[4173]
5,"flame_golem",0,[4172]
6,"flame_golem",1,[4174]
7,"flame_golem_monster",1,[4187]
8,"lightning_golem",-4,[8638]
9,"lightning_golem",-3,[8605]
10,"lightning_golem",-2,[7596]
11,"lightning_golem",-1,[4208]
12,"lightning_golem",0,[4203]
13,"lightning_golem",1,[4204]
14,"ice_golem_monster",1,[4162]
15,"ice_golem",-4,[8635]
16,"ice_golem",-3,[8602]
17,"ice_golem",-2,[7593]
18,"ice_golem",-1,[4160]
19,"ice_golem",0,[4158]
20,"ice_golem",1,[4159]
21,"stone_golem",-4,[8639]
22,"stone_golem",-3,[8606]
23,"stone_golem",-2,[7597]
24,"stone_golem",-1,[4453]
25,"stone_golem",0,[4452]
26,"chaos_golem_monster",1,[3961]
27,"chaos_golem",-4,[8637]
28,"chaos_golem",-3,[8604]
29,"chaos_golem",-2,[7595]
30,"chaos_golem",-1,[4201]
31,"chaos_golem",0,[4199]
32,"bone_golem",0,[7566]
33,"bone_golem",1,[7913]
34,"bone_golem",2,[8302]
35,"bone_golem",3,[8314]
36,"agony_crawler",0,[6648]
37,"agony_crawler",1,[6648]
38,"agony_crawler",2,[6648]
39,"agony_crawler",3,[6648]
40,"agony_crawler",4,[6648]
41,"agony_crawler",5,[6648]
42,"agony_crawler",6,[6648]
43,"agony_crawler",7,[6648]
44,"agony_crawler",8,[6648]
45,"agony_crawler",9,[6648]
46,"agony_crawler",10,[6813]
47,"agony_crawler",11,[6650]
48,"agony_crawler",12,[6649]
49,"agony_crawler",13,[7101]
50,"agony_crawler",14,[7255]
51,"agony_crawler",15,[7623]
52,"agony_crawler",16,[7911]
53,"agony_crawler",17,[7914]
54,"agony_crawler",18,[8115]
55,"agony_crawler",19,[8300]
56,"agony_crawler",20,[8346]
57,"purity_champion",0,[1301]
58,"purity_champion",1,[1301]
59,"purity_champion",2,[1301]
60,"purity_champion",3,[1301]
61,"purity_champion",4,[1301]
62,"purity_champion",5,[1301]
63,"purity_champion",6,[1301]
64,"purity_champion",7,[1301]
65,"purity_champion",8,[1301]
66,"purity_champion",9,[1301]
67,"purity_champion",10,[6814]
68,"purity_champion",11,[1302]
69,"purity_champion",12,[1303]
70,"purity_champion",13,[7102]
71,"purity_champion",14,[7256]
72,"purity_champion",15,[7624]
73,"purity_champion",16,[7912]
74,"purity_champion",17,[7915]
75,"purity_champion",18,[8116]
76,"purity_champion",19,[8301]
77,"purity_champion",20,[8347]
78,"tornado",0,[8680]
79,"tornado",1,[8869]
80,"triggered_summon_spider",0,[5253]
81,"triggered_summon_spider",1,[5254]
82,"raging_spirit",0,[3036]
83,"raging_spirit",1,[3037]
84,"raging_spirit",2,[3038]
85,"raging_spirit",3,[3039]
86,"raging_spirit",4,[3040]
87,"raging_spirit",5,[7573]
88,"raging_spirit",6,[3041]
89,"raging_spirit",7,[8517]
90,"raging_spirit",8,[8703]
91,"raging_spirit",9,[8704]
92,"raging_spirit",10,[8911]
93,"raging_spirit_monster",0,[3044]
94,"raging_spirit_monster",1,[3045]
95,"raging_spirit_monster",2,[3047]
96,"raging_spirit_monster",3,[3048]
97,"raging_spirit_monster",4,[3049]
98,"raging_spirit_monster",5,[7573]
99,"raging_spirit_monster",8,[8703]
100,"raging_spirit_monster",9,[8704]
101,"raging_spirit_monster",10,[8911]
