"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,4506,"GGG",1306
1,"Dex2",3,5518,"",1306
2,"Dex3",3,5404,"",1306
3,"Dex4",3,5173,"",1306
4,"Dex5",3,1,"",1306
5,"Dex6",3,1,"",1306
6,"Dex7",3,5671,"",1306
7,"Dex8",3,5424,"",1306
8,"Dex9",3,4397,"GGR",1306
9,"Dex10",3,4397,"GGR",1306
10,"Dex11",3,5411,"",1306
11,"Dex12",3,5681,"",1306
12,"Str1",0,4450,"RRR",1306
13,"Str2",0,4737,"RRR",1306
14,"Str3",0,5488,"",1306
15,"Str4",0,5403,"",1306
16,"Str5",0,5173,"",1306
17,"Str6",0,1,"",1306
18,"Str7",0,1,"",1306
19,"Str8",0,4613,"RRR",1306
20,"Str9",0,5629,"",1306
21,"Str10",0,4450,"RRG",1306
22,"Int1",1,4284,"BBB",1306
23,"Int2",1,4776,"BBB",1306
24,"Int3",1,5396,"",1306
25,"Int4",1,5651,"",1306
26,"Int5",1,5173,"",1306
27,"Int6",1,1,"",1306
28,"Int7",1,1,"",1306
29,"Int8",1,5462,"",1306
30,"Int9",1,5677,"",1306
31,"Int10",1,4284,"BBG",1306
32,"Int11",1,4478,"BBB",1306
33,"Int12",1,4478,"BBG",1306
34,"StrDex1",4,4397,"GRG",1306
35,"StrDex2",4,4367,"GRR",1306
36,"StrDex3",4,5411,"",1306
37,"StrDex4",4,5404,"",1306
38,"StrDex5",4,5173,"",1306
39,"StrDex6",4,1,"",1306
40,"StrDex7",4,1,"",1306
41,"StrDex8",4,5407,"",1306
42,"StrDex9",4,5629,"",1306
43,"StrDex10",4,4563,"GRR",1306
44,"StrInt1",6,4478,"RBB",1306
45,"StrInt2",6,4478,"RBR",1306
46,"StrInt3",6,5403,"",1306
47,"StrInt4",6,5629,"",1306
48,"StrInt5",6,5173,"",1306
49,"StrInt6",6,1,"",1306
50,"StrInt7",6,1,"",1306
51,"StrInt8",6,5677,"",1306
52,"StrInt9",6,4535,"RRR",1306
53,"StrInt10",6,5651,"",1306
54,"DexInt1",5,4308,"BGG",1306
55,"DexInt2",5,4308,"BGB",1306
56,"DexInt3",5,5462,"",1306
57,"DexInt4",5,5173,"",1306
58,"DexInt5",5,1,"",1306
59,"DexInt6",5,1,"",1306
60,"DexInt7",5,5651,"",1306
61,"DexInt8",5,5536,"",1306
62,"DexInt9",5,5539,"",1306
63,"DexInt10",5,4284,"BBB",1306
64,"DexInt11",5,4284,"BGB",1306
65,"StrDexInt1",2,4367,"GRG",1306
66,"StrDexInt2",2,4588,"GRR",1306
67,"StrDexInt3",2,5575,"",1306
68,"StrDexInt4",2,5407,"",1306
69,"StrDexInt5",2,5173,"",1306
70,"StrDexInt6",2,1,"",1306
71,"StrDexInt7",2,1,"",1306
72,"StrDexInt8",2,4367,"GRR",1306
73,"StrDexInt9",2,5536,"",1306
74,"StrDexInt10",2,5462,"",1306
75,"StrDexInt11",2,4478,"BGR",1306
76,"StrDexInt12",2,4478,"BGB",1306
77,"StrDexInt13",2,5404,"",1306
78,"Dex2_1",3,5671,"",1321
79,"Dex2_2",3,5424,"",1321
