"rownum","rid","i32"
0,1200,3
1,1201,3
2,1202,3
3,1203,3
4,1204,3
5,1093,3
6,1189,3
7,1209,3
8,1213,3
9,1569,3
10,1570,3
11,1571,3
12,1572,3
13,1568,3
14,1567,3
15,1575,3
16,1573,3
17,1574,3
18,1576,3
19,1577,3
20,2020,3
21,4028,3
22,1694,3
23,1695,3
24,1696,3
25,1697,3
26,1698,3
27,1699,3
28,1700,3
29,1701,3
30,1702,3
31,1752,3
32,1753,3
33,1754,3
34,1755,3
35,1758,3
36,1761,3
37,1766,3
38,1773,3
39,4045,3
40,1778,3
41,1781,3
42,1991,3
43,1906,3
44,1907,3
45,1908,3
46,1909,3
47,1910,3
48,1911,3
49,1912,3
50,1913,3
51,1914,3
52,1915,3
53,1916,3
54,2086,3
55,2087,3
56,2088,3
57,2089,3
58,2090,3
59,2091,3
60,2092,3
61,2093,3
62,2094,3
63,2095,3
64,1131,2
65,1101,2
66,1200,2
67,1213,2
68,2252,2
69,458,2
70,1580,2
71,2113,2
72,576,2
73,1109,2
74,4067,2
75,1214,2
76,844,2
77,1550,2
78,1565,2
79,2018,2
80,2019,2
81,4028,2
82,1576,2
83,1577,2
84,1569,2
85,1573,2
86,1574,2
87,3899,2
88,3985,2
89,7203,2
90,7142,2
91,2124,2
92,517,2
93,870,2
94,884,2
95,699,2
96,1682,2
97,1685,2
98,1683,2
99,1688,2
100,1691,2
101,1693,2
102,1684,2
103,849,2
104,918,2
105,1771,2
106,1747,2
107,1767,2
108,1759,2
109,1764,2
110,1762,2
111,1756,2
112,803,2
113,810,2
114,874,2
115,1891,2
116,1896,2
117,1899,2
118,1892,2
119,1900,2
120,1904,2
121,1902,2
122,1751,2
123,1772,2
124,1768,2
125,1760,2
126,1765,2
127,1763,2
128,1757,2
129,1193,2
130,1141,2
131,1194,2
132,1187,2
133,1207,2
134,1129,2
135,1094,2
136,748,2
137,736,2
138,811,2
139,904,2
140,2082,2
141,2073,2
142,2079,2
143,2080,2
144,2081,2
145,2072,2
146,1198,2
147,1142,2
148,1199,2
149,1188,2
150,1208,2
151,1130,2
152,1095,2
153,641,2
154,1557,2
155,1559,2
156,1553,2
157,1566,2
158,1561,2
159,1560,2
160,1552,2
161,962,2
162,2068,2
163,2059,2
164,2065,2
165,2066,2
166,2067,2
167,2058,2
168,1881,2
169,1884,2
170,1878,2
171,1885,2
172,1889,2
173,1887,2
174,1877,2
175,529,2
176,1029,2
177,1004,2
178,1030,2
179,1032,2
180,1005,2
181,1039,2
182,3997,2
183,880,2
184,715,2
185,1542,2
186,1544,2
187,1538,2
188,1551,2
189,1546,2
190,1545,2
191,1537,2
192,848,2
193,1011,2
194,1007,2
195,1012,2
196,1031,2
197,1024,2
198,1017,2
199,1013,2
200,806,2
201,1667,2
202,1670,2
203,1668,2
204,1673,2
205,1676,2
206,1678,2
207,1669,2
208,1548,1
209,1563,1
210,1542,1
211,1557,1
212,1551,1
213,1566,1
214,4026,1
215,4027,1
216,1570,1
217,1571,1
218,4024,1
219,3990,1
220,1110,1
221,7647,1
222,1876,1
223,474,1
224,518,1
225,520,1
226,519,1
227,844,1
228,872,1
229,871,1
230,873,1
231,838,1
232,697,1
233,698,1
234,696,1
235,1101,1
236,3975,1
237,1680,1
238,1681,1
239,1679,1
240,1687,1
241,1686,1
242,4036,1
243,4037,1
244,637,1
245,916,1
246,917,1
247,915,1
248,913,1
249,1745,1
250,1746,1
251,1744,1
252,1769,1
253,1774,1
254,4043,1
255,1047,1
256,801,1
257,802,1
258,800,1
259,804,1
260,461,1
261,1905,1
262,1898,1
263,1901,1
264,1897,1
265,1895,1
266,4060,1
267,1036,1
268,1035,1
269,922,1
270,886,1
271,1075,1
272,1749,1
273,4044,1
274,1750,1
275,1748,1
276,1770,1
277,1775,1
278,1191,1
279,1192,1
280,1190,1
281,4016,1
282,746,1
283,747,1
284,745,1
285,744,1
286,1034,1
287,3992,1
288,2083,1
289,2076,1
290,4064,1
291,2077,1
292,2075,1
293,2084,1
294,1196,1
295,1197,1
296,1195,1
297,4015,1
298,1210,1
299,639,1
300,1131,1
301,640,1
302,638,1
303,1555,1
304,4030,1
305,1556,1
306,1554,1
307,1565,1
308,1564,1
309,2069,1
310,2063,1
311,2062,1
312,4062,1
313,2061,1
314,2070,1
315,1890,1
316,1886,1
317,1883,1
318,1882,1
319,1880,1
320,4059,1
321,530,1
322,531,1
323,532,1
324,1027,1
325,1028,1
326,1026,1
327,919,1
328,923,1
329,881,1
330,878,1
331,879,1
332,877,1
333,882,1
334,713,1
335,714,1
336,712,1
337,716,1
338,717,1
339,4007,1
340,768,1
341,702,1
342,1540,1
343,4029,1
344,1541,1
345,1539,1
346,1550,1
347,1549,1
348,3998,1
349,846,1
350,840,1
351,847,1
352,845,1
353,1009,1
354,1010,1
355,1008,1
356,1665,1
357,1671,1
358,1666,1
359,1664,1
360,1672,1
361,4034,1
362,4008,1
363,3999,1
364,3978,1
365,7314,0
366,903,0
367,875,0
368,885,0
369,899,0
370,7347,0
371,7346,0
372,1690,0
373,1689,0
374,7348,0
375,807,0
376,7212,0
377,902,0
378,7208,0
379,1779,0
380,1776,0
381,4047,0
382,7318,0
383,808,0
384,4058,0
385,7325,0
386,7395,0
387,1903,0
388,1893,0
389,7350,0
390,7352,0
391,4005,0
392,900,0
393,1780,0
394,1777,0
395,4046,0
396,7330,0
397,1126,0
398,4010,0
399,7328,0
400,1211,0
401,7326,0
402,1033,0
403,1003,0
404,2078,0
405,7759,0
406,7761,0
407,2085,0
408,2074,0
409,4065,0
410,7760,0
411,7329,0
412,1127,0
413,4011,0
414,7327,0
415,1212,0
416,7336,0
417,1563,0
418,1558,0
419,4027,0
420,7335,0
421,7349,0
422,7351,0
423,4004,0
424,7315,0
425,3995,0
426,2064,0
427,7756,0
428,7758,0
429,2071,0
430,2060,0
431,4063,0
432,7757,0
433,7396,0
434,7392,0
435,7393,0
436,1888,0
437,7394,0
438,1879,0
439,4061,0
440,4000,0
441,7332,0
442,7331,0
443,7354,0
444,7353,0
445,7397,0
446,1006,0
447,876,0
448,7334,0
449,1548,0
450,4026,0
451,7333,0
452,1543,0
453,7203,0
454,809,0
455,905,0
456,1018,0
457,7338,0
458,7339,0
459,1675,0
460,1674,0
461,7340,0
462,4035,0
463,7324,0
464,7322,0
465,6804,0
