"rownum","Id","[string]"
0,"StandardRules",[]
1,"ArenaPVPRules",[]
2,"BanditFightRules",[]
3,"MapRoomRules",[]
4,"MapAreaRules",[]
5,"MonstersRepeatedChargesRules",[]
6,"PietyFightRules",[]
7,"RestlessDeadRules",[]
8,"UndeadSiegeRules",[]
9,"ObasTrialRules",[]
10,"CTFPVPRules",[]
11,"DominusFightRules",[]
12,"TreasureIslandRules",[]
13,"AtziriFightRules",[]
14,"FreeForAllRules",[]
15,"MissionMapRules",[]
16,"HideoutDemoRules",[]
17,"HideoutRules",[]
18,"BeyondRules",[]
19,"CagansRules",[]
20,"PlayersRepeatedCurseRules",[]
21,"RampageRules",[]
22,"GrandmastersRules",[]
23,"DELETED_MagicPackModsRules",[]
24,"FreeForAllTourneyRules",[]
25,"DaressoPitFightRules",[]
26,"KaomFightRules",[]
27,"ExplodingBuffStormRules",[]
28,"MalachaiFightRules",[]
29,"DoedreCurseZoneRules",[]
30,"LabyrinthRules",[]
31,"RigwaldRules",[]
32,"RECLAIM_ME",[]
33,"PaleCourtRules",[]
34,"AtlasChimeraFightRules",[]
35,"AtlasHydraFightRules",[]
36,"AtlasMinotaurFightRules",[]
37,"AtlasPhoenixFightRules",[]
38,"DarbelsPromiseRules",[]
39,"AtlasShaperFightRules",[]
40,"HallowedGroundRules",[]
41,"BreachRules",[]
42,"BreachMapRules",[]
43,"Doedre2Rules",[]
44,"SolarisAndLunarisRules",[]
45,"PathOfEnduranceRules",[]
46,"KitavaFightRules",[]
47,"ShavronneAndBrutusFightRules",[]
48,"TukohamaFightRules",[]
49,"InvasionRules",[]
50,"BrineKingFightRules",[]
51,"AbberathFightRules",[]
52,"MaligaroFightRules",[]
53,"DespairBearFightRules",[]
54,"FrogGodFightRules",[]
55,"FirstAreaTutorialRules",[]
56,"RalakeshFightRules",[]
57,"KitavaFinalFightRules",[]
58,"UnholyTrioFightRules",[]
59,"BasiliskRules",[]
60,"KitavaMapFightRules",[]
61,"ShakariFightRules",[]
62,"ShakariTrailFightRules",[]
63,"ElderGuardianFightRules",[]
64,"AbyssRules",[]
65,"ElderFightRules",[]
66,"AbyssLichFightRules",[]
67,"InfluenceAmbushRules",[]
68,"ElderUberFightRules",[]
69,"LEGACY_MissionBestiaryRules",[]
70,"BestiaryTigerFightRules",[]
71,"MissionTreasureHunterRules",[]
72,"MenagerieRules",[]
73,"RoyaleRules",[]
74,"IncursionRules",[]
75,"IncursionTempleRules",[]
76,"DelveAboveRules",[]
77,"DelveBelowRules",[]
78,"MissionBeastCatcherRules",[]
79,"MissionBeastCatcherBossRules",[]
80,"MissionHideoutRules",[]
81,"JobAssassinationRules",[]
82,"JobRaidRules",[]
83,"JobEscortRules",[]
84,"JobSiegeRules",[]
85,"JobSafehouseRules",[]
86,"ProtoVaalMapRules",[]
87,"BetrayalAreaRules",[]
88,"BetrayalCatarinaRules",[]
89,"SynthesisFragmentRules",[]
90,"SynthesisVoidRules",[]
91,"SynthesisHubRules",[]
92,"SynthesisGuardianRules",[]
93,"SynthesisTippingPointRules",[]
94,"LegionRules",[]
95,"BlightRules",[]
96,"BlightEndGameRules",[]
97,"MetamorphosisEncounterRules","[""刀甀氀攀猀""]"
98,"MetamorphosisLabRules",[]
99,"AtlasPrimordialBossInfluenceRules",[]
100,"AtlasCitadelRules",[]
101,"AtlasOrionFightRules",[]
102,"AfflictionEncounterRules",[]
103,"AfflictionEndGameRules",[]
104,"AfflictionMapRules",[]
105,"HarvestRules",[]
106,"HeistHubRules",[]
107,"HeistContractRules",[]
108,"HeistCoinRules",[]
109,"GrandHeistRules",[]
110,"RitualRules","[""omRules""]"
111,"MavenProvingGroundRules",[]
112,"MavenBossFightRules",[]
113,"MavenCaptureBossRules",[]
114,"UltimatumRules","[""RoomRules""]"
115,"HarvestBossRules",[]
116,"ExpeditionRules",[]
117,"HellscapeEncounterRules",[]
118,"SynthesisDecayRules",[]
119,"ArchnemesisRules",[]
120,"BlackstarArenaRules",[]
121,"CleansingFireArenaRules",[]
122,"InfiniteHungerArenaRules",[]
123,"TangleArenaRules",[]
124,"SentinelRules",[]
125,"SeethingHideoutRules",[]
126,"LakeRules",[]
127,"LakeMapRules",[]
128,"BreachMemoryLineRules",[]
129,"ExcursionMemoryLineRules",[]
130,"PlayerHarbingerRules",[]
131,"AbyssScourgeRules",[]
132,"PlayerTormentRules",[]
133,"SanctumRules",[]
134,"SanctumAreaRules",[]
135,"AfflictionHideoutRules",[]
136,"AtlasHideoutRules",[]
