"rownum","BaseItemType","Scaling","Name"
0,9188,0.85,"Bazira"
1,9189,0.85,"Tsvet Matvei"
2,9190,0.85,"Bazira"
3,9191,0.85,"Count Geonor"
4,9192,0.85,"The Crimson Scribe"
5,9193,0.85,"The Midnight Tinkerer"
6,9194,0.85,"Aline Koltz"
7,9195,0.85,"Tsvet Matvei"
8,9196,0.85,"Administrator Qotra"
9,9197,0.85,"Count Geonor"
10,9198,0.85,"Nishem"
11,9199,0.85,"Aline Koltz"
12,9200,0.85,"Count Geonor"
13,9201,0.85,"Marcine Clavus"
14,9202,0.85,"Marcine Clavus"
15,9203,0.85,"Marcine Clavus"
16,9204,0.85,"Marcine Clavus"
17,9205,0.85,"Marcine Clavus"
18,9206,1.2,"Selwyn Eddard"
19,9207,1.2,"Kondor Larcius"
20,9208,1.2,"Grond Ironeye"
21,9209,1.2,"Bazira"
22,9210,1.2,"Bazira"
23,9211,1.2,"Kondor Larcius"
24,9212,1.2,"The Crimson Scribe"
25,9213,1.2,"Administrator Qotra"
26,9214,1.2,"Administrator Qotra"
27,9215,1.2,"The Crimson Scribe"
28,9216,1.2,"Remus Hestor"
29,9217,1.2,"Nishem"
30,9218,1.2,"The Crimson Scribe"
31,9219,1.2,"Anton Laffrey"
32,9220,1.5,"Tsvet Matvei"
33,9221,1.5,"Kondor Larcius"
34,9222,1.5,"The Midnight Tinkerer"
35,9223,1.5,"Bazira"
36,9224,1.5,"Kondor Larcius"
37,9225,1.5,"The Crimson Scribe"
38,9226,3,"Administrator Qotra"
39,9227,3,"Cardinal Uthelius"
40,9228,3,"Castor Pollinius III"
41,9229,0.3,""
42,9230,0.3,""
43,9231,0.3,""
44,9232,0.3,""
45,9233,0.3,""
46,9234,0.3,""
47,9235,0,"Karst"
48,9236,0,"Karst"
49,9237,0,"Karst"
50,9238,0,"Tibbs"
51,9239,0,"Tibbs"
52,9240,0,"Huck"
53,9241,0,"Huck"
54,9242,0,"Vinderi"
55,9243,0,"Vinderi"
56,9244,0,"Gianna"
57,9245,0,"Gianna"
58,9246,0,"Tullina"
59,9247,0,"Tullina"
60,9248,0,"Niles"
61,9249,0,"Niles"
62,9250,0,"Nenet"
63,9251,0,"Nenet"
64,9252,0,"Isla"
65,9253,0,"Isla"
66,9254,0,"Isla"
67,9255,0,"Adiyah"
68,9256,0,"Adiyah"
69,9257,0,"Adiyah"
70,9258,0,"Whakano"
71,9259,0,"Whakano"
72,9260,0,"Whakano"
73,9261,0,"Faustus"
74,9263,0,"Faustus"
75,9264,0,"Faustus"
76,9265,0,"Kurai"
77,9266,0,"Kurai"
78,9267,0,"Kurai"
79,9268,0,"Kurai"
