"rownum","rid","i32"
0,1711,3
1,1709,3
2,1712,3
3,1716,3
4,1710,3
5,1708,3
6,1715,3
7,1714,3
8,1713,3
9,1210,3
10,1208,3
11,1211,3
12,1209,3
13,1207,3
14,1220,3
15,1196,3
16,1216,3
17,1100,3
18,1787,3
19,1769,3
20,1767,3
21,1775,3
22,1795,3
23,1768,3
24,1766,3
25,1792,3
26,4267,3
27,1780,3
28,2005,3
29,1772,3
30,1586,3
31,1584,3
32,1582,3
33,1588,3
34,1585,3
35,1583,3
36,1587,3
37,1591,3
38,1589,3
39,2034,3
40,1590,3
41,4250,3
42,1581,3
43,1923,3
44,1921,3
45,1930,3
46,1925,3
47,1929,3
48,1922,3
49,1920,3
50,1927,3
51,1926,3
52,1928,3
53,1924,3
54,2106,3
55,2104,3
56,2101,3
57,2107,3
58,2109,3
59,2105,3
60,2103,3
61,2102,3
62,2108,3
63,2100,3
64,524,2
65,877,2
66,891,2
67,706,2
68,1696,2
69,1699,2
70,1697,2
71,1702,2
72,1705,2
73,1707,2
74,1698,2
75,856,2
76,925,2
77,1785,2
78,1761,2
79,1781,2
80,1773,2
81,1778,2
82,1776,2
83,1770,2
84,810,2
85,817,2
86,881,2
87,1905,2
88,1910,2
89,1913,2
90,1906,2
91,1914,2
92,1918,2
93,1916,2
94,1765,2
95,1786,2
96,1782,2
97,1774,2
98,1779,2
99,1777,2
100,1771,2
101,1200,2
102,1148,2
103,1201,2
104,1194,2
105,1214,2
106,1136,2
107,1101,2
108,755,2
109,743,2
110,818,2
111,911,2
112,2096,2
113,2087,2
114,2093,2
115,2094,2
116,2095,2
117,2086,2
118,1205,2
119,1149,2
120,1206,2
121,1195,2
122,1215,2
123,1137,2
124,1102,2
125,648,2
126,1571,2
127,1573,2
128,1567,2
129,1580,2
130,1575,2
131,1574,2
132,1566,2
133,969,2
134,2082,2
135,2073,2
136,2079,2
137,2080,2
138,2081,2
139,2072,2
140,1895,2
141,1898,2
142,1892,2
143,1899,2
144,1903,2
145,1901,2
146,1891,2
147,536,2
148,1036,2
149,1011,2
150,1037,2
151,1039,2
152,1012,2
153,1046,2
154,4219,2
155,887,2
156,722,2
157,1556,2
158,1558,2
159,1552,2
160,1565,2
161,1560,2
162,1559,2
163,1551,2
164,855,2
165,1018,2
166,1014,2
167,1019,2
168,1038,2
169,1031,2
170,1024,2
171,1020,2
172,813,2
173,1681,2
174,1684,2
175,1682,2
176,1687,2
177,1690,2
178,1692,2
179,1683,2
180,525,1
181,527,1
182,526,1
183,851,1
184,879,1
185,878,1
186,880,1
187,845,1
188,704,1
189,705,1
190,703,1
191,1108,1
192,4197,1
193,1694,1
194,1695,1
195,1693,1
196,1701,1
197,1700,1
198,4258,1
199,4259,1
200,644,1
201,923,1
202,924,1
203,922,1
204,920,1
205,1759,1
206,1760,1
207,1758,1
208,1783,1
209,1788,1
210,4265,1
211,1054,1
212,808,1
213,809,1
214,807,1
215,811,1
216,468,1
217,1919,1
218,1912,1
219,1915,1
220,1911,1
221,1909,1
222,4282,1
223,1043,1
224,1042,1
225,929,1
226,893,1
227,1082,1
228,1763,1
229,4266,1
230,1764,1
231,1762,1
232,1784,1
233,1789,1
234,1198,1
235,1199,1
236,1197,1
237,4238,1
238,753,1
239,754,1
240,752,1
241,751,1
242,1041,1
243,4214,1
244,2097,1
245,2090,1
246,4286,1
247,2091,1
248,2089,1
249,2098,1
250,1203,1
251,1204,1
252,1202,1
253,4237,1
254,1217,1
255,646,1
256,1138,1
257,647,1
258,645,1
259,1569,1
260,4252,1
261,1570,1
262,1568,1
263,1579,1
264,1578,1
265,2083,1
266,2077,1
267,2076,1
268,4284,1
269,2075,1
270,2084,1
271,1904,1
272,1900,1
273,1897,1
274,1896,1
275,1894,1
276,4281,1
277,537,1
278,538,1
279,539,1
280,1034,1
281,1035,1
282,1033,1
283,926,1
284,930,1
285,888,1
286,885,1
287,886,1
288,884,1
289,889,1
290,724,1
291,720,1
292,721,1
293,719,1
294,723,1
295,4229,1
296,775,1
297,709,1
298,1554,1
299,4251,1
300,1555,1
301,1553,1
302,1564,1
303,1563,1
304,4220,1
305,853,1
306,847,1
307,854,1
308,852,1
309,1016,1
310,1017,1
311,1015,1
312,1679,1
313,1685,1
314,1680,1
315,1678,1
316,1686,1
317,4256,1
318,4230,1
319,4221,1
320,4200,1
321,7601,0
322,910,0
323,882,0
324,892,0
325,906,0
326,7634,0
327,7633,0
328,1704,0
329,1703,0
330,7635,0
331,814,0
332,7499,0
333,909,0
334,7495,0
335,1793,0
336,1790,0
337,4269,0
338,7605,0
339,815,0
340,4280,0
341,7612,0
342,7682,0
343,1917,0
344,1907,0
345,7637,0
346,7639,0
347,4227,0
348,907,0
349,1794,0
350,1791,0
351,4268,0
352,7617,0
353,1133,0
354,4232,0
355,7615,0
356,1218,0
357,7613,0
358,1040,0
359,1010,0
360,2092,0
361,8046,0
362,2099,0
363,2088,0
364,4287,0
365,8048,0
366,8047,0
367,7616,0
368,1134,0
369,4233,0
370,7614,0
371,1219,0
372,7623,0
373,1577,0
374,1572,0
375,4249,0
376,7622,0
377,7636,0
378,7638,0
379,4226,0
380,7602,0
381,4217,0
382,2078,0
383,8043,0
384,2085,0
385,2074,0
386,4284,0
387,8045,0
388,8044,0
389,7683,0
390,7679,0
391,7680,0
392,1902,0
393,7681,0
394,1893,0
395,4283,0
396,4222,0
397,7618,0
398,7619,0
399,7641,0
400,7640,0
401,7684,0
402,1013,0
403,883,0
404,7621,0
405,1562,0
406,4248,0
407,7620,0
408,1557,0
409,7490,0
410,816,0
411,912,0
412,1025,0
413,7625,0
414,7626,0
415,1689,0
416,1688,0
417,7627,0
418,4257,0
419,7611,0
420,7609,0
421,7087,0
