"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,4755,"GGG",1315
1,"Dex2",3,5776,"",1315
2,"Dex3",3,5662,"",1315
3,"Dex4",3,5431,"",1315
4,"Dex5",3,1,"",1315
5,"Dex6",3,1,"",1315
6,"Dex7",3,5929,"",1315
7,"Dex8",3,5682,"",1315
8,"Dex9",3,4646,"GGR",1315
9,"Dex10",3,4646,"GGR",1315
10,"Dex11",3,5669,"",1315
11,"Dex12",3,5939,"",1315
12,"Str1",0,4699,"RRR",1315
13,"Str2",0,4995,"RRR",1315
14,"Str3",0,5746,"",1315
15,"Str4",0,5661,"",1315
16,"Str5",0,5431,"",1315
17,"Str6",0,1,"",1315
18,"Str7",0,1,"",1315
19,"Str8",0,4862,"RRR",1315
20,"Str9",0,5887,"",1315
21,"Str10",0,4699,"RRG",1315
22,"Int1",1,4531,"BBB",1315
23,"Int2",1,5034,"BBB",1315
24,"Int3",1,5654,"",1315
25,"Int4",1,5909,"",1315
26,"Int5",1,5431,"",1315
27,"Int6",1,1,"",1315
28,"Int7",1,1,"",1315
29,"Int8",1,5720,"",1315
30,"Int9",1,5935,"",1315
31,"Int10",1,4531,"BBG",1315
32,"Int11",1,4727,"BBB",1315
33,"Int12",1,4727,"BBG",1315
34,"StrDex1",4,4646,"GRG",1315
35,"StrDex2",4,4616,"GRR",1315
36,"StrDex3",4,5669,"",1315
37,"StrDex4",4,5662,"",1315
38,"StrDex5",4,5431,"",1315
39,"StrDex6",4,1,"",1315
40,"StrDex7",4,1,"",1315
41,"StrDex8",4,5665,"",1315
42,"StrDex9",4,5887,"",1315
43,"StrDex10",4,4812,"GRR",1315
44,"StrInt1",6,4727,"RBB",1315
45,"StrInt2",6,4727,"RBR",1315
46,"StrInt3",6,5661,"",1315
47,"StrInt4",6,5887,"",1315
48,"StrInt5",6,5431,"",1315
49,"StrInt6",6,1,"",1315
50,"StrInt7",6,1,"",1315
51,"StrInt8",6,5935,"",1315
52,"StrInt9",6,4784,"RRR",1315
53,"StrInt10",6,5909,"",1315
54,"DexInt1",5,4557,"BGG",1315
55,"DexInt2",5,4557,"BGB",1315
56,"DexInt3",5,5720,"",1315
57,"DexInt4",5,5431,"",1315
58,"DexInt5",5,1,"",1315
59,"DexInt6",5,1,"",1315
60,"DexInt7",5,5909,"",1315
61,"DexInt8",5,5794,"",1315
62,"DexInt9",5,5797,"",1315
63,"DexInt10",5,4531,"BBB",1315
64,"DexInt11",5,4531,"BGB",1315
65,"StrDexInt1",2,4616,"GRG",1315
66,"StrDexInt2",2,4837,"GRR",1315
67,"StrDexInt3",2,5833,"",1315
68,"StrDexInt4",2,5665,"",1315
69,"StrDexInt5",2,5431,"",1315
70,"StrDexInt6",2,1,"",1315
71,"StrDexInt7",2,1,"",1315
72,"StrDexInt8",2,4616,"GRR",1315
73,"StrDexInt9",2,5794,"",1315
74,"StrDexInt10",2,5720,"",1315
75,"StrDexInt11",2,4727,"BGR",1315
76,"StrDexInt12",2,4727,"BGB",1315
77,"StrDexInt13",2,5662,"",1315
78,"Dex2_1",3,5929,"",1330
79,"Dex2_2",3,5682,"",1330
80,"Dex2_3",3,5680,"",1330
81,"Dex2_4",3,5776,"",1330
82,"Dex2_5",3,5665,"",1330
83,"Dex2_6",3,1,"",1330
84,"Dex2_7",3,1,"",1330
85,"Dex2_8",3,5431,"",1330
86,"Dex2_9",3,4646,"G",1330
87,"Dex2_10",3,4646,"G",1330
88,"Dex2_11",3,4755,"GG",1330
89,"Dex2_12",3,5015,"G",1330
90,"Dex2_13",3,5939,"",1330
91,"Str2_1",0,5887,"",1330
92,"Str2_2",0,5661,"",1330
93,"Str2_3",0,5746,"",1330
94,"Str2_4",0,1,"",1330
95,"Str2_5",0,1,"",1330
96,"Str2_6",0,5431,"",1330
97,"Str2_7",0,4862,"RR",1330
98,"Str2_8",0,4699,"R",1330
99,"Str2_9",0,4995,"R",1330
100,"Int2_1",1,5720,"",1330
101,"Int2_2",1,5935,"",1330
102,"Int2_3",1,5909,"",1330
103,"Int2_4",1,5654,"",1330
104,"Int2_5",1,1,"",1330
105,"Int2_6",1,1,"",1330
106,"Int2_7",1,5431,"",1330
107,"Int2_8",1,4531,"B",1330
108,"Int2_9",1,4531,"B",1330
109,"Int2_10",1,5034,"B",1330
110,"StrDex2_1",4,5662,"",1330
111,"StrDex2_2",4,5887,"",1330
112,"StrDex2_3",4,5665,"",1330
113,"StrDex2_4",4,5669,"",1330
114,"StrDex2_5",4,1,"",1330
115,"StrDex2_6",4,1,"",1330
116,"StrDex2_7",4,5431,"",1330
117,"StrDex2_8",4,4646,"R",1330
118,"StrDex2_9",4,4646,"G",1330
119,"StrDex2_10",4,4837,"GR",1330
120,"StrDex2_11",4,5015,"G",1330
121,"StrDex2_12",4,4995,"R",1330
122,"StrInt2_1",6,5661,"",1330
123,"StrInt2_2",6,5887,"",1330
124,"StrInt2_3",6,5720,"",1330
125,"StrInt2_4",6,5935,"",1330
126,"StrInt2_5",6,5909,"",1330
127,"StrInt2_6",6,5718,"",1330
128,"StrInt2_7",6,1,"",1330
129,"StrInt2_8",6,1,"",1330
130,"StrInt2_9",6,5431,"",1330
131,"StrInt2_10",6,4727,"R",1330
132,"StrInt2_11",6,4727,"B",1330
133,"StrInt2_12",6,4862,"RR",1330
134,"StrInt2_13",6,4995,"R",1330
135,"StrInt2_14",6,5034,"B",1330
136,"DexInt2_1",5,5929,"",1330
137,"DexInt2_2",5,5720,"",1330
138,"DexInt2_3",5,5794,"",1330
139,"DexInt2_4",5,5909,"",1330
140,"DexInt2_5",5,5723,"",1330
141,"DexInt2_6",5,1,"",1330
142,"DexInt2_7",5,1,"",1330
143,"DexInt2_8",5,5431,"",1330
144,"DexInt2_9",5,4557,"G",1330
145,"DexInt2_10",5,4557,"G",1330
146,"DexInt2_11",5,4531,"B",1330
147,"DexInt2_12",5,4531,"B",1330
148,"DexInt2_13",5,5015,"G",1330
149,"DexInt2_14",5,5034,"B",1330
150,"StrDexInt2_1",2,1,"",1330
151,"StrDexInt2_2",2,1,"",1330
152,"StrDexInt2_3",2,5431,"",1330
153,"StrDexInt2_4",2,5833,"",1330
154,"StrDexInt2_5",2,5887,"",1330
155,"StrDexInt2_6",2,5682,"",1330
156,"StrDexInt2_7",2,5909,"",1330
157,"StrDexInt2_8",2,4531,"B",1330
158,"StrDexInt2_9",2,4837,"GR",1330
159,"StrDexInt2_10",2,4646,"G",1330
160,"StrDexInt2_11",2,4646,"R",1330
161,"StrDexInt2_12",2,4531,"B",1330
