"rownum","WorldAreasKey","MonsterVarietiesKeys","TerrainMetadata"
0,1087,[5182],"Metadata/Monsters/KitavaDemon/KitavaDemonSpawnerPlaguewingMapElderClone"
1,1088,[2344],""
2,1089,"[2323,2317,2320]",""
3,1090,[2288],""
4,1091,[5413],""
5,1092,"[3586,3586,4895]",""
6,1093,[5738],"Metadata/Terrain/EndGame/MapDesert/Objects/MummyEventSpawnerKiraElderClone"
7,1094,[2304],""
8,1095,[4480],""
9,1096,[4051],""
10,1097,"[4315,4321,4322,4323,4324]",""
11,1098,[4906],""
12,1099,[2405],""
13,1100,"[3895,3940]",""
14,1101,[3828],""
15,1102,[2307],""
16,1103,[3881],""
17,1104,[2332],""
18,1105,[5784],""
19,1106,"[2432,2435]",""
20,1107,"[4885,4995,4999]",""
21,1108,[2285],""
22,1109,"[2533,2581,2567]",""
23,1110,"[2374,2387]",""
24,1112,[4451],""
25,1114,[3962],""
26,1115,[252],""
27,1116,[3995],""
28,1117,"[4341,4348,4349,4350,4351]",""
29,1118,"[4026,4039]",""
30,1119,[5709],""
31,1120,[5767],""
32,1121,[1360],""
33,1122,[2409],""
34,1123,[3222],""
35,1124,[3774],""
36,1125,[2482],""
37,1126,[1355],""
38,1127,[8392],""
39,1128,[4406],""
40,1129,[2314],""
41,1130,[1154],"Metadata/Terrain/EndGame/MapMausoleum/Objects/TolmanBossSpawnerMapElderClone"
42,1131,[5373],""
43,1132,[2398],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerSimplifiedElderClone"
44,1133,[4132],""
45,1134,[1930],""
46,1135,[2423],""
47,1136,[4223],""
48,1137,[2384],""
49,1138,[1015],""
50,1140,[5669],""
51,1142,"[2358,2367]",""
52,1143,[2311],""
53,1237,[5403],""
54,1145,[2294],""
55,1146,[1979],""
56,1147,[2438],""
57,1148,[2300],""
58,1149,[984],""
59,1150,[2336],""
60,1152,[3118],""
61,1154,[1469],""
62,1155,[2394],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerElderClone"
63,1156,[1898],""
64,1157,[1996],""
65,1158,[1517],""
66,1159,[5347],""
67,1160,"[1389,1426,1442]",""
68,1162,[3965],""
69,1163,[2465],""
70,1164,"[1263,1290,1293]",""
71,1166,[2646],""
72,1167,[2326],""
73,1169,[2420],""
74,1171,[2339],""
75,1172,[5312],""
76,1174,"[5779,5775]",""
77,1175,"[3586,5149]",""
78,1176,[5196],""
79,1177,"[1019,1022]",""
80,1178,[75],""
81,1179,[4483],""
82,1180,[5336],""
83,1182,"[4418,4421,4424]",""
84,1183,[4125],""
85,1185,[4140],""
86,1186,[5426],""
87,1187,"[4287,4292,4293,4294,4295]",""
88,1188,[5393],""
89,1189,[2485],""
90,1190,[3851],""
91,1191,"[2529,2541,2560]",""
92,1192,[2428],""
93,1193,[1901],""
94,1194,[2282],""
95,1196,[4528],""
96,1197,"[2441,2444]",""
97,1199,[4614],""
98,1200,[2468],""
99,1201,[4148],""
100,1202,[2329],""
101,1203,"[190,4486]",""
102,1204,[4162],""
103,1205,[5821],""
104,1206,[2402],""
105,1207,[4054],""
106,1209,[5136],""
107,1210,"[5630,3586]",""
108,1211,[5789],""
109,1213,[2377],""
110,1214,"[3910,3931,3952]",""
111,1215,[1581],""
112,1216,[7049],""
113,1218,[3377],""
114,1220,"[4075,4069,4061]",""
115,1221,[4018],""
116,1222,[2461],""
117,1223,[982],""
118,1224,[1342],""
119,1225,[5682],""
120,1226,"[2448,3586]",""
121,1227,[2941],""
122,1228,"[5874,3586]",""
123,1229,"[3586,4151]",""
124,1230,[4081],""
125,1231,"[4354,4356]",""
126,1232,[4610],""
127,1233,[5647],""
128,1234,[4524],""
129,1235,[5721],""
130,1236,"[1584,1591]",""
131,1144,[4393],""
132,1238,[5131],""
133,1239,[5390],""
134,1240,[5159],""
135,1241,[5805],""
136,1242,[4881],""
137,1243,[4874],""
138,1244,[4869],""
139,1245,[4878],""
140,1246,[4961],""
141,1247,"[3201,3204,3207]",""
142,1253,[8201],""
143,1255,[8177],""
144,1256,"[8152,8155,8158]",""
145,1257,[8215],""
146,1259,[8186],"Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder"
147,1260,[8194],""
148,1261,[8418],""
149,1262,"[8207,8441]",""
150,1263,"[5299,5323]",""
151,1264,"[8162,8165,8168]",""
152,1265,[6251],""
