"rownum","Id","FlagStat"
0,"Attack",2934
1,"Spell",435
2,"Projectile",6347
3,"DualWieldOnly",""
4,"Buff",""
5,"Minion",6217
6,"Damage",""
7,"Area",9752
8,"Duration",""
9,"RequiresShield",""
10,"ProjectileSpeed",""
11,"HasReservation",""
12,"ReservationBecomesCost",""
13,"Trappable",""
14,"Totemable",""
15,"Mineable",""
16,"ElementalStatus",""
17,"MinionsCanExplode",""
18,"Chains",15183
19,"Melee",6636
20,"MeleeSingleTarget",10689
21,"Multicastable",""
22,"TotemCastsAlone",""
23,"Multistrikeable",""
24,"CausesBurning",""
25,"SummonsTotem",""
26,"TotemCastsWhenNotDetached",""
27,"Physical",9299
28,"Fire",2766
29,"Cold",2767
30,"Lightning",2768
31,"Triggerable",9286
32,"Trapped",""
33,"Movement",3135
34,"DamageOverTime",""
35,"RemoteMined",""
36,"Triggered",""
37,"Vaal",2927
38,"Aura",2949
39,"CanTargetUnusableCorpse",""
40,"RangedAttack",8099
41,"Chaos",2822
42,"FixedSpeedProjectile",""
43,"ThresholdJewelArea",""
44,"ThresholdJewelProjectile",""
45,"ThresholdJewelDuration",""
46,"ThresholdJewelRangedAttack",""
47,"Channel",6337
48,"DegenOnlySpellDamage",""
49,"InbuiltTrigger",""
50,"Golem",""
51,"Herald",10911
52,"AuraAffectsEnemies",""
53,"NoRuthless",""
54,"ThresholdJewelSpellDamage",""
55,"Cascadable",""
56,"ProjectilesFromUser",""
57,"MirageArcherCanUse",""
58,"ProjectileSpiral",""
59,"SingleMainProjectile",""
60,"MinionsPersistWhenSkillRemoved",""
61,"ProjectileNumber",6347
62,"Warcry",3394
63,"Instant",""
64,"Brand",8592
65,"DestroysCorpse",""
66,"NonHitChill",""
67,"ChillingArea",""
68,"AppliesCurse",2482
69,"CanRapidFire",""
70,"AuraDuration",""
71,"AreaSpell",""
72,"OR",""
73,"AND",""
74,"NOT",""
75,"AppliesMaim",""
76,"CreatesMinion",16989
77,"Guard",9760
78,"Travel",9761
79,"Blink",""
80,"CanHaveBlessing",""
81,"ProjectilesNotFromUser",""
82,"AttackInPlaceIsDefault",""
83,"Nova",10705
84,"InstantNoRepeatWhenHeld",""
85,"InstantShiftAttackForLeftMouse",""
86,"AuraNotOnCaster",10942
87,"Banner",10943
88,"Rain",10981
89,"Cooldown",""
90,"ThresholdJewelChaining",""
91,"Slam",11869
92,"Stance",12005
93,"NonRepeatable",""
94,"OtherThingUsesSkill",""
95,"Steel",12438
96,"Hex",12577
97,"Mark",13071
98,"Aegis",15590
99,"Orb",""
100,"KillNoDamageModifiers",""
101,"RandomElement",14281
102,"LateConsumeCooldown",""
103,"Arcane",""
104,"FixedCastTime",""
105,"RequiresOffHandNotWeapon",""
106,"Link",15156
107,"Blessing",15591
108,"ZeroReservation",""
109,"DynamicCooldown",""
110,"Microtransaction",""
111,"OwnerCannotUse",""
112,"ProjectilesNotFired",""
113,"PreventHexTransfer",""
