"rownum","Monster"
0,5435
1,4174
2,5036
3,1025
4,5049
5,5046
6,5048
7,5045
8,5042
9,5546
10,5043
11,5044
12,5051
13,5547
14,5548
15,5047
16,5050
17,5052
18,5033
19,5543
20,5544
21,5031
22,5032
23,5034
24,5035
25,5061
26,5070
27,5063
28,5064
29,5072
30,5073
31,5040
32,5037
33,5545
34,5038
35,5039
36,5041
37,5069
38,5077
39,5065
40,5074
41,5067
42,5068
43,5076
44,5552
45,5554
46,5066
47,5075
48,5551
49,5553
50,5062
51,5071
52,5078
53,5060
54,5058
55,5059
56,5055
57,5549
58,5053
59,5054
60,5056
61,5550
62,5057
63,5029
64,5030
65,5021
66,5023
67,5027
68,5028
69,5020
70,5017
71,5540
72,5018
73,5019
74,5024
75,5541
76,5542
77,5022
78,5026
79,5025
80,5087
81,5088
82,5092
83,5090
84,5091
85,5558
86,5089
87,5557
88,5086
89,5080
90,5081
91,5085
92,5083
93,5084
94,5556
95,5082
96,5555
97,5079
98,1024
99,5102
100,5103
101,5104
102,5099
103,5100
104,5101
105,5093
106,5094
107,5095
108,5096
109,5097
110,5098
111,5105
112,5108
113,5106
114,5107
115,2070
116,7389
117,7390
118,7391
119,7392
120,7393
121,7394
122,7395
123,7396
124,7397
125,7398
126,7399
127,7400
128,7401
129,7402
130,7403
131,7404
132,7405
133,7406
134,7407
135,7408
136,7409
137,7410
138,7411
139,7412
140,7413
141,7414
142,7415
143,7416
144,7417
145,7418
146,7419
147,7420
148,7421
149,7422
150,7423
151,7424
152,7425
153,7426
154,7427
155,7428
156,7429
157,7430
158,7431
159,7432
160,7433
161,7434
162,7435
163,7436
164,7437
165,7438
166,7439
167,7440
168,7441
169,7442
170,7443
171,7444
172,7445
173,7446
174,7447
175,7448
176,7449
177,7450
178,7451
179,7452
180,7453
181,7454
182,7455
183,7456
184,7457
185,7458
186,7459
187,7460
188,7461
189,7462
190,7463
191,7464
192,7465
193,7466
194,7467
195,7468
196,7469
197,7470
198,7471
199,7472
200,7473
201,7474
202,7475
203,7476
204,7477
205,7478
206,7479
207,7480
208,7481
209,7482
210,7483
211,7484
212,7485
213,7486
214,7487
215,7488
216,7489
217,7490
218,7491
219,7492
220,7493
221,7494
222,7495
223,7496
224,7497
225,7498
226,7499
227,7500
228,7501
229,7502
230,7503
231,7504
232,7505
233,7506
234,7507
235,7508
236,7509
237,7510
238,7511
239,7512
240,7513
241,7514
242,7515
243,7516
244,7517
245,7518
246,7519
247,7520
248,7521
249,7522
250,7523
251,7524
252,7525
253,7526
254,7527
255,7528
256,7529
257,7530
258,7531
259,7532
260,7533
261,7534
262,7535
263,7536
264,7537
265,7538
266,7539
267,7540
268,7541
269,7542
270,7543
271,7544
272,7545
273,7546
274,7547
275,7548
276,7549
277,7550
278,7551
279,7552
280,7553
281,7554
282,7555
283,7556
284,7557
285,7558
286,7559
287,7560
288,7561
289,7562
290,7563
291,7564
292,7565
293,7566
294,7567
295,7568
296,7569
297,7570
298,7571
299,7572
300,7573
301,7574
302,7575
303,7576
304,7577
305,7578
306,7579
307,7580
308,7581
309,7582
310,7583
311,7584
312,7585
313,7586
314,7587
315,7588
316,7589
317,7590
318,7591
319,7592
320,7593
321,7594
322,7595
323,7596
324,7597
325,7598
326,7599
327,7600
328,7601
329,7602
330,7603
331,7604
332,7605
333,7606
334,7607
335,7608
336,7609
337,7610
338,7611
339,7612
340,7613
341,7614
342,7615
343,7616
344,7617
345,7618
346,7619
347,7620
348,7621
349,7622
350,7623
351,7624
352,7625
353,7626
354,7627
355,7628
356,7629
357,7630
358,7631
359,7632
360,7633
361,7634
362,7635
363,7636
364,7637
365,7638
366,7639
367,7640
368,7641
369,7648
370,7669
371,7183
372,7184
373,7185
374,7186
375,7187
376,7188
377,7189
378,7190
379,7191
380,7192
381,7193
382,7194
383,7195
384,7196
385,7197
386,7198
387,7199
388,7200
389,7201
390,7202
391,7203
392,7204
393,7205
394,7206
395,7207
396,7208
397,7209
398,7210
399,7211
400,7212
401,7213
402,7214
403,7215
404,7216
405,7217
406,7218
407,7219
408,7220
409,7221
410,7222
411,7223
412,7224
413,7225
414,7226
415,7228
416,7229
417,7230
418,7231
419,7232
420,7233
421,7234
422,7235
423,7236
424,7237
425,7238
426,7239
427,7240
428,7241
429,7242
430,7243
431,7244
432,7245
433,7246
434,7247
435,7248
436,7249
437,7250
438,7251
439,7252
440,7253
441,7254
442,7255
443,7256
444,7257
445,7258
446,7259
447,7260
448,7261
449,7262
450,7263
451,7264
452,7265
453,7266
454,7267
455,7268
456,7269
457,7270
458,7271
459,7272
460,7273
461,7274
462,7275
463,7276
464,7277
465,7278
466,7279
467,7280
468,7281
469,7282
470,7283
471,7284
472,7285
473,7286
474,7287
475,7288
476,7289
477,7290
478,7291
479,7292
480,7293
481,7294
482,7295
483,7296
484,7297
485,7298
486,7299
487,7300
488,7301
489,7302
490,7303
491,7304
492,7305
493,7306
494,7307
495,7308
496,7309
497,7310
498,7311
499,7312
500,7313
501,7314
502,7315
503,7316
504,7317
505,5142
506,5143
507,2512
508,4584
509,6884
510,6885
511,6886
512,6889
513,6890
514,6891
515,6892
516,6893
517,6894
518,6895
519,6896
520,6897
521,6898
522,6899
523,6900
524,6901
525,6902
526,6903
527,6904
528,6905
529,6906
530,6907
531,6908
532,6909
533,6910
534,6911
535,6912
536,6913
537,6914
538,6915
539,6916
540,6917
541,6918
542,6919
543,6920
544,6921
545,6922
546,6923
547,6924
548,6925
549,6926
550,6927
551,6929
552,6930
553,6932
554,6933
555,6934
556,6936
557,6937
558,6938
559,6939
560,6940
561,6941
562,6942
563,6943
564,6944
565,6945
566,6946
567,6947
568,6949
569,6950
570,6951
571,6952
572,6953
573,6954
574,6955
575,6956
576,6957
577,6958
578,6959
579,6961
580,6962
581,6964
582,6965
583,6966
584,6968
585,6969
586,6971
587,6973
588,6975
589,6976
590,6978
591,6979
592,6982
593,6983
594,6984
595,6987
596,6990
597,6991
598,6993
599,6995
600,6996
601,6997
602,6998
603,6999
604,7000
605,7001
606,7002
607,7003
608,7004
609,7005
610,7006
611,7007
612,7008
613,7009
614,7010
615,7011
616,7012
617,7013
618,7014
619,7016
620,7017
621,7019
622,7020
623,7022
624,7023
625,7025
626,7026
627,7027
628,7028
629,7029
630,7030
631,7031
632,7032
633,7033
634,7034
635,7035
636,7036
637,7037
638,7038
639,7039
640,7040
641,7041
642,7042
643,7043
644,7044
645,7045
646,7046
647,7320
648,7328
649,7329
650,7330
651,2733
652,2734
653,2737
654,2738
655,2739
656,2740
657,2741
658,3408
659,3409
660,3410
661,3411
662,3412
663,3413
664,3414
665,3415
666,3416
667,3417
668,3418
669,3419
670,3420
671,3421
672,3422
673,3423
674,3424
675,3425
676,3426
677,3427
678,3428
679,3429
680,3430
681,3431
682,3432
683,3433
684,3434
685,2721
686,2723
687,2719
688,2727
689,2729
690,2725
691,5889
692,5890
693,5891
694,5892
695,5893
696,5894
697,5895
698,5896
699,5897
700,5898
701,5899
702,5900
703,5901
704,5913
705,5914
706,5915
707,5918
708,5919
709,5920
710,5922
711,5924
712,5925
713,5927
714,5929
715,5932
716,5935
717,5937
718,5939
719,5940
720,6030
721,6031
722,6032
723,6033
724,3080
725,3081
726,4588
727,4589
728,7891
729,7892
730,7893
731,7894
732,7895
733,7896
734,7897
735,7898
736,7899
737,7900
738,7901
739,7902
740,7903
741,7904
742,7905
743,7906
744,7907
745,7908
746,7909
747,7910
748,7911
749,7912
750,7913
751,7914
752,7915
753,7916
754,7917
755,7918
756,7919
757,7920
758,7921
759,7923
760,7924
761,7925
762,7926
763,7927
764,7928
765,7929
766,7930
767,7931
768,7932
769,7933
770,7934
771,7935
772,7936
773,7937
774,7938
775,7939
776,7940
777,7941
778,7942
779,7943
780,7944
781,7945
782,7946
783,7953
784,7954
785,7955
786,7956
787,7957
788,7958
789,7959
790,7960
791,7961
792,7962
793,7963
794,7964
795,7966
796,7967
797,7968
798,7969
799,7970
800,7971
801,7972
802,7973
803,7974
804,7975
805,7976
806,7977
807,7978
808,7979
809,7980
810,7981
811,7982
812,7983
813,7984
814,7985
815,7986
816,7987
817,7993
818,4591
819,7994
820,7996
821,7998
822,7999
823,8001
824,8003
825,8005
826,8007
827,8010
828,8012
829,8015
830,8018
831,8021
832,8024
833,8026
834,8029
835,8031
836,8032
837,8035
838,8037
839,8038
840,8041
841,8044
842,8046
843,8048
844,8050
845,8052
846,8054
847,8056
848,8057
849,8059
850,8062
851,8065
852,8066
853,8069
854,8070
855,8073
856,8076
857,8078
858,8079
859,8082
860,8084
861,8086
862,8087
863,8088
864,8089
865,8091
866,8093
867,8096
868,8099
869,8101
870,8104
871,8106
872,8107
873,8108
874,8109
875,8110
876,8111
877,8112
878,8113
879,8114
880,8123
881,8124
882,8125
883,8126
884,8127
885,8128
886,8129
887,8130
888,8131
889,8132
890,8133
891,8134
892,8135
893,8136
894,8137
895,8138
896,8143
897,8144
898,8145
899,8146
900,8147
901,8148
902,8149
903,123
904,156
905,158
906,166
907,181
908,434
909,531
910,564
911,565
912,596
913,605
914,622
915,640
916,659
917,660
918,661
919,662
920,734
921,854
922,855
923,856
924,857
925,1109
926,1110
927,1111
928,1205
929,1206
930,1207
931,1228
932,1918
933,1988
934,2650
935,3779
936,3889
937,3911
938,3921
939,3954
940,5357
941,5619
942,5704
943,5732
944,5816
945,5886
946,6022
947,6734
948,6736
949,6738
950,6740
951,6750
952,6752
953,6754
954,6756
955,6826
956,8634
957,8635
958,8636
959,8637
960,8639
961,8641
962,8642
963,8644
964,8646
965,8647
966,8648
967,8650
968,8651
969,8653
970,8655
971,8657
972,8659
973,8661
974,8662
975,8664
976,8666
977,8668
978,8669
979,8671
980,8672
981,8674
982,8675
983,8676
984,8678
985,8680
986,8681
987,8682
988,8683
989,8684
990,8685
991,8686
992,8687
993,8688
994,8689
995,8690
996,8691
997,8693
998,8694
999,8697
1000,8705
1001,8706
1002,8707
1003,8708
1004,8709
1005,8710
1006,8711
1007,8712
1008,8713
1009,8714
1010,8715
1011,8717
1012,8718
1013,8719
1014,8720
1015,8721
1016,8722
1017,8723
1018,8724
1019,8725
1020,8726
1021,8727
1022,8728
1023,8729
1024,8730
1025,509
1026,770
1027,771
1028,3040
