"rownum","BaseItemTypesKey","VirtualFile","[i32]"
0,8279,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,8280,"Art/2DItems/Divination/Images/TheDoctor",[]
2,8281,"Art/2DItems/Divination/Images/TheHermit",[]
3,8282,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,8283,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,8284,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,8285,"Art/2DItems/Divination/Images/TheGladiator",[]
7,8286,"Art/2DItems/Divination/Images/TheScholar",[]
8,8287,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,8288,"Art/2DItems/Divination/Images/ThePoet",[]
10,8289,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,8290,"Art/2DItems/Divination/Images/Hope",[]
12,8291,"Art/2DItems/Divination/Images/TheFiend",[]
13,8292,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,8293,"Art/2DItems/Divination/Images/ViniasToken",[]
15,8294,"Art/2DItems/Divination/Images/TheSummoner",[]
16,8295,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,8296,"Art/2DItems/Divination/Images/TheHunger",[]
18,8297,"Art/2DItems/Divination/Images/TheHoarder",[]
19,8298,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,8299,"Art/2DItems/Divination/Images/TheSun",[]
21,8300,"Art/2DItems/Divination/Images/TheWarden",[]
22,8301,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,8302,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,8303,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,8304,"Art/2DItems/Divination/Images/TheGambler",[]
26,8305,"Art/2DItems/Divination/Images/TheLover",[]
27,8306,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,8307,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,8308,"Art/2DItems/Divination/Images/TheAvenger",[]
30,8309,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,8310,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,8311,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,8312,"Art/2DItems/Divination/Images/TheFeast",[]
34,8313,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,8314,"Art/2DItems/Divination/Images/TheWatcher",[]
36,8315,"Art/2DItems/Divination/Images/TheIncantation",[]
37,8316,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,8317,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,8318,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,8319,"Art/2DItems/Divination/Images/TheWind",[]
41,8320,"Art/2DItems/Divination/Images/ThePact",[]
42,8321,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,8322,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,8323,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,8324,"Art/2DItems/Divination/Images/TheArtist",[]
46,8325,"Art/2DItems/Divination/Images/TheInventor",[]
47,8326,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,8327,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,8328,"Art/2DItems/Divination/Images/TheUnion",[]
50,8329,"Art/2DItems/Divination/Images/TheQueen",[]
51,8330,"Art/2DItems/Divination/Images/Humility",[]
52,8331,"Art/2DItems/Divination/Images/TheExplorer",[]
53,8332,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,8333,"Art/2DItems/Divination/Images/TheBetrayal",[]
55,8334,"Art/2DItems/Divination/Images/TheFlorasGift",[]
56,8335,"Art/2DItems/Divination/Images/TheSiren",[]
57,8336,"Art/2DItems/Divination/Images/TheOneWithAll",[]
58,8337,"Art/2DItems/Divination/Images/TheLastOneStanding",[]
59,8338,"Art/2DItems/Divination/Images/DoedresMadness",[]
60,8339,"Art/2DItems/Divination/Images/TheEncroachingDarkness",[]
61,8340,"Art/2DItems/Divination/Images/TheWrath",[]
62,8341,"Art/2DItems/Divination/Images/TheKingsBlade",[]
63,8342,"Art/2DItems/Divination/Images/TheTrial",[]
64,8343,"Art/2DItems/Divination/Images/TheGentleman",[]
65,8344,"Art/2DItems/Divination/Images/HouseOfMirrors",[]
66,8345,"Art/2DItems/Divination/Images/WealthAndPower",[]
67,8346,"Art/2DItems/Divination/Images/TheCatalyst",[]
68,8347,"Art/2DItems/Divination/Images/TheVast",[]
69,8348,"Art/2DItems/Divination/Images/GiftOfTheGemlingQueen",[]
70,8349,"Art/2DItems/Divination/Images/TheDragonsHeart",[]
71,8350,"Art/2DItems/Divination/Images/TheFox",[]
72,8351,"Art/2DItems/Divination/Images/TheDoppelganger",[]
73,8352,"Art/2DItems/Divination/Images/TheSurvivalist",[]
74,8353,"Art/2DItems/Divination/Images/Death",[]
75,8354,"Art/2DItems/Divination/Images/GraveKnowledge",[]
76,8355,"Art/2DItems/Divination/Images/TheJester",[]
77,8356,"Art/2DItems/Divination/Images/TheMercenary",[]
78,8357,"Art/2DItems/Divination/Images/TheInoculated",[]
79,8358,"Art/2DItems/Divination/Images/Loyalty",[]
80,8359,"Art/2DItems/Divination/Images/PrideBeforeTheFall",[]
81,8360,"Art/2DItems/Divination/Images/Audacity",[]
82,8361,"Art/2DItems/Divination/Images/AssassinsFavor",[]
83,8362,"Art/2DItems/Divination/Images/HuntersResolve",[]
84,8363,"Art/2DItems/Divination/Images/ScholarOfTheSeas",[]
85,8364,"Art/2DItems/Divination/Images/TheConduit",[]
86,8365,"Art/2DItems/Divination/Images/TheTower",[]
87,8366,"Art/2DItems/Divination/Images/TheTwins",[]
88,8367,"Art/2DItems/Divination/Images/AnarchysPrice",[]
89,8368,"Art/2DItems/Divination/Images/TheLich",[]
90,8369,"Art/2DItems/Divination/Images/TheThaumaturgist",[]
91,8370,"Art/2DItems/Divination/Images/TheAesthete",[]
92,8371,"Art/2DItems/Divination/Images/TheEnlightened",[]
93,8372,"Art/2DItems/Divination/Images/HuntersReward",[]
94,8373,"Art/2DItems/Divination/Images/TheFletcher",[]
95,8374,"Art/2DItems/Divination/Images/TheSurveyor",[]
96,8375,"Art/2DItems/Divination/Images/BowyersDream",[]
97,8376,"Art/2DItems/Divination/Images/TheSurgeon",[]
98,8377,"Art/2DItems/Divination/Images/VolatilePower",[]
99,8378,"Art/2DItems/Divination/Images/LastHope",[]
100,8379,"Art/2DItems/Divination/Images/Hubris",[]
101,8380,"Art/2DItems/Divination/Images/BlindVenture",[]
102,8381,"Art/2DItems/Divination/Images/MercilessArmament",[]
103,8382,"Art/2DItems/Divination/Images/TheMapmaker",[]
104,8383,"Art/2DItems/Divination/Images/TheWarlord",[]
105,8384,"Art/2DItems/Divination/Images/TheDemoness",[]
106,8385,"Art/2DItems/Divination/Images/TheTraitor",[]
107,8386,"Art/2DItems/Divination/Images/TheOffering",[]
108,8387,"Art/2DItems/Divination/Images/LostWorlds",[]
109,8388,"Art/2DItems/Divination/Images/TheLordInBlack",[]
110,8389,"Art/2DItems/Divination/Images/AMothersPartingGift",[]
111,8390,"Art/2DItems/Divination/Images/TheBody",[]
112,8391,"Art/2DItems/Divination/Images/TurnTheOtherCheek",[]
113,8392,"Art/2DItems/Divination/Images/GlimmerOfHope",[]
114,8393,"Art/2DItems/Divination/Images/TheEthereal",[]
115,8394,"Art/2DItems/Divination/Images/Prosperity",[]
116,8395,"Art/2DItems/Divination/Images/TheSigil",[]
117,8396,"Art/2DItems/Divination/Images/TheDapperProdigy",[]
118,8397,"Art/2DItems/Divination/Images/TheRabidRhoa",[]
119,8398,"Art/2DItems/Divination/Images/TheSoul",[]
120,8399,"Art/2DItems/Divination/Images/TheLion",[]
121,8400,"Art/2DItems/Divination/Images/TheDragon",[]
122,8401,"Art/2DItems/Divination/Images/Rats",[]
123,8402,"Art/2DItems/Divination/Images/TheRisk",[]
124,8403,"Art/2DItems/Divination/Images/Tranquillity",[]
125,8404,"Art/2DItems/Divination/Images/HerMask",[]
126,8405,"Art/2DItems/Divination/Images/TreasureHunter",[]
127,8406,"Art/2DItems/Divination/Images/EarthDrinker",[]
128,8407,"Art/2DItems/Divination/Images/TheWolfsShadow",[]
129,8408,"Art/2DItems/Divination/Images/TheArenaChampion",[]
130,8409,"Art/2DItems/Divination/Images/TheSephirot",[]
131,8410,"Art/2DItems/Divination/Images/TheVisionary",[]
132,8411,"Art/2DItems/Divination/Images/ThunderousSkies",[]
133,8412,"Art/2DItems/Divination/Images/DyingAnguish",[]
134,8413,"Art/2DItems/Divination/Images/TheImmortal",[]
135,8415,"Art/2DItems/Divination/Images/BoundlessRealms",[]
136,8414,"Art/2DItems/Divination/Images/TheThrone",[]
137,8416,"Art/2DItems/Divination/Images/TheDevastator",[]
138,8417,"Art/2DItems/Divination/Images/DestinedtoCrumble",[]
139,8418,"Art/2DItems/Divination/Images/ShardofFate",[]
140,8419,"Art/2DItems/Divination/Images/Heterochromia",[]
141,8420,"Art/2DItems/Divination/Images/RainTempter",[]
142,8421,"Art/2DItems/Divination/Images/TheVoid",[]
143,8422,"Art/2DItems/Divination/Images/TheTyrant",[]
144,8423,"Art/2DItems/Divination/Images/TheWeb",[]
145,8424,"Art/2DItems/Divination/Images/TheHarvester",[]
146,8425,"Art/2DItems/Divination/Images/TheLunarisPriestess",[]
147,8426,"Art/2DItems/Divination/Images/EmperorOfPurity",[]
148,8427,"Art/2DItems/Divination/Images/TheCursedKing",[]
149,8428,"Art/2DItems/Divination/Images/TheStormcaller",[]
150,8429,"Art/2DItems/Divination/Images/LysahsRespite",[]
151,8430,"Art/2DItems/Divination/Images/CartographersDelight",[]
152,8432,"Art/2DItems/Divination/Images/LuckyDeck",[]
153,8433,"Art/2DItems/Divination/Images/LigthAndTruth",[]
154,8434,"Art/2DItems/Divination/Images/LuckOfTheVaal",[]
155,8435,"Art/2DItems/Divination/Images/TheEndurance",[]
156,8436,"Art/2DItems/Divination/Images/ThePenitent",[]
157,8437,"Art/2DItems/Divination/Images/TheWolf",[]
158,8438,"Art/2DItems/Divination/Images/DiallasSubjugation",[]
159,8439,"Art/2DItems/Divination/Images/TheCalling",[]
160,8440,"Art/2DItems/Divination/Images/TheValkyrie",[]
161,8441,"Art/2DItems/Divination/Images/TheFormlessSea",[]
162,8442,"Art/2DItems/Divination/Images/TheOath",[]
163,8443,"Art/2DItems/Divination/Images/TheScavenger",[]
164,8444,"Art/2DItems/Divination/Images/RussiaDivinationCard",[]
165,8445,"Art/2DItems/Divination/Images/ThePorcupine",[]
166,8446,"Art/2DItems/Divination/Images/TheComingStorm",[]
167,8447,"Art/2DItems/Divination/Images/ThePolymath",[]
168,8448,"Art/2DItems/Divination/Images/TheWolverine",[]
169,8449,"Art/2DItems/Divination/Images/Mitts",[]
170,8450,"Art/2DItems/Divination/Images/TheWretched",[]
171,8451,"Art/2DItems/Divination/Images/TheWolvenKingsBite",[]
172,8452,"Art/2DItems/Divination/Images/TheStandOff",[]
173,8453,"Art/2DItems/Divination/Images/TheForsaken",[]
174,8454,"Art/2DItems/Divination/Images/GarishPower",[]
175,8455,"Art/2DItems/Divination/Images/LingeringRemnants",[]
176,8456,"Art/2DItems/Divination/Images/TheSparkAndTheFlame",[]
177,8457,"Art/2DItems/Divination/Images/TheSaintsTreasure",[]
178,8458,"Art/2DItems/Divination/Images/CallToTheFirstOnes",[]
179,8459,"Art/2DItems/Divination/Images/TheValleyOfSteelBoxes",[]
180,8460,"Art/2DItems/Divination/Images/MightIsRight",[]
181,8461,"Art/2DItems/Divination/Images/TheOpulecent",[]
182,8462,"Art/2DItems/Divination/Images/StruckbyLightning",[]
183,8463,"Art/2DItems/Divination/Images/AtzirisArmory",[]
184,8464,"Art/2DItems/Divination/Images/TheRuthlessCeinture",[]
185,8465,"Art/2DItems/Divination/Images/NoTraces",[]
186,8466,"Art/2DItems/Divination/Images/TheRealm",[]
187,8467,"Art/2DItems/Divination/Images/TheEyeOfTheDragon",[]
188,8468,"Art/2DItems/Divination/Images/TheBlazingFire",[]
189,8469,"Art/2DItems/Divination/Images/LeftToFate",[]
190,8470,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
191,8471,"Art/2DItems/Divination/Images/TheInsatiable",[]
192,8472,"Art/2DItems/Divination/Images/TheObscured",[]
193,8473,"Art/2DItems/Divination/Images/TheIronBard",[]
194,8474,"Art/2DItems/Divination/Images/ForbiddenPower",[]
195,8475,"Art/2DItems/Divination/Images/TheBreach",[]
196,8476,"Art/2DItems/Divination/Images/TheDreamer",[]
197,8477,"Art/2DItems/Divination/Images/TheWorldEater",[0]
198,8478,"Art/2DItems/Divination/Images/TheDeceiver",[]
199,8479,"Art/2DItems/Divination/Images/BlessingOfGod",[]
200,8480,"Art/2DItems/Divination/Images/ThePuzzle",[]
201,8481,"Art/2DItems/Divination/Images/TheWitch",[]
202,8482,"Art/2DItems/Divination/Images/ImmortalResolve",[]
203,8483,"Art/2DItems/Divination/Images/TheJewellersBoon",[]
204,8484,"Art/2DItems/Divination/Images/TheDarkestDream",[]
205,8485,"Art/2DItems/Divination/Images/TheMaster",[]
206,8486,"Art/2DItems/Divination/Images/TheFathomlessDepths",[]
207,8487,"Art/2DItems/Divination/Images/TheUndaunted",[]
208,8488,"Art/2DItems/Divination/Images/TheAdmirer",[]
209,8489,"Art/2DItems/Divination/Images/TheSwordKingsSalute",[]
210,8490,"Art/2DItems/Divination/Images/TheArmyOfBlood",[]
211,8491,"Art/2DItems/Divination/Images/TheCelestialStone",[0]
212,8492,"Art/2DItems/Divination/Images/Perfection",[0]
213,8493,"Art/2DItems/Divination/Images/TheDreamland",[]
214,8494,"Art/2DItems/Divination/Images/HarmonyOfSouls",[]
215,8495,"Art/2DItems/Divination/Images/TheSamuraisEye",[1]
216,8496,"Art/2DItems/Divination/Images/TheHaleHeart",[1]
217,8497,"Art/2DItems/Divination/Images/TheMayor",[]
218,8498,"Art/2DItems/Divination/Images/TheUndisputed",[1]
219,8499,"Art/2DItems/Divination/Images/TheRiteofElements",[]
220,8500,"Art/2DItems/Divination/Images/ThreeVoices",[]
221,8501,"Art/2DItems/Divination/Images/TheProfessor",[]
222,8502,"Art/2DItems/Divination/Images/TheBeast",[]
223,8503,"Art/2DItems/Divination/Images/TheInnocent",[]
224,8504,"Art/2DItems/Divination/Images/TheWiltedRose",[]
225,8505,"Art/2DItems/Divination/Images/TheEndlessDarkness","[0,1]"
