"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1363,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1364,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,594,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,1706,"<lock>",1,1,1,9,"",1,0,"","",1,""
4,1715,"<lock>",1,1,1,12,"",1,0,"","",1,""
5,1717,"<lock>",1,1,1,7,"",1,0,"","",1,""
6,1723,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1728,"<lock>",1,1,1,10,"",1,0,"","",1,""
8,1735,"<lock>",1,1,1,11,"",1,0,"","",1,""
9,1738,"<lock>",1,1,1,39,"",1,0,"","",1,""
10,1745,"<lock>",1,1,1,40,"",1,0,"","",1,""
11,1753,"<lock>",1,1,1,41,"",1,0,"","",1,""
12,1775,"<lock>",1,1,1,12,"",1,0,"","",1,""
13,5545,"<lock>",1,1,1,4,"",1,0,"","",1,""
14,2026,"<lock>",1,1,1,40,"",1,0,"","",1,""
15,2649,"<lock>",1,1,1,39,"",1,0,"","",1,""
16,2652,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2655,"<lock>",1,1,1,41,"",1,0,"","",1,""
18,3456,"<lock>",1,1,1,39,"",1,0,"","",1,""
19,3457,"<lock>",1,1,1,40,"",1,0,"","",1,""
20,3458,"<lock>",1,1,1,41,"",1,0,"","",1,""
21,3459,"<lock>",1,1,1,6,"",1,0,"","",1,""
22,3460,"<lock>",1,1,1,5,"",1,0,"","",1,""
23,965,"<lock>","",1,"",57,"",1,0,"","",1,""
24,986,"<lock>","",1,"",57,"",1,0,"","",1,""
25,996,"<lock>","",1,"",7,"",1,0,"","",1,""
26,1003,"<lock>","",1,"",57,"",1,0,"","",1,""
27,1008,"<lock>","",1,"",57,"",1,0,"","",1,""
28,1021,"<lock>","",1,"",9,"",1,0,"","",1,""
29,1029,"<lock>","",1,"",19,"",1,0,"","",1,""
30,1034,"<lock>","",1,"",57,"",1,0,"","",1,""
31,2090,"<lock>","",1,"",57,"",1,0,"","",1,""
32,2103,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2111,"<lock>","",1,"",57,"",1,0,"","",1,""
34,3468,"<lock>","",1,"",19,"",1,0,"","",1,""
35,4452,"<lock>","",1,"",57,"",1,0,"","",1,""
36,7833,"<lock>","",1,"",57,"",1,0,"","",1,""
37,5016,"<lock>","",1,1,14,"",1,0,1,"",1,""
38,8391,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
39,8706,"<lock>",1,1,1,12,"",1,0,"","",1,""
40,8702,"<lock>",1,1,1,11,"",1,0,"","",1,""
41,8698,"<lock>",1,1,1,5,"",1,0,1,"","",""
42,8648,"<lock>",1,1,1,5,"",1,0,1,"","",""
43,1711,"<lock>",1,1,1,9,"",1,0,"","",1,""
44,1732,"<lock>",1,1,1,10,"",1,0,"","",1,""
45,1724,"<lock>",1,1,1,12,"",1,0,"","",1,""
46,1777,"<lock>",1,1,1,12,"",1,0,"","",1,""
47,7493,"<lock>",1,1,1,39,"",1,0,"","",1,""
48,7494,"<lock>",1,1,1,40,"",1,0,"","",1,""
49,7495,"<lock>",1,1,1,41,"",1,0,"","",1,""
50,8776,"<lock>",1,1,1,9,"",1,0,"","",1,""
51,8843,"<lock>",1,1,1,19,"",1,0,"","",1,""
52,8958,"<lock>",1,1,1,20,"",1,0,"","",1,""
53,2975,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
54,1762,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
55,308,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
56,576,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
57,941,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
58,1965,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
59,1697,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
60,1681,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
61,4585,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
62,333,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
63,3420,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
64,9264,"<lock>",1,1,1,30,"",1,0,1,"","",""
65,2864,"<lock>",1,1,1,38,"",1,0,"","","",""
66,9483,"<lock>",1,1,1,42,"",1,0,"","","",""
67,9676,"<lock>",1,1,"",49,"",1,0,"","","",""
68,0,"<lock>",1,1,"",45,"",1,0,"","","",""
69,875,"<lock>",1,1,"",52,"",1,0,"","","",""
70,2001,"<lock>",1,1,"",51,"",1,0,"","","",""
71,9877,"<lock>",1,1,1,7,"",1,0,"","",1,""
72,1165,"<lock>",1,1,"",64,"",1,0,"","","",""
73,9970,"<root>",1,1,"",67,"","",0,"","","",""
74,9976,"<lock>",1,1,1,68,"",1,0,"","",1,""
75,2803,"<lock>",1,1,1,73,"",1,0,"","","",""
76,10033,"<lock>",1,1,1,74,"",1,0,"","",1,""
77,9995,"<lock>",1,1,1,76,"",1,0,"","","",""
78,10116,"<lock>",1,1,1,77,"",1,0,"","","",""
79,10121,"<lock>",1,1,"",80,"",1,0,"","","",""
80,1359,"<lock>",1,1,1,41,"",1,0,"","",1,""
81,10284,"<lock>",1,1,1,101,"",1,0,"","","",""
82,10306,"<lock>",1,1,1,110,"",1,0,"","","",""
