"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32","[rid]"
0,0,0,[1],5720,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
1,0,1,[1],5935,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
2,0,2,[1],5909,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
3,0,3,[1],5673,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
4,0,4,[1],5955,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
5,0,5,[1],6127,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
6,0,6,[6],6016,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
7,0,7,[6],5963,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
8,0,8,[6],5935,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
9,0,9,[6],5909,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
10,0,10,[6],5887,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
11,0,11,[6],6032,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
12,0,12,[0],5661,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
13,0,13,[0],5887,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
14,0,14,[0],6180,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
15,0,15,[4],5662,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
16,0,16,[4],5887,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
17,0,17,[4],5939,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
18,0,18,[4],6052,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
19,0,19,[4],6148,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
20,0,20,[3],5682,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
21,0,21,[3],5680,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
22,0,22,[3],5929,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
23,0,23,[3],5939,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
24,0,24,[3],5678,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
25,0,25,[5],5720,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
26,0,26,[5],6004,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
27,0,27,[5],6074,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
28,0,28,[5],5797,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
29,0,29,[5],5955,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
30,0,30,[5],6065,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
31,0,31,[2],5887,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
32,0,32,[2],5682,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
33,0,33,[2],5909,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
34,0,34,[2],6148,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
35,3,0,[1],5947,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
36,3,1,[1],5948,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
37,3,2,[1],5854,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
38,3,3,[1],5953,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
39,3,4,[1],5674,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
40,3,5,[1],6150,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
41,3,6,[6],5947,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
42,3,7,[6],6019,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
43,3,8,[6],5800,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
44,3,9,[6],5965,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
45,3,10,[6],5930,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
46,3,11,[6],6150,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
47,3,12,[0],5795,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
48,3,13,[0],5762,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
49,3,14,[0],5965,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
50,3,15,[0],5930,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
51,3,16,[4],5965,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
52,3,17,[4],5795,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
53,3,18,[4],5764,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
54,3,19,[4],5930,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
55,3,20,[4],6026,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
56,3,21,[4],6050,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
57,3,22,[3],5792,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
58,3,23,[3],5764,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
59,3,24,[3],5743,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
60,3,25,[3],6080,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
61,3,26,[5],5792,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
62,3,27,[5],5948,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
63,3,28,[5],5743,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
64,3,29,[5],5953,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
65,3,30,[5],5674,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
66,3,31,[2],5947,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
67,3,32,[2],5792,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
68,3,33,[2],5795,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
69,3,34,[2],5930,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
70,4,0,[1],6057,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
71,4,1,[6],6044,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
72,4,2,[6],6057,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
73,4,3,[0],6044,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
74,4,4,[4],6044,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
75,4,5,[4],6046,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
76,4,6,[3],6046,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
77,4,7,[5],6046,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
78,4,8,[5],6057,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
79,4,9,[2],6044,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
80,4,10,[2],6046,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
81,4,11,[2],6057,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
82,8,0,[1],5692,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
83,8,1,[1],5750,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
84,8,2,[1],5957,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
85,8,3,[1],5984,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
86,8,4,[1],5753,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
87,8,5,[1],6123,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
88,8,6,[1],5980,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
89,8,7,[6],5683,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
90,8,8,[6],5692,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
91,8,9,[6],5818,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
92,8,10,[6],5753,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
93,8,11,[6],6167,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
94,8,12,[0],5818,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
95,8,13,[0],5683,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
96,8,14,[0],6167,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
97,8,15,[4],5683,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
98,8,16,[4],5818,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
99,8,17,[4],5686,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
100,8,18,[4],5982,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
101,8,19,[4],6167,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
102,8,20,[3],5686,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
103,8,21,[3],5689,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
104,8,22,[3],5818,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
105,8,23,[3],5957,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
106,8,24,[3],6081,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
107,8,25,[5],5689,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
108,8,26,[5],5692,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
109,8,27,[5],5686,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
110,8,28,[5],5957,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
111,8,29,[5],5827,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
112,8,30,[2],5689,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
113,8,31,[2],5692,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
