"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,6890,[7842],"[1583,7005]",20,"","","","","",1
1,6891,[7842],"[1583,7005]",20,"","","","","",1
2,6892,[7842],"[1583,7005]",20,"","","","","",1
3,6893,[7842],"[1583,7005]",20,"","","","","",1
4,6895,[7843],[1583],20,"","","","","",1
5,6896,[7843],[1583],20,"","","","","",1
6,6897,[7843],[1583],20,"","","","","",1
7,6898,[7843],[1583],20,"","","","","",1
8,6905,[7846],[],20,"","","","","",1
9,6906,[7846],[],20,"","","","","",1
10,6907,[7846],[],20,"","","","","",1
11,6908,[7846],[],20,"","","","","",1
12,6910,[7847],[],20,"","","","","",1
13,6911,[7847],[],20,"","","","","",1
14,6912,[7847],[],20,"","","","","",1
15,6913,[7847],[],20,"","","","","",1
16,6915,[7848],[],20,"","","","","",1
17,6916,[7848],[],20,"","","","","",1
18,6917,[7848],[],20,"","","","","",1
19,6918,[7848],[],20,"","","","","",1
20,6920,[7849],[],20,"","","","","",1
21,6921,[7849],[],20,"","","","","",1
22,6922,[7849],[],20,"","","","","",1
23,6923,[7849],[],20,"","","","","",1
24,6925,[7850],[],20,"","","","","",""
25,8944,[17900],[7006],1,1,"","","","",""
26,8945,[17901],[7006],1,1,"","","","",""
27,8946,[17902],[7006],1,1,"","","","",""
28,8947,[17903],"[7006,7144]",1,1,"","","","",""
29,8948,[17904],[7006],2,1,"","","","",""
30,8949,[17905],[7006],2,1,"","","","",""
31,8950,[17906],[7006],2,1,"","","","",""
32,8951,[17907],"[7006,7145]",2,1,"","","","",""
33,8952,[17908],[7006],3,1,"","","","",""
34,8953,[17909],[7006],3,1,"","","","",""
35,8954,[17910],[7006],3,1,"","","","",""
36,8955,[17911],"[7006,7146]",3,1,"","","","",""
37,8956,[17912],[7006],0,1,"","","","",""
38,8957,[17913],[7006],0,1,"","","","",""
39,8958,[17914],[7006],0,1,"","","","",""
40,8959,[17915],"[7006,7147]",0,1,"","","","",""
41,8960,[17916],[7006],0,1,"","","","",""
42,8961,[17917],[7006],0,1,"","","","",""
43,8962,[17918],[7006],0,1,"","","","",""
44,8963,[17919],[7006],0,1,"","","","",""
45,8964,[17920],[7006],4,1,1,"","","",""
46,8965,[17921],[7006],4,1,1,"","","",""
47,8966,[17922],[7006],4,1,1,"","","",""
48,8967,[17923],"[7006,7148]",4,1,1,"","","",""
49,8968,[17924],[7006],5,1,"",1,"","",""
50,8969,[17925],[7006],5,1,"",1,"","",""
51,8970,[17926],[7006],5,1,"",1,"","",""
52,8971,[17927],"[7006,7149]",5,1,"",1,"","",""
53,8972,[17928],[7006],0,1,"","","","",""
54,8973,[17929],[7006],0,1,"","","","",""
55,8974,[17930],[7006],0,1,"","","","",""
56,8975,[17931],"[7006,7150]",0,1,"","","","",""
57,8976,[17932],[7006],6,1,"","","","",""
58,8977,[17933],[7006],6,1,"","","","",""
59,8978,[17934],[7006],6,1,"","","","",""
60,8979,[17935],"[7006,7151]",6,1,"","","","",""
61,8980,[17936],[7006],7,1,"","","","",""
62,8981,[17937],[7006],7,1,"","","","",""
63,8982,[17938],[7006],7,1,"","","","",""
64,8983,[17939],"[7006,7152]",7,1,"","","","",""
65,8984,[17940],[7006],8,1,"","","","",""
66,8985,[17941],[7006],8,1,"","","","",""
67,8986,[17942],[7006],8,1,"","","","",""
68,8987,[17943],"[7006,7153]",8,1,"","","","",""
69,8988,[17944],[7006],9,1,"","","","",""
70,8989,[17945],[7006],9,1,"","","","",""
71,8990,[17946],[7006],9,1,"","","","",""
72,8991,[17947],"[7006,7154]",9,1,"","","","",""
73,8992,[17948],[7006],10,1,"","","","",""
74,8993,[17949],[7006],10,1,"","","","",""
75,8994,[17950],[7006],10,1,"","","","",""
76,8995,[17951],"[7006,7155]",10,1,"","","","",""
77,8996,[17952],[7006],11,1,"","","","",""
78,8997,[17953],[7006],11,1,"","","","",""
79,8998,[17954],[7006],11,1,"","","","",""
80,8999,[17955],"[7006,7156]",11,1,"","","","",""
81,9000,[17956],[7006],12,1,"","","","",""
82,9001,[17957],[7006],12,1,"","","","",""
83,9002,[17958],[7006],12,1,"","","","",""
84,9003,[17959],"[7006,7157]",12,1,"","","","",""
85,9004,[17960],[],13,1,"","","","",""
86,9005,[17961],[],13,1,"","","","",""
87,9006,[17962],[],13,1,"","","","",""
88,9007,[17963],[],13,1,"","","","",""
89,9008,[17964],[],14,1,"","","","",""
90,9009,[17965],[],14,1,"","","","",""
91,9010,[17966],[],14,1,"","","","",""
92,9011,[17967],[],14,1,"","","","",""
93,6951,"[19802,19807]",[],15,"","","",1,"",""
94,6952,"[19803,19808]",[],16,"","","",1,"",""
95,6953,"[19804,19809]",[],17,"","","",1,"",""
96,6954,"[19805,19810]",[],18,"","","",1,"",""
97,6955,"[19806,19811]",[],19,"","","",1,"",""
98,6956,"[19812,19817]",[],15,"","","",1,"",""
99,6957,"[19813,19818]",[],16,"","","",1,"",""
100,6958,"[19814,19819]",[],17,"","","",1,"",""
101,6959,"[19815,19820]",[],18,"","","",1,"",""
102,6960,"[19816,19821]",[],19,"","","",1,"",""
103,9014,[20162],[],20,"","","","","",""
104,9015,[20163],[],20,"","","","","",""
105,9016,[20164],[],20,"","","","","",""
106,9017,[20165],[],20,"","","","","",""
107,9018,[20166],[],20,"","","","","",""
108,9019,[20167],[],20,"","","","","",""
109,9020,[20169],[],20,"","","","","",""
110,9021,[20170],[],20,"","","","","",""
111,9022,[20171],[],20,"","","","","",""
112,9023,[20173],[],20,"","","","","",""
113,9024,[20174],[],20,"","","","","",""
114,9025,[20176],[],20,"","","","","",""
115,9026,[20177],[],20,"","","","","",""
116,6961,[7844],[],20,"","","",1,"",""
117,6976,[23544],[7776],20,1,"","","",1,""
