"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
0,1766,9999999,"[0,7,8]",0
1,1767,9999999,"[1,6]",0
2,1768,9999999,"[2,4]",0
3,1769,9999999,"[3,5]",0
4,1830,250,"[0,7,8]",1
5,1831,250,"[1,6]",1
6,1832,250,"[2,4]",1
7,1833,250,"[3,5]",1
8,1834,250,"[0,7,8]",1
9,1835,250,"[1,6]",1
10,1836,250,"[2,4]",1
11,1837,250,"[3,5]",1
12,1838,250,"[0,7,8]",1
13,1839,250,"[1,6]",1
14,1840,250,"[2,4]",1
15,1841,250,"[3,5]",1
16,1842,250,"[0,7,8]",1
17,1843,250,"[1,6]",1
18,1844,250,"[2,4]",1
19,1845,250,"[3,5]",1
20,1846,250,"[0,7,8]",1
21,1847,250,"[1,6]",1
22,1848,250,"[2,4]",1
23,1849,250,"[3,5]",1
24,1850,250,"[0,7,8]",1
25,1851,250,"[1,6]",1
26,1852,250,"[2,4]",1
27,1853,250,"[3,5]",1
28,1854,250,"[0,7,8]",1
29,1855,250,"[1,6]",1
30,1856,250,"[2,4]",1
31,1857,250,"[3,5]",1
32,1858,250,"[0,7,8]",1
33,1859,250,"[1,6]",1
34,1860,250,"[2,4]",1
35,1861,250,"[3,5]",1
36,1862,250,"[0,7,8]",1
37,1863,250,"[1,6]",1
38,1864,250,"[2,4]",1
39,1865,250,"[3,5]",1
40,1866,250,"[0,7,8]",1
41,1867,250,"[1,6]",1
42,1868,250,"[2,4]",1
43,1869,250,"[3,5]",1
44,1870,250,"[0,7,8]",1
45,1871,250,"[1,6]",1
46,1872,250,"[2,4]",1
47,1873,250,"[3,5]",1
48,1874,250,"[0,7,8]",1
49,1875,250,"[1,6]",1
50,1876,250,"[2,4]",1
51,1877,250,"[3,5]",1
52,1878,250,"[0,7,8]",1
53,1879,250,"[1,6]",1
54,1880,250,"[2,4]",1
55,1881,250,"[3,5]",1
56,1882,250,"[0,7,8]",1
57,1883,250,"[1,6]",1
58,1884,250,"[2,4]",1
59,1885,250,"[3,5]",1
60,1886,250,"[0,7,8]",1
61,1887,250,"[1,6]",1
62,1888,250,"[2,4]",1
63,1889,250,"[3,5]",1
64,1890,250,"[0,7,8]",1
65,1891,250,"[1,6]",1
66,1892,250,"[2,4]",1
67,1893,250,"[3,5]",1
68,1894,250,"[0,7,8]",1
69,1895,250,"[1,6]",1
70,1896,250,"[2,4]",1
71,1897,250,"[3,5]",1
72,1898,250,"[0,7,8]",1
73,1899,250,"[1,6]",1
74,1900,250,"[2,4]",1
75,1901,250,"[3,5]",1
76,1902,250,"[0,7,8]",1
77,1903,250,"[1,6]",1
78,1904,250,"[2,4]",1
79,1905,250,"[3,5]",1
80,1906,250,"[0,7,8]",1
81,1907,250,"[1,6]",1
82,1908,250,"[2,4]",1
83,1909,250,"[3,5]",1
84,1910,250,"[0,7,8]",1
85,1911,250,"[1,6]",1
86,1912,250,"[2,4]",1
87,1913,250,"[3,5]",1
88,1914,250,"[0,7,8]",1
89,1915,250,"[1,6]",1
90,1916,250,"[2,4]",1
91,1917,250,"[3,5]",1
92,1918,250,"[0,7,8]",1
93,1919,250,"[1,6]",1
94,1920,250,"[2,4]",1
95,1921,250,"[3,5]",1
96,1922,250,"[0,7,8]",1
97,1923,250,"[1,6]",1
98,1924,250,"[2,4]",1
99,1925,250,"[3,5]",1
100,1926,250,"[0,7,8]",1
101,1927,250,"[1,6]",1
102,1928,250,"[2,4]",1
103,1929,250,"[3,5]",1
104,1930,250,"[0,7,8]",1
105,1931,250,"[1,6]",1
106,1932,250,"[2,4]",1
107,1933,250,"[3,5]",1
108,1934,250,"[0,7,8]",1
109,1935,250,"[1,6]",1
110,1936,250,"[2,4]",1
111,1937,250,"[3,5]",1
112,1938,250,"[0,7,8]",1
113,1939,250,"[1,6]",1
114,1940,250,"[2,4]",1
115,1941,250,"[3,5]",1
116,1942,250,"[0,7,8]",1
117,1943,250,"[1,6]",1
118,1944,250,"[2,4]",1
119,1945,250,"[3,5]",1
120,1946,250,"[0,7,8]",1
121,1947,250,"[1,6]",1
122,1948,250,"[2,4]",1
123,1949,250,"[3,5]",1
124,1950,250,"[0,7,8]",1
125,1951,250,"[1,6]",1
126,1952,250,"[2,4]",1
127,1953,250,"[3,5]",1
128,1954,250,"[0,7,8]",1
129,1955,250,"[1,6]",1
130,1956,250,"[2,4]",1
131,1957,250,"[3,5]",1
132,1958,250,"[0,7,8]",1
133,1959,250,"[1,6]",1
134,1960,250,"[2,4]",1
135,1961,250,"[3,5]",1
136,1962,250,"[0,7,8]",1
137,1963,250,"[1,6]",1
138,1964,250,"[2,4]",1
139,1965,250,"[3,5]",1
140,1966,250,"[0,7,8]",1
141,1967,250,"[1,6]",1
142,1968,250,"[2,4]",1
143,1969,250,"[3,5]",1
144,1970,250,"[0,7,8]",1
145,1971,250,"[1,6]",1
146,1972,250,"[2,4]",1
147,1973,250,"[3,5]",1
148,1974,250,"[0,7,8]",1
149,1975,250,"[1,6]",1
150,1976,250,"[2,4]",1
151,1977,250,"[3,5]",1
152,1978,250,"[0,7,8]",1
153,1979,250,"[1,6]",1
154,1980,250,"[2,4]",1
155,1981,250,"[3,5]",1
156,1982,250,"[0,7,8]",1
157,1983,250,"[1,6]",1
158,1984,250,"[2,4]",1
159,1985,250,"[3,5]",1
160,1986,250,"[0,7,8]",1
161,1987,250,"[1,6]",1
162,1988,250,"[2,4]",1
163,1989,250,"[3,5]",1
164,1990,250,"[0,7,8]",1
165,1991,250,"[1,6]",1
166,1992,250,"[2,4]",1
167,1993,250,"[3,5]",1
168,1994,250,"[0,7,8]",1
169,1995,250,"[1,6]",1
170,1996,250,"[2,4]",1
171,1997,250,"[3,5]",1
172,1998,250,"[0,7,8]",1
173,1999,250,"[1,6]",1
174,2000,250,"[2,4]",1
175,2001,250,"[3,5]",1
176,2002,250,"[0,7,8]",1
177,2003,250,"[1,6]",1
178,2004,250,"[2,4]",1
179,2005,250,"[3,5]",1
180,2006,250,"[0,7,8]",1
181,2007,250,"[1,6]",1
182,2008,250,"[2,4]",1
183,2009,250,"[3,5]",1
184,2010,250,"[0,7,8]",1
185,2011,250,"[1,6]",1
186,2012,250,"[2,4]",1
187,2013,250,"[3,5]",1
188,2014,250,"[0,7,8]",1
189,2015,250,"[1,6]",1
190,2016,250,"[2,4]",1
191,2017,250,"[3,5]",1
192,1826,250,"[0,7,8]",1
193,1827,250,"[1,6]",1
194,1828,250,"[2,4]",1
195,1829,250,"[3,5]",1
196,1770,125,"[0,7,8]",2
197,1771,125,"[1,6]",2
198,1772,125,"[2,4]",2
199,1773,125,"[3,5]",2
200,1774,125,"[0,7,8]",2
201,1775,125,"[1,6]",2
202,1776,125,"[2,4]",2
203,1777,125,"[3,5]",2
204,1778,125,"[0,7,8]",2
205,1779,125,"[1,6]",2
206,1780,125,"[2,4]",2
207,1781,125,"[3,5]",2
208,1782,125,"[0,7,8]",2
209,1783,125,"[1,6]",2
210,1784,125,"[2,4]",2
211,1785,125,"[3,5]",2
212,1786,125,"[0,7,8]",2
213,1787,125,"[1,6]",2
214,1788,125,"[2,4]",2
215,1789,125,"[3,5]",2
216,1790,125,"[0,7,8]",2
217,1791,125,"[1,6]",2
218,1792,125,"[2,4]",2
219,1793,125,"[3,5]",2
220,1794,125,"[0,7,8]",2
221,1795,125,"[1,6]",2
222,1796,125,"[2,4]",2
223,1797,125,"[3,5]",2
224,1798,125,"[0,7,8]",2
225,1799,125,"[1,6]",2
226,1800,125,"[2,4]",2
227,1801,125,"[3,5]",2
228,1802,125,"[0,7,8]",2
229,1803,125,"[1,6]",2
230,1804,125,"[2,4]",2
231,1805,125,"[3,5]",2
232,1806,125,"[0,7,8]",2
233,1807,125,"[1,6]",2
234,1808,125,"[2,4]",2
235,1809,125,"[3,5]",2
236,1810,125,"[0,7,8]",2
237,1811,125,"[1,6]",2
238,1812,125,"[2,4]",2
239,1813,125,"[3,5]",2
240,1814,125,"[0,7,8]",2
241,1815,125,"[1,6]",2
242,1816,125,"[2,4]",2
243,1817,125,"[3,5]",2
244,1818,125,"[0,7,8]",2
245,1819,125,"[1,6]",2
246,1820,125,"[2,4]",2
247,1821,125,"[3,5]",2
248,1822,125,"[0,7,8]",2
249,1823,125,"[1,6]",2
250,1824,125,"[2,4]",2
251,1825,125,"[3,5]",2
252,2024,0,"[0,1,2,3,4,5,6,7,8]",3
253,2025,125,"[0,7,8]",2
254,2026,125,"[1,6]",2
255,2027,125,"[2,4]",2
256,2028,125,"[3,5]",2
257,2029,125,"[0,7,8]",2
258,2030,125,"[1,6]",2
259,2031,125,"[2,4]",2
260,2032,125,"[3,5]",2
261,2033,250,"[0,7,8]",1
262,2034,250,"[1,6]",1
263,2035,250,"[2,4]",1
264,2036,250,"[3,5]",1
265,2037,250,"[0,7,8]",1
266,2038,250,"[1,6]",1
267,2039,250,"[2,4]",1
268,2040,250,"[3,5]",1
269,2041,250,"[0,7,8]",1
270,2042,250,"[1,6]",1
271,2043,250,"[2,4]",1
272,2044,250,"[3,5]",1
273,2045,250,"[0,7,8]",1
274,2046,250,"[1,6]",1
275,2047,250,"[2,4]",1
276,2048,250,"[3,5]",1
277,2049,250,"[0,7,8]",1
278,2050,250,"[1,6]",1
279,2051,250,"[2,4]",1
280,2052,250,"[3,5]",1
281,2053,250,"[0,7,8]",1
282,2054,250,"[1,6]",1
283,2055,250,"[2,4]",1
284,2056,250,"[3,5]",1
285,2057,250,"[0,7,8]",1
286,2058,250,"[1,6]",1
287,2059,250,"[2,4]",1
288,2060,250,"[3,5]",1
289,2061,250,"[0,7,8]",1
290,2062,250,"[1,6]",1
291,2063,250,"[2,4]",1
292,2064,250,"[3,5]",1
293,2065,250,"[0,7,8]",1
294,2066,250,"[1,6]",1
295,2067,250,"[2,4]",1
296,2068,250,"[3,5]",1
297,2069,250,"[0,7,8]",1
298,2070,250,"[1,6]",1
299,2071,250,"[2,4]",1
300,2072,250,"[3,5]",1
301,2073,250,"[0,7,8]",1
302,2074,250,"[1,6]",1
303,2075,250,"[2,4]",1
304,2076,250,"[3,5]",1
305,2077,250,"[0,7,8]",1
306,2078,250,"[1,6]",1
307,2079,250,"[2,4]",1
308,2080,250,"[3,5]",1
309,2081,250,"[0,7,8]",1
310,2082,250,"[1,6]",1
311,2083,250,"[2,4]",1
312,2084,250,"[3,5]",1
313,2085,250,"[0,7,8]",1
314,2086,250,"[1,6]",1
315,2087,250,"[2,4]",1
316,2088,250,"[3,5]",1
317,2089,250,"[0,7,8]",1
318,2090,250,"[1,6]",1
319,2091,250,"[2,4]",1
320,2092,250,"[3,5]",1
321,2093,250,"[0,7,8]",1
322,2094,250,"[1,6]",1
323,2095,250,"[2,4]",1
324,2096,250,"[3,5]",1
325,2097,250,"[0,7,8]",1
326,2098,250,"[1,6]",1
327,2099,250,"[2,4]",1
328,2100,250,"[3,5]",1
329,2101,250,"[0,7,8]",1
330,2102,250,"[1,6]",1
331,2103,250,"[2,4]",1
332,2104,250,"[3,5]",1
333,2105,250,"[0,7,8]",1
334,2106,250,"[1,6]",1
335,2107,250,"[2,4]",1
336,2108,250,"[3,5]",1
337,2109,250,"[0,7,8]",1
338,2110,250,"[1,6]",1
339,2111,250,"[2,4]",1
340,2112,250,"[3,5]",1
341,2113,250,"[0,7,8]",1
342,2114,250,"[1,6]",1
343,2115,250,"[2,4]",1
344,2116,250,"[3,5]",1
345,2117,250,"[0,7,8]",1
346,2118,250,"[1,6]",1
347,2119,250,"[2,4]",1
348,2120,250,"[3,5]",1
349,2121,250,"[0,7,8]",1
350,2122,250,"[1,6]",1
351,2123,250,"[2,4]",1
352,2124,250,"[3,5]",1
353,2125,250,"[0,7,8]",1
354,2126,250,"[1,6]",1
355,2127,250,"[2,4]",1
356,2128,250,"[3,5]",1
357,2129,250,"[0,7,8]",1
358,2130,250,"[1,6]",1
359,2131,250,"[2,4]",1
360,2132,250,"[3,5]",1
361,2133,250,"[0,7,8]",1
362,2134,250,"[1,6]",1
363,2135,250,"[2,4]",1
364,2136,250,"[3,5]",1
365,2137,250,"[0,7,8]",1
366,2138,250,"[1,6]",1
367,2139,250,"[2,4]",1
368,2140,250,"[3,5]",1
369,2141,250,"[0,7,8]",1
370,2142,250,"[1,6]",1
371,2143,250,"[2,4]",1
372,2144,250,"[3,5]",1
373,2145,250,"[0,7,8]",1
374,2146,250,"[1,6]",1
375,2147,250,"[2,4]",1
376,2148,250,"[3,5]",1
377,2149,250,"[0,7,8]",1
378,2150,250,"[1,6]",1
379,2151,250,"[2,4]",1
380,2152,250,"[3,5]",1
381,2153,250,"[0,7,8]",1
382,2154,250,"[1,6]",1
383,2155,250,"[2,4]",1
384,2156,250,"[3,5]",1
385,2157,250,"[0,7,8]",1
386,2158,250,"[1,6]",1
387,2159,250,"[2,4]",1
388,2160,250,"[3,5]",1
389,2161,250,"[0,7,8]",1
390,2162,250,"[1,6]",1
391,2163,250,"[2,4]",1
392,2164,250,"[3,5]",1
393,2165,250,"[0,7,8]",1
394,2166,250,"[1,6]",1
395,2167,250,"[2,4]",1
396,2168,250,"[3,5]",1
397,2169,250,"[0,7,8]",1
398,2170,250,"[1,6]",1
399,2171,250,"[2,4]",1
400,2172,250,"[3,5]",1
401,2173,250,"[0,7,8]",1
402,2174,250,"[1,6]",1
403,2175,250,"[2,4]",1
404,2176,250,"[3,5]",1
405,2177,250,"[0,7,8]",1
406,2178,250,"[1,6]",1
407,2179,250,"[2,4]",1
408,2180,250,"[3,5]",1
409,2181,250,"[0,7,8]",1
410,2182,250,"[1,6]",1
