"rownum","InfluenceMod","UpgradedMod","bool"
0,14417,24263,1
1,14418,24264,1
2,14419,14420,""
3,14420,24265,1
4,14421,14422,""
5,14422,24266,1
6,14423,14424,""
7,14424,24267,1
8,14425,24268,1
9,14427,24269,1
10,14429,14430,""
11,14430,24270,1
12,14431,14432,""
13,14432,24271,1
14,14433,24272,1
15,14434,14435,""
16,14435,24273,1
17,14436,14437,""
18,14437,24274,1
19,14438,14439,""
20,14439,24275,1
21,14440,14441,""
22,14441,24276,1
23,14442,14443,""
24,14443,24277,1
25,14444,14445,""
26,14445,24278,1
27,14446,14447,""
28,14447,24279,1
29,14448,14449,""
30,14449,24280,1
31,14450,14451,""
32,14451,24281,1
33,14452,14453,""
34,14453,24282,1
35,20416,20417,""
36,20417,24283,1
37,20492,20493,""
38,20493,24284,1
39,20494,24285,1
40,20498,20499,""
41,20499,24288,1
42,20500,24289,1
43,20501,20502,""
44,20502,24290,1
45,20503,20504,""
46,20504,24291,1
47,20505,20506,""
48,20506,24292,1
49,20507,24293,1
50,20508,24294,1
51,20509,20510,""
52,20510,20511,""
53,20511,24295,1
54,20512,20513,""
55,20513,24296,1
56,20514,24297,1
57,20515,20516,""
58,20516,24298,1
59,20517,20518,""
60,20518,24299,1
61,20519,24300,1
62,20520,20521,""
63,20521,24301,1
64,20522,24302,1
65,20523,24303,1
66,20524,24304,1
67,20525,20526,""
68,20526,24305,1
69,20527,24306,1
70,20528,20529,""
71,20529,24307,1
72,20530,20531,""
73,20531,24308,1
74,20532,20533,""
75,20533,24309,1
76,20534,20535,""
77,20535,24310,1
78,20536,20537,""
79,20537,24311,1
80,20538,24313,1
81,20539,24314,1
82,20540,20541,""
83,20541,24315,1
84,20542,20543,""
85,20543,24316,1
86,20544,20545,""
87,20545,24317,1
88,20546,20547,""
89,20547,24318,1
90,14350,14351,""
91,14351,14352,""
92,14352,24319,1
93,14353,14354,""
94,14354,14355,""
95,14355,24320,1
96,14356,14357,""
97,14357,24321,1
98,14358,14359,""
99,14359,14360,""
100,14360,24322,1
101,14361,14362,""
102,14362,14363,""
103,14363,24323,1
104,14367,14368,""
105,14368,14369,""
106,14369,24325,1
107,14370,14371,""
108,14371,14372,""
109,14372,24326,1
110,14373,14374,""
111,14374,14375,""
112,14375,24327,1
113,14376,14377,""
114,14377,14378,""
115,14378,24328,1
116,14379,14380,""
117,14380,14381,""
118,14381,24329,1
119,14382,14383,""
120,14383,14384,""
121,14384,24330,1
