"rownum","Id","Projectile","bool","bool","bool","i32"
0,0,13,"","","",0
1,1,31,"","","",0
2,2,73,"","","",0
3,3,88,"","","",0
4,4,73,"","","",0
5,5,94,"","","",0
6,6,20,"","","",0
7,7,97,"","","",0
8,8,116,"","","",0
9,9,59,"","","",0
10,10,124,"","","",0
11,11,125,"","","",0
12,12,139,"","","",0
13,13,159,"","","",0
14,14,203,"","","",0
15,15,224,"","","",0
16,16,275,"","","",0
17,17,276,"","","",0
18,18,282,"","","",0
19,19,208,"","","",0
20,20,264,"","","",0
21,21,302,"","","",0
22,22,120,"","","",0
23,23,265,"","","",0
24,24,321,"","","",0
25,25,320,"","","",0
26,26,327,"","","",0
27,27,377,"","","",0
28,28,398,"","","",0
29,29,407,"","","",0
30,30,427,"","","",0
31,31,436,"","","",0
32,32,437,"","","",0
33,33,438,"","","",0
34,34,439,"","","",0
35,35,440,"","","",0
36,36,441,"","","",0
37,37,443,"","","",0
38,38,446,"","","",0
39,39,532,"","","",0
40,40,533,"","","",0
41,41,534,"","","",0
42,42,564,"","","",0
43,43,554,"","","",0
44,44,576,"","","",0
45,45,500,1,"","",0
46,46,571,"","","",0
47,47,577,"","","",0
48,48,580,"","","",0
49,49,581,"","","",0
50,50,578,"","","",0
51,51,589,"","","",0
52,52,594,"","","",0
53,53,597,"","","",0
54,54,602,"","","",0
55,55,611,"","","",0
56,56,617,"","","",0
57,57,618,"","","",0
58,58,619,"","","",0
59,59,620,"","","",0
60,60,621,"","","",0
61,61,622,"","","",0
62,62,623,"","","",0
63,63,624,"","","",0
64,64,625,"","","",0
65,65,626,"","","",0
66,66,627,"","","",0
67,67,628,"","","",0
68,68,556,"","","",0
69,69,670,"","","",0
70,70,671,1,1,"",0
71,71,688,"","","",0
72,72,679,1,"","",0
73,73,695,"","","",0
74,74,675,"","","",0
75,75,678,1,"","",0
76,76,713,"","","",0
77,77,602,"","","",0
78,78,696,"","","",0
79,79,697,"","","",0
80,80,558,"","","",0
81,81,560,"","","",0
82,82,778,"","","",0
83,83,807,1,"","",0
84,84,787,"","","",0
85,85,808,1,"","",0
86,86,810,"","","",0
87,87,813,1,"","",10
88,88,814,1,"","",0
89,89,815,1,"","",0
90,90,59,"","","",0
91,91,821,"",1,"",0
92,92,824,"","","",0
93,93,825,1,"","",0
94,94,816,1,"","",0
95,95,832,1,"","",0
96,96,833,1,"","",10
97,97,835,1,"","",5
98,98,836,1,"","",5
99,99,851,1,"","",5
100,100,853,"","","",0
101,101,854,1,"","",0
102,102,858,1,"","",0
103,103,866,1,"","",0
104,104,852,1,"","",0
105,105,879,"","","",0
106,106,871,"","","",0
107,107,884,"","","",0
108,108,887,"","","",0
109,109,891,"","","",0
110,110,898,1,"","",0
111,111,902,"","","",0
112,112,905,"","","",0
113,113,906,1,"","",7
114,114,928,"","","",0
115,115,930,"","","",0
116,116,126,"","","",0
117,117,935,1,"","",60
118,118,224,"","","",0
119,119,936,1,"","",100
120,120,954,"","","",0
121,121,949,"",1,"",0
122,122,957,"","","",0
123,123,950,"",1,"",0
124,124,962,"","","",0
125,125,963,"","","",0
126,126,964,"",1,"",0
127,127,970,"","","",0
128,128,948,"",1,"",0
129,129,1002,"","","",0
130,130,1003,"","","",0
131,131,1004,"","","",0
132,132,1005,"","","",0
133,133,1002,"","","",0
134,134,1003,"","","",0
135,135,1006,"",1,"",0
136,136,1007,"",1,"",0
137,137,1023,"","","",0
138,138,1031,"","","",0
139,139,105,1,"","",0
140,140,1052,1,"","",0
141,141,1069,"","",1,0
142,142,1070,"","",1,0
143,143,1075,1,"","",0
144,144,1088,"","","",0
145,145,1089,"",1,"",0
146,146,1090,"",1,"",0
147,147,1098,"","","",0
148,148,1099,"","","",0
149,149,1100,"","","",0
150,150,1114,"","","",0
151,151,1122,"","","",0
152,152,1123,"","","",0
153,153,1127,1,"","",0
154,154,1142,1,"","",30
155,155,1144,"","","",0
156,156,1143,1,"","",30
157,157,21,"","","",0
158,158,611,"","","",0
159,159,696,"","","",0
