"rownum","BaseItemType","i32","i32"
0,4301,30,105
1,4300,160,105
2,4200,150,131
3,4184,0,0
4,4303,30,105
5,4302,160,105
6,4221,150,131
7,4230,160,105
8,4140,15,3
9,4139,95,62
10,4141,200,0
11,4138,5,0
12,4305,160,131
13,4257,30,105
14,4256,160,105
15,4195,150,131
16,4294,210,234
17,4306,180,234
18,4290,150,131
19,4260,120,131
20,4218,250,131
21,4225,0,160
22,4224,0,160
23,4281,160,105
24,4261,120,131
25,4165,175,131
26,4220,200,131
27,4248,30,105
28,4251,160,105
29,4250,60,211
30,4311,0,0
31,4134,15,62
32,4133,25,62
33,4137,1100,235
34,4135,550,338
35,4130,65,62
36,4129,45,62
37,4219,450,340
38,4136,550,340
39,4181,0,0
40,4190,180,131
41,4152,0,0
42,4151,0,0
43,4150,0,0
44,4149,0,0
45,4148,0,0
46,4229,160,105
47,4212,150,131
48,4236,0,160
49,4189,150,131
50,4231,150,0
51,4304,160,0
52,4187,180,131
53,4188,100,131
54,4199,80,62
55,4267,320,211
56,4222,150,131
57,4173,80,62
58,4296,0,0
59,4297,0,0
60,4295,0,0
61,4283,30,105
62,4210,0,0
63,4255,160,0
64,4196,0,0
65,4284,160,105
66,4285,30,105
67,4226,30,105
68,4272,0,0
69,4186,150,131
70,4193,0,0
71,4192,0,0
72,4146,0,0
73,4145,0,0
74,4144,0,0
75,4143,0,0
76,4142,0,0
77,4235,0,0
78,4310,30,105
79,4249,30,105
80,4252,160,105
81,4237,160,105
82,4233,30,105
83,4271,0,0
84,4286,160,105
85,4287,30,105
86,4234,1,160
87,4244,0,0
88,4213,160,131
89,4185,120,131
90,4247,0,0
91,4228,0,0
92,4262,120,131
93,4214,190,235
94,4275,160,0
95,4263,160,235
96,4254,160,0
97,4161,0,0
98,4201,0,0
99,4203,0,0
100,4202,0,0
101,4205,0,0
102,4204,0,0
103,4158,0,0
104,4215,0,0
105,4197,220,235
106,4127,50,62
107,4126,20,62
108,4128,0,0
109,4125,45,62
110,4124,15,62
111,4123,55,62
112,4122,25,62
113,4156,250,235
114,4174,150,131
115,4164,250,131
116,4273,0,0
117,4276,0,0
118,4177,45,131
119,4217,55,131
120,4176,55,131
121,4238,160,105
122,4232,30,105
123,4270,0,0
124,4153,150,131
125,4268,30,105
126,4266,160,105
127,4243,0,0
128,4242,0,0
129,4241,0,0
130,4240,0,0
131,4239,0,0
132,4178,0,0
133,4289,150,235
134,4278,0,0
135,4277,350,0
136,4223,0,0
137,4191,120,131
138,4160,0,0
139,4316,0,0
140,4155,0,0
141,4227,30,105
142,4298,90,131
143,4307,160,105
144,4299,0,0
145,4282,160,105
146,4246,150,131
147,4163,25,3
148,4162,120,131
149,4309,160,105
150,4308,30,105
151,4313,0,0
152,4314,0,0
153,4183,100,44
154,4198,0,0
155,4245,260,338
156,4154,150,131
157,4167,80,62
158,4280,30,105
159,4209,180,235
160,4166,120,131
161,4179,120,0
162,4265,160,105
163,4269,30,105
164,4264,160,131
165,4207,190,235
166,4159,150,131
167,4211,30,62
168,4253,160,131
169,4157,250,235
170,4121,330,235
171,4120,550,340
172,4119,85,62
173,4194,250,131
174,4182,0,0
175,4259,30,105
176,4258,160,105
177,4292,0,0
178,4291,350,0
179,678,100,0
180,429,90,0
181,2218,110,217
182,2217,125,217
183,2195,110,217
184,2194,125,217
185,1042,110,217
186,416,10,200
187,1686,125,217
188,1685,110,217
189,2002,115,200
190,727,90,62
191,1132,110,270
192,401,75,200
193,609,110,131
194,2228,125,200
195,1540,95,131
196,1106,95,0
197,1873,120,220
198,1631,100,131
199,1628,125,62
200,1592,120,0
201,2037,110,205
202,2172,120,205
203,2170,120,271
204,2043,125,270
205,1651,0,271
206,1738,110,200
207,402,95,131
208,439,100,200
209,434,95,200
210,432,25,62
211,419,95,200
212,1563,110,217
213,1564,125,217
214,1818,135,200
215,674,80,131
216,2001,120,200
217,2311,110,217
218,2310,125,217
219,667,100,200
220,819,100,131
221,744,95,200
222,1876,95,131
223,1627,110,131
224,1152,125,131
225,930,125,131
226,926,120,131
227,2174,125,0
228,1632,125,131
229,435,90,62
230,1864,130,200
231,1866,0,0
232,1900,110,217
233,1904,125,217
234,406,80,0
235,677,90,131
236,2084,110,217
237,2083,125,217
238,2282,0,0
239,2039,125,205
240,1877,115,205
241,1578,110,217
242,1579,125,217
243,2237,120,270
244,2236,125,270
245,1217,125,217
246,2098,110,217
247,2097,125,217
248,431,90,0
249,2334,110,217
250,2333,125,217
251,1111,90,131
252,1114,100,131
253,1109,90,131
254,1112,125,131
255,1110,80,131
256,1113,85,200
257,725,75,0
258,730,75,0
259,1717,95,0
260,1041,125,0
261,438,65,0
262,726,75,0
263,1022,90,0
264,713,90,131
265,751,125,131
266,1629,130,220
267,673,95,62
268,440,80,0
269,676,80,62
270,1127,110,131
271,729,90,131
272,623,110,131
273,1138,110,217
274,1789,110,217
275,1784,125,217
276,2175,0,220
277,418,35,62
278,773,120,131
279,410,15,62
280,835,110,131
281,775,120,200
282,1107,110,131
283,731,75,131
284,675,90,131
285,823,110,131
286,1082,125,217
287,409,90,200
288,2176,0,0
289,1123,110,131
290,1009,120,200
291,929,125,131
292,1122,100,131
293,428,120,131
294,1626,115,160
295,825,100,0
296,826,100,131
297,728,95,131
298,610,95,131
299,1824,0,220
300,611,95,0
301,1630,130,0
302,824,100,131
303,711,90,131
304,1081,125,131
305,1043,110,217
306,1130,115,0
307,1131,95,62
308,1129,110,131
309,1118,95,0
310,1126,125,0
311,1128,90,0
312,1732,100,131
313,1124,105,200
314,1915,110,217
315,1919,125,217
316,2399,0,269
317,2397,125,200
318,2398,125,269
319,2395,0,200
320,2396,125,200
321,2363,0,269
322,417,70,131
323,1120,125,131
324,2269,115,0
325,2142,125,270
326,2379,0,0
327,2394,125,269
328,2130,125,200
329,1135,125,200
330,2378,125,269
331,2377,125,269
332,2264,120,200
333,1121,100,131
334,2275,125,200
335,2376,135,200
336,2278,120,200
337,1639,120,131
338,1742,125,200
339,1145,95,220
340,1146,130,200
341,2267,115,200
342,2280,135,200
343,2268,115,200
344,1865,125,131
345,2131,150,270
346,2271,125,200
347,2279,120,200
348,2270,0,271
349,2004,120,271
350,1147,100,200
351,2062,0,0
352,2061,0,0
353,2060,0,0
354,2059,130,0
355,2277,0,0
356,1645,115,131
357,2177,0,0
358,829,90,220
359,1788,110,217
360,1783,125,217
361,636,100,131
362,822,120,131
363,821,100,131
364,1887,0,0
365,414,25,62
366,2276,115,0
367,1700,110,217
368,1701,125,217
369,2141,120,270
370,1743,120,200
371,437,55,62
372,1108,110,217
373,1125,85,160
374,1623,100,62
375,985,110,131
376,708,70,131
377,845,110,131
378,1151,100,160
379,2393,0,269
380,707,80,0
381,712,90,131
382,1862,110,131
383,430,90,0
384,436,70,62
385,2274,0,0
386,2273,0,0
387,2272,0,0
388,454,0,0
389,737,200,200
390,833,0,0
391,2211,320,411
392,2216,180,272
393,2215,150,189
394,2206,130,91
395,2205,100,133
396,2208,80,52
397,2213,80,161
398,2210,230,244
399,2207,80,52
400,2209,250,184
401,2212,180,272
402,672,100,0
403,619,60,0
404,488,40,0
405,2187,320,411
406,2193,180,272
407,2192,150,189
408,2181,100,133
409,2182,130,91
410,2184,80,52
411,2190,80,161
412,2186,230,244
413,2183,80,52
414,2185,250,184
415,2188,180,272
416,2239,180,0
417,2240,180,0
418,2241,130,0
419,2243,80,0
420,2242,80,0
421,2244,250,0
422,2245,210,0
423,902,150,0
424,423,15,62
