"rownum","BaseItemTypesKey","ItemCurrentLevel","Experience"
0,5654,1,0
1,5654,2,70
2,5654,3,378
3,5654,4,1932
4,5654,5,8599
5,5654,6,34646
6,5654,7,84371
7,5654,8,180085
8,5654,9,349680
9,5654,10,633439
10,5654,11,1087435
11,5654,12,1790563
12,5654,13,2851786
13,5654,14,4917656
14,5654,15,7424766
15,5654,16,13223702
16,5654,17,28307621
17,5654,18,56100356
18,5654,19,99970095
19,5654,20,342051651
20,5655,1,0
21,5655,2,15249
22,5655,3,56766
23,5655,4,138749
24,5655,5,286717
25,5655,6,537274
26,5655,7,942360
27,5655,8,1390078
28,5655,9,2005396
29,5655,10,2840035
30,5655,11,4410795
31,5655,12,6044782
32,5655,13,8195812
33,5655,14,11008001
34,5655,15,16107361
35,5655,16,25508092
36,5655,17,40781458
37,5655,18,67068040
38,5655,19,129958630
39,5655,20,342004647
40,5656,1,0
41,5656,2,9569
42,5656,3,37758
43,5656,4,96904
44,5656,5,208096
45,5656,6,401896
46,5656,7,722176
47,5656,8,1081266
48,5656,9,1579774
49,5656,10,2261831
50,5656,11,3183608
51,5656,12,4911487
52,5656,13,6703256
53,5656,14,9056935
54,5656,15,12127847
55,5656,16,21223313
56,5656,17,37263203
57,5656,18,67080320
58,5656,19,129975376
59,5656,20,342026975
60,5659,1,0
61,5659,2,15249
62,5659,3,56766
63,5659,4,138749
64,5659,5,286717
65,5659,6,537274
66,5659,7,942360
67,5659,8,1390078
68,5659,9,2005396
69,5659,10,2840035
70,5659,11,4410795
71,5659,12,6044782
72,5659,13,8195812
73,5659,14,11008001
74,5659,15,16107361
75,5659,16,25508092
76,5659,17,40781458
77,5659,18,67068040
78,5659,19,129958630
79,5659,20,342004647
80,5661,1,0
81,5661,2,70
82,5661,3,378
83,5661,4,1932
84,5661,5,8599
85,5661,6,34646
86,5661,7,84371
87,5661,8,180085
88,5661,9,349680
89,5661,10,633439
90,5661,11,1087435
91,5661,12,1790563
92,5661,13,2851786
93,5661,14,4917656
94,5661,15,7424766
95,5661,16,13223702
96,5661,17,28307621
97,5661,18,56100356
98,5661,19,99970095
99,5661,20,342051651
100,5662,1,0
101,5662,2,70
102,5662,3,378
103,5662,4,1932
104,5662,5,8599
105,5662,6,34646
106,5662,7,84371
107,5662,8,180085
108,5662,9,349680
109,5662,10,633439
110,5662,11,1087435
111,5662,12,1790563
112,5662,13,2851786
113,5662,14,4917656
114,5662,15,7424766
115,5662,16,13223702
116,5662,17,28307621
117,5662,18,56100356
118,5662,19,99970095
119,5662,20,342051651
120,5663,1,0
121,5663,2,9569
122,5663,3,37758
123,5663,4,96904
124,5663,5,208096
125,5663,6,401896
126,5663,7,722176
127,5663,8,1081266
128,5663,9,1579774
129,5663,10,2261831
130,5663,11,3183608
131,5663,12,4911487
132,5663,13,6703256
133,5663,14,9056935
134,5663,15,12127847
135,5663,16,21223313
136,5663,17,37263203
137,5663,18,67080320
138,5663,19,129975376
139,5663,20,342026975
140,5664,1,0
141,5664,2,9569
142,5664,3,37758
143,5664,4,96904
144,5664,5,208096
145,5664,6,401896
146,5664,7,722176
147,5664,8,1081266
148,5664,9,1579774
149,5664,10,2261831
150,5664,11,3183608
151,5664,12,4911487
152,5664,13,6703256
153,5664,14,9056935
154,5664,15,12127847
155,5664,16,21223313
156,5664,17,37263203
157,5664,18,67080320
158,5664,19,129975376
159,5664,20,342026975
160,5665,1,0
161,5665,2,70
162,5665,3,378
163,5665,4,1932
164,5665,5,8599
165,5665,6,34646
166,5665,7,84371
167,5665,8,180085
168,5665,9,349680
169,5665,10,633439
170,5665,11,1087435
171,5665,12,1790563
172,5665,13,2851786
173,5665,14,4917656
174,5665,15,7424766
175,5665,16,13223702
176,5665,17,28307621
177,5665,18,56100356
178,5665,19,99970095
179,5665,20,342051651
180,5667,1,0
181,5667,2,15249
182,5667,3,56766
183,5667,4,138749
184,5667,5,286717
185,5667,6,537274
186,5667,7,942360
187,5667,8,1390078
188,5667,9,2005396
189,5667,10,2840035
190,5667,11,4410795
191,5667,12,6044782
192,5667,13,8195812
193,5667,14,11008001
194,5667,15,16107361
195,5667,16,25508092
196,5667,17,40781458
197,5667,18,67068040
198,5667,19,129958630
199,5667,20,342004647
200,5668,1,0
201,5668,2,252595
202,5668,3,566989
203,5668,4,955723
204,5668,5,1433160
205,5668,6,2016946
206,5668,7,2727305
207,5668,8,4082816
208,5668,9,5221693
209,5668,10,6589926
210,5668,11,8228264
211,5668,12,10184912
212,5668,13,13840096
213,5668,14,16857423
214,5668,15,20433655
215,5668,16,29598386
216,5668,17,47459814
217,5668,18,93492200
218,5668,19,180740239
219,5668,20,338712291
220,5669,1,0
221,5669,2,70
222,5669,3,378
223,5669,4,1932
224,5669,5,8599
225,5669,6,34646
226,5669,7,84371
227,5669,8,180085
228,5669,9,349680
229,5669,10,633439
230,5669,11,1087435
231,5669,12,1790563
232,5669,13,2851786
233,5669,14,4917656
234,5669,15,7424766
235,5669,16,13223702
236,5669,17,28307621
237,5669,18,56100356
238,5669,19,99970095
239,5669,20,342051651
240,5670,1,0
241,5670,2,9569
242,5670,3,37758
243,5670,4,96904
244,5670,5,208096
245,5670,6,401896
246,5670,7,722176
247,5670,8,1081266
248,5670,9,1579774
249,5670,10,2261831
250,5670,11,3183608
251,5670,12,4911487
252,5670,13,6703256
253,5670,14,9056935
254,5670,15,12127847
255,5670,16,21223313
256,5670,17,37263203
257,5670,18,67080320
258,5670,19,129975376
259,5670,20,342026975
260,5671,1,0
261,5671,2,49725
262,5671,3,145439
263,5671,4,315034
264,5671,5,514379
265,5671,6,800194
266,5671,7,1201538
267,5671,8,1755917
268,5671,9,2510966
269,5671,10,3527499
270,5671,11,5426101
271,5671,12,7390120
272,5671,13,9963851
273,5671,14,14640290
274,5671,15,17657617
275,5671,16,25480618
276,5671,17,40744826
277,5671,18,67017671
278,5671,19,129889945
279,5671,20,341913067
280,5674,1,0
281,5674,2,841
282,5674,3,3940
283,5674,4,11373
284,5674,5,34268
285,5674,6,83993
286,5674,7,179707
287,5674,8,349302
288,5674,9,633061
289,5674,10,1087057
290,5674,11,1790185
291,5674,12,2851408
292,5674,13,4917278
293,5674,14,7424388
294,5674,15,9998119
295,5674,16,17609470
296,5674,17,31047378
297,5674,18,56099525
298,5674,19,99968961
299,5674,20,342050139
300,5677,1,0
301,5677,2,9569
302,5677,3,37758
303,5677,4,96904
304,5677,5,208096
305,5677,6,401896
306,5677,7,722176
307,5677,8,1081266
308,5677,9,1579774
309,5677,10,2261831
310,5677,11,3183608
311,5677,12,4911487
312,5677,13,6703256
313,5677,14,9056935
314,5677,15,12127847
315,5677,16,21223313
316,5677,17,37263203
317,5677,18,67080320
318,5677,19,129975376
319,5677,20,342026975
320,5682,1,0
321,5682,2,70
322,5682,3,378
323,5682,4,1932
324,5682,5,8599
325,5682,6,34646
326,5682,7,84371
327,5682,8,180085
328,5682,9,349680
329,5682,10,633439
330,5682,11,1087435
331,5682,12,1790563
332,5682,13,2851786
333,5682,14,4917656
334,5682,15,7424766
335,5682,16,13223702
336,5682,17,28307621
337,5682,18,56100356
338,5682,19,99970095
339,5682,20,342051651
340,5683,1,0
341,5683,2,3231
342,5683,3,12800
343,5683,4,40989
344,5683,5,100135
345,5683,6,211327
346,5683,7,405127
347,5683,8,725407
348,5683,9,1233246
349,5683,10,1787625
350,5683,11,2542674
351,5683,12,3559207
352,5683,13,5457809
353,5683,14,7421828
354,5683,15,9995559
355,5683,16,17606398
356,5683,17,31043282
357,5683,18,56093893
358,5683,19,99961281
359,5683,20,342039899
360,5684,1,0
361,5684,2,69833
362,5684,3,198382
363,5684,4,352935
364,5684,5,578309
365,5684,6,898981
366,5684,7,1346699
367,5684,8,1962017
368,5684,9,2796656
369,5684,10,4367416
370,5684,11,6001403
371,5684,12,8152433
372,5684,13,10964622
373,5684,14,14619806
374,5684,15,17637133
375,5684,16,25456038
376,5684,17,40712051
377,5684,18,66972606
378,5684,19,129828493
379,5684,20,341831131
380,5686,1,0
381,5686,2,3231
382,5686,3,12800
383,5686,4,40989
384,5686,5,100135
385,5686,6,211327
386,5686,7,405127
387,5686,8,725407
388,5686,9,1233246
389,5686,10,1787625
390,5686,11,2542674
391,5686,12,3559207
392,5686,13,5457809
393,5686,14,7421828
394,5686,15,9995559
395,5686,16,17606398
396,5686,17,31043282
397,5686,18,56093893
398,5686,19,99961281
399,5686,20,342039899
400,5685,1,0
401,5685,2,388734
402,5685,3,866171
403,5685,4,1449957
404,5685,5,2160316
405,5685,6,3515827
406,5685,7,4654704
407,5685,8,6022937
408,5685,9,7661275
409,5685,10,9617923
410,5685,11,13273107
411,5685,12,16290434
412,5685,13,19866666
413,5685,14,24098333
414,5685,15,26493411
415,5685,16,34914474
416,5685,17,51074457
417,5685,18,92244824
418,5685,19,179039272
419,5685,20,336444335
420,5688,1,0
421,5688,2,285815
422,5688,3,538410
423,5688,4,852804
424,5688,5,1241538
425,5688,6,1718975
