"rownum","string","[rid]","i32"
0,"steelskin_hit",[19],0
1,"steelskin_hit",[255],1
2,"steelskin_hit",[20],2
3,"steelskin_fadeout",[13],0
4,"steelskin_fadeout",[256],1
5,"steelskin_fadeout",[14],2
6,"divine_cry_weapon_left",[307],0
7,"divine_cry_weapon_left",[365],2
8,"divine_cry_weapon_left",[367],3
9,"divine_cry_weapon_right",[306],0
10,"divine_cry_weapon_right",[366],2
11,"divine_cry_weapon_right",[368],3
12,"chain_strike_dash",[10],0
13,"chain_strike_dash",[309],1
14,"chain_strike_hit",[11],0
15,"chain_strike_hit",[310],1
16,"arcane_cloak_block",[80],0
17,"arcane_cloak_block",[311],1
18,"arcane_cloak_fade_out",[79],0
19,"arcane_cloak_fade_out",[312],1
20,"igniting_flask_in_hand",[313],0
21,"igniting_flask_in_hand_scion_pls",[314],0
22,"weapon_trap_weapon",[318],0
23,"ambush_teleport_in",[324],0
24,"ambush_teleport_out",[325],0
25,"rage_slash_weapon",[326],0
26,"rage_slash_weapon",[510],1
27,"soulfeast_hand_surge",[327],0
28,"soulfeast_hand_surge",[474],1
29,"lightning_strike_proj_hit",[328],0
30,"lightning_strike_proj_hit",[328],1
31,"lightning_strike_proj_hit",[329],2
32,"lightning_strike_proj_hit",[437],3
33,"lightning_strike_proj_hit",[506],4
34,"lightning_strike_vaal_blade",[330],0
35,"lightning_strike_vaal_blade",[330],1
36,"lightning_strike_vaal_blade",[342],2
37,"lightning_strike_vaal_blade",[438],3
38,"lightning_strike_vaal_blade",[507],4
39,"burning_arrow_stuck_fade",[71],0
40,"burning_arrow_stuck_fade",[333],1
41,"dash_afterimage",[57],0
42,"dash_char",[54],0
43,"dash_afterimage",[58],1
44,"dash_char",[55],1
45,"dash_afterimage",[59],2
46,"dash_char",[56],2
47,"dash_afterimage",[59],3
48,"dash_char",[56],3
49,"dash_afterimage",[161],4
50,"dash_char",[160],4
51,"dash_afterimage",[335],5
52,"dash_char",[334],5
53,"dash_char",[439],6
54,"dash_char_end",[440],6
55,"spectral_helix_weapon_effect",[341],0
56,"leap_slam",[344],10
57,"leap_slam",[347],12
58,"leap_slam",[345],14
59,"leap_slam",[346],16
60,"leap_slam",[343],19
61,"leap_slam",[347],21
62,"leap_slam_warp_out",[41],22
63,"leap_slam_warp_in",[42],22
64,"arc_hit",[34],8
65,"arc_hit",[147],10
66,"arc_hit",[348],12
67,"arc_lucky_begin",[35],8
68,"chronomancer_after_image",[349],0
69,"chronomancer_rewind_in_place",[369],0
70,"chronomancer_clone_rewind",[370],0
71,"attached_projectile_effect_arrow_loop",[186],1
72,"attached_projectile_effect_arrow_loop",[226],2
73,"attached_projectile_effect_arrow_loop",[296],3
74,"attached_projectile_effect_arrow_loop",[350],4
75,"attached_projectile_effect_arrow_loop",[462],5
76,"attached_projectile_effect_arrow_once",[187],1
77,"attached_projectile_effect_arrow_once",[227],2
78,"attached_projectile_effect_arrow_once",[297],3
79,"attached_projectile_effect_arrow_once",[351],4
80,"attached_projectile_effect_arrow_once",[463],5
81,"attached_projectile_effect_spell_loop",[188],1
82,"attached_projectile_effect_spell_loop",[228],2
83,"attached_projectile_effect_spell_loop",[298],3
84,"attached_projectile_effect_spell_loop",[352],4
85,"attached_projectile_effect_spell_loop",[464],5
86,"attached_projectile_effect_spell_once",[189],1
87,"attached_projectile_effect_spell_once",[229],2
88,"attached_projectile_effect_spell_once",[299],3
89,"attached_projectile_effect_spell_once",[353],4
90,"attached_projectile_effect_spell_once",[465],5
91,"attached_projectile_effect_mortar_1",[193],1
92,"attached_projectile_effect_mortar_1",[230],2
93,"attached_projectile_effect_mortar_1",[300],3
94,"attached_projectile_effect_mortar_1",[354],4
95,"attached_projectile_effect_mortar_1",[466],5
96,"attached_projectile_effect_mortar_2",[195],1
97,"attached_projectile_effect_mortar_2",[231],2
98,"attached_projectile_effect_mortar_2",[301],3
99,"attached_projectile_effect_mortar_2",[355],4
100,"attached_projectile_effect_mortar_2",[467],5
101,"attached_projectile_effect_mortar_3",[196],1
102,"attached_projectile_effect_mortar_3",[232],2
103,"attached_projectile_effect_mortar_3",[302],3
104,"attached_projectile_effect_mortar_3",[356],4
105,"attached_projectile_effect_mortar_3",[468],5
106,"attached_projectile_effect_mortar_4",[197],1
107,"attached_projectile_effect_mortar_4",[233],2
108,"attached_projectile_effect_mortar_4",[303],3
109,"attached_projectile_effect_mortar_4",[357],4
110,"attached_projectile_effect_mortar_4",[469],5
111,"poisonous_concoction_in_hand",[358],0
112,"poisonous_concoction_in_hand_scion_pls",[359],0
113,"poisonous_concoction_in_hand",[479],1
114,"poisonous_concoction_in_hand_scion_pls",[480],1
115,"poisonous_concoction_in_hand",[508],2
116,"poisonous_concoction_in_hand_scion_pls",[509],2
117,"shield_charge_charge",[260],0
118,"shield_charge_charge",[264],4
119,"shield_charge_charge",[360],5
120,"shield_charge_hit_flash",[23],0
121,"shield_charge_hit_flash",[33],2
122,"shield_charge_hit_flash",[23],3
123,"shield_charge_hit_flash",[267],4
124,"shield_charge_hit_flash",[361],5
125,"shield_charge_shield",[257],0
126,"shield_charge_shield",[261],2
127,"shield_charge_shield",[257],3
128,"shield_charge_shield",[257],4
129,"shield_charge_shield",[257],5
130,"shield_charge_shield_fadein",[258],0
131,"shield_charge_shield_fadein",[262],2
132,"shield_charge_shield_fadein",[258],3
133,"shield_charge_shield_fadein",[258],4
134,"shield_charge_shield_fadein",[258],5
135,"shield_charge_shield_fadeout",[259],0
136,"shield_charge_shield_fadeout",[263],2
137,"shield_charge_shield_fadeout",[259],3
138,"shield_charge_shield_fadeout",[259],4
139,"shield_charge_shield_fadeout",[259],5
140,"flame_dash_epk",[222],11
141,"virulent_arrow_epk",[371],0
142,"virulent_arrow_epk",[372],1
143,"virulent_arrow_epk",[374],2
144,"virulent_arrow_epk",[403],3
145,"tempest_shield_shield",[373],0
146,"tempest_shield_shield",[402],1
147,"tornado_shot_epk",[375],0
148,"tornado_shot_epk",[375],2
149,"tornado_shot_epk",[386],3
150,"tornado_shot_epk",[445],4
151,"soul_link",[380],0
152,"flame_link",[381],0
153,"remora_link",[382],0
154,"bulwark_link",[383],0
155,"trigger_link",[384],0
156,"critical_link",[385],0
157,"expanding_fire_cone_epk",[387],1
158,"crackling_lance_sparkle_boi_first_stage_epk",[200],0
159,"crackling_lance_sparkle_boi_first_stage_epk",[234],1
160,"crackling_lance_sparkle_boi_first_stage_epk",[390],2
161,"crackling_lance_sparkle_boi_second_stage_epk",[201],0
162,"crackling_lance_sparkle_boi_second_stage_epk",[235],1
163,"crackling_lance_sparkle_boi_second_stage_epk",[391],2
164,"crackling_lance_sparkle_boi_third_stage_epk",[202],0
165,"crackling_lance_sparkle_boi_third_stage_epk",[236],1
166,"crackling_lance_sparkle_boi_third_stage_epk",[392],2
167,"crackling_lance_sparkle_boi_fourth_stage_epk",[203],0
168,"crackling_lance_sparkle_boi_fourth_stage_epk",[237],1
169,"crackling_lance_sparkle_boi_fourth_stage_epk",[393],2
170,"crackling_lance_on_hit_epk",[185],0
171,"crackling_lance_on_hit_epk",[225],1
172,"crackling_lance_on_hit_epk",[389],2
173,"molten_shell_shell_epk",[241],4
174,"bubble_shield_hit",[449],0
175,"hydrosphere_revert_epk",[245],0
176,"hydrosphere_revert_epk",[459],1
177,"slither_wither",[37],0
178,"slither_wither",[278],1
179,"laser_spears_spear_glow",[448],0
180,"boneshatter_target_hit",[501],1
181,"cobra_lash_crit",[39],0
182,"cobra_lash_crit",[502],1
183,"venom_gyre_whirling_blades",[60],0
184,"venom_gyre_whirling_blades",[503],1
185,"whirling_blades_fade_out",[504],7
186,"whirling_blades_fade_in",[505],7
187,"kinetic_blast_wand_effect",[72],0
188,"kinetic_blast_wand_effect",[72],1
189,"kinetic_blast_wand_effect",[511],2
190,"ring_of_ice_statue_shatter",[534],0
191,"ring_of_ice_weapon_shatter",[535],0
192,"vaal_flicker_cut_wound",[536],0
193,"vaal_flicker_cut_wound",[549],1
194,"vaal_flicker_cut_wound",[552],2
195,"vaal_flicker_cut_wound",[555],4
196,"vaal_flicker_cut_wound2",[537],0
197,"vaal_flicker_cut_wound2",[550],1
198,"vaal_flicker_cut_wound2",[553],2
199,"vaal_flicker_cut_wound2",[556],4
200,"vaal_flicker_cut_wound3",[538],0
201,"vaal_flicker_cut_wound3",[551],1
202,"vaal_flicker_cut_wound3",[554],2
203,"vaal_flicker_cut_wound3",[557],4
