"rownum","ModsKey","AtlasModTiers"
0,12954,2
1,12955,2
2,12956,3
3,12957,2
4,12958,3
5,12959,2
6,12960,3
7,12961,2
8,12962,3
9,12963,2
10,12964,2
11,12965,3
12,12966,2
13,12967,3
14,12968,2
15,12969,3
16,12970,2
17,12971,3
18,12972,2
19,12973,3
20,12974,2
21,12975,3
22,12976,2
23,12977,2
24,12978,2
25,12979,2
26,12980,3
27,12981,2
28,12982,3
29,12983,2
30,12984,3
31,12985,2
32,12986,3
33,12987,2
34,12988,3
35,12989,2
36,12990,3
37,12991,2
38,12992,3
39,12993,2
40,12994,2
41,12995,3
42,12996,2
43,12997,3
44,12998,2
45,12999,3
46,13000,2
47,13001,3
48,13002,2
49,13003,3
50,13004,2
51,13005,3
52,13006,2
53,13007,3
54,13008,2
55,13009,3
56,13010,2
57,13011,3
58,13012,2
59,13013,3
60,13014,2
61,13015,3
62,13016,2
63,13017,3
64,13018,2
65,13019,3
66,13020,2
67,13021,3
68,13022,2
69,13023,3
70,13024,2
71,13025,3
72,13026,2
73,13027,3
74,13028,2
75,13029,3
76,13030,2
77,13031,3
78,13032,2
79,13033,3
80,13034,2
81,13035,3
82,13036,2
83,13037,3
84,13038,2
85,13039,3
86,13040,2
87,13041,3
88,13042,2
89,13043,3
90,13044,2
91,13045,3
92,13048,2
93,13049,3
94,13050,2
95,13051,3
96,13052,2
97,13053,3
98,13054,2
99,13055,2
100,13056,2
101,13057,3
102,13058,3
103,13059,3
104,13060,2
105,13061,3
106,13062,2
107,13063,3
108,20500,2
109,20501,3
110,20511,2
111,20512,3
112,20515,2
113,20516,3
114,20517,2
115,20518,3
116,20519,2
117,20520,2
118,20521,2
119,20522,3
120,20523,2
121,20524,3
122,20525,2
123,20568,2
124,20569,3
125,20572,2
126,20573,3
127,20809,2
128,20810,3
129,20963,2
130,20964,3
131,22041,2
132,22042,3
133,22786,2
134,22787,3
135,22782,2
136,22783,3
137,24350,2
138,24351,3
139,24352,2
140,24353,3
