"rownum","ModsKey","Weight","MinLevel","MaxLevel"
0,20350,80,13,100
1,20351,80,0,100
2,20352,80,0,100
3,20353,40,13,100
4,20354,40,0,100
5,20355,40,0,100
6,20356,120,13,100
7,20357,120,0,100
8,20358,120,0,100
9,20359,80,20,100
10,20360,80,20,100
11,20361,80,20,100
12,20362,50,68,100
13,20363,50,68,100
14,20364,50,68,100
15,20365,50,40,100
16,20366,50,40,100
17,20367,50,40,100
18,20368,80,13,100
19,20369,80,0,100
20,20370,80,0,100
21,20371,120,13,100
22,20372,120,0,100
23,20373,120,0,100
24,20374,120,13,100
25,20375,120,0,100
26,20376,120,0,100
27,20377,120,13,100
28,20378,120,68,100
29,20379,120,68,100
30,20380,80,13,100
31,20381,80,0,100
32,20382,80,0,100
33,20383,50,68,100
34,20384,50,68,100
35,20385,0,68,100
36,20386,50,68,100
37,20387,50,68,100
38,20388,0,68,100
39,20389,50,68,100
40,20390,50,68,100
41,20391,50,68,100
42,20392,50,40,100
43,20393,50,40,100
44,20394,0,40,100
45,20395,80,20,100
46,20396,50,50,100
47,20397,37,68,100
48,20398,50,30,100
49,20399,80,13,100
50,20400,120,13,100
51,20401,37,13,100
52,20402,50,68,100
53,20403,80,63,100
54,20404,120,13,100
55,20405,80,13,100
56,20406,50,13,100
57,20407,120,0,100
58,20408,120,0,100
59,20409,120,13,100
60,20410,120,0,100
61,20411,50,40,100
62,20418,120,0,100
63,20419,80,20,100
64,20420,50,40,100
