"rownum","BaseItemType","i32","i32"
0,4978,30,105
1,4977,160,105
2,4877,150,131
3,4861,0,0
4,4980,30,105
5,4979,160,105
6,4898,150,131
7,4907,160,105
8,4817,15,3
9,4816,95,62
10,4818,200,0
11,4815,5,0
12,4982,160,131
13,4934,30,105
14,4933,160,105
15,4872,150,131
16,4971,210,234
17,4983,180,234
18,4967,150,131
19,4937,120,131
20,4895,250,131
21,4902,0,160
22,4901,0,160
23,4958,160,105
24,4938,120,131
25,4842,175,131
26,4897,200,131
27,4925,30,105
28,4928,160,105
29,4927,60,211
30,4988,0,0
31,4811,15,62
32,4810,25,62
33,4814,1100,235
34,4812,550,338
35,4807,65,62
36,4806,45,62
37,4896,450,340
38,4813,550,340
39,4858,0,0
40,4867,180,131
41,4829,0,0
42,4828,0,0
43,4827,0,0
44,4826,0,0
45,4825,0,0
46,4906,160,105
47,4889,150,131
48,4913,0,160
49,4866,150,131
50,4908,150,0
51,4981,160,0
52,4864,180,131
53,4865,100,131
54,4876,80,62
55,4944,320,211
56,4899,150,131
57,4850,80,62
58,4973,0,0
59,4974,0,0
60,4972,0,0
61,4960,30,105
62,4887,0,0
63,4932,160,0
64,4873,0,0
65,4961,160,105
66,4962,30,105
67,4903,30,105
68,4949,0,0
69,4863,150,131
70,4870,0,0
71,4869,0,0
72,4823,0,0
73,4822,0,0
74,4821,0,0
75,4820,0,0
76,4819,0,0
77,4912,0,0
78,4987,30,105
79,4926,30,105
80,4929,160,105
81,4914,160,105
82,4910,30,105
83,4948,0,0
84,4963,160,105
85,4964,30,105
86,4911,1,160
87,4921,0,0
88,4890,160,131
89,4862,120,131
90,4924,0,0
91,4905,0,0
92,4939,120,131
93,4891,190,235
94,4952,160,0
95,4940,160,235
96,4931,160,0
97,4838,0,0
98,4878,0,0
99,4880,0,0
100,4879,0,0
101,4882,0,0
102,4881,0,0
103,4835,0,0
104,4892,0,0
105,4874,220,235
106,4804,50,62
107,4803,20,62
108,4805,0,0
109,4802,45,62
110,4801,15,62
111,4800,55,62
112,4799,25,62
113,4833,250,235
114,4851,150,131
115,4841,250,131
116,4950,0,0
117,4953,0,0
118,4854,45,131
119,4894,55,131
120,4853,55,131
121,4915,160,105
122,4909,30,105
123,4947,0,0
124,4830,150,131
125,4945,30,105
126,4943,160,105
127,4920,0,0
128,4919,0,0
129,4918,0,0
130,4917,0,0
131,4916,0,0
132,4855,0,0
133,4966,150,235
134,4955,0,0
135,4954,350,0
136,4900,0,0
137,4868,120,131
138,4837,0,0
139,4996,0,0
140,4832,0,0
141,4904,30,105
142,4975,90,131
143,4984,160,105
144,4976,0,0
145,4959,160,105
146,4923,150,131
147,4840,25,3
148,4839,120,131
149,4986,160,105
150,4985,30,105
151,4990,0,0
152,4991,0,0
153,4860,100,44
154,4875,0,0
155,4922,260,338
156,4831,150,131
157,4844,80,62
158,4957,30,105
159,4886,180,235
160,4843,120,131
161,4856,120,0
162,4942,160,105
163,4946,30,105
164,4941,160,131
165,4884,190,235
166,4836,150,131
167,4888,30,62
168,4930,160,131
169,4834,250,235
170,4798,330,235
171,4797,550,340
172,4796,85,62
173,4871,250,131
174,4859,0,0
175,4936,30,105
176,4935,160,105
177,4969,0,0
178,4968,350,0
179,691,100,0
180,442,90,0
181,2231,110,217
182,2230,125,217
183,2208,110,217
