"rownum","WorldAreasKey","i32","[i32]","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32","i32","i32","i32"
0,5,1,[],"[1123,1124,1125,1130,1132,1134]",[449],90,200,66,0
1,6,1,[],"[1111,1113,1115,4241,4248,4255,6026,6027,6028,6029]",[472],150,350,66,0
2,7,1,[],"[2696,2659,1054,4241,4248,4255,6026,6027,6028,6029]","[1111,1113,1115]",150,400,85,0
3,8,1,[],"[1148,1151,1154,416,424]","[1142,1144,1146,1054]",150,400,85,0
4,9,1,[],"[432,1142,1144,1146]","[641,519]",250,650,85,0
5,10,1,[],"[889,498,3039]","[1142,1144,1146,641,1054]",150,450,85,0
6,11,1,[],"[886,495,915,1071,1054]","[1142,1144,1146,641]",150,450,85,0
7,12,1,[],"[651,519,2697,2660,2723,1004,1005,1006,1007]","[215,1546]",250,450,66,0
8,13,1,[],"[215,256,532]","[5259,5263]",200,500,85,0
9,14,1,[],"[649,394,539,8710]","[1216,1218,1220,8711]",250,550,85,0
10,15,1,[],"[649,403,546,579,623,8710]","[1216,1218,1220,8711]",250,600,85,0
11,16,1,[],"[313,229,267]",[472],150,600,85,0
12,17,0,[],"[425,1225,163,1045,906]","[153,178]",250,675,100,0
13,18,1,[],"[167,1061,1225,174]","[887,494]",200,650,85,0
14,19,1,[],"[488,171,886,174,3039,494]","[6026,6027,6028,6029]",200,600,85,0
15,20,2,[],"[488,481,891,889,482,910]","[460,4820]",200,650,70,0
16,22,1,[],"[339,352,874]",[1528],250,700,85,0
17,23,1,[],"[378,119,840,842,844,846,848,356,364,3869,850]","[215,5]",250,650,85,0
18,24,1,[],"[105,954,3869]","[369,366,313]",300,700,85,0
19,25,1,[],"[57,6,537,699,701,703,705,707,371]","[119,3869]",300,650,85,0
20,30,1,[],"[54,370,6,8968]","[119,364,366,356]",300,700,85,0
21,26,1,[],"[643,614,537,950]","[171,586,590]",300,700,85,0
22,27,1,[],"[653,400,950]","[610,584,590]",300,650,85,0
23,28,1,[],"[1201,1203,1205,394,951]","[955,541]",300,700,85,0
24,29,2,[],"[777,405,638]","[948,623,541]",300,800,85,0
25,31,1,[],"[874,344,357,8965]","[3093,3095,51,58]",300,620,85,0
26,32,2,[],"[948,863,2636]","[119,339,352,944]",300,700,85,0
27,33,1,[],"[50,43,944,11]","[52,8965]",300,700,85,0
28,34,1,[],"[8964,923]","[959,932]",250,550,85,0
29,35,2,[],"[866,274,8971,8972,8973,8974]","[795,791,8978]",350,750,85,0
30,36,2,[],"[59,416,4245,4251,8,424]","[119,874,8965,8967]",250,650,85,0
31,37,1,[],"[342,3093,3095,8965]","[121,882]",300,700,85,0
32,38,4,[],"[120,178,913,627,582,608,782,745,756,278]","[136,2636,3905,409,1580,1574]",250,600,85,0
33,39,3,[],"[627,582,608,788,751,764,1015,1001,1000,1002,999,8975]","[278,866,409,1580,1574]",250,650,85,0
34,40,1,[],"[641,519,1177,1180,1186,2496,8967]",[371],250,660,85,0
35,42,1,[],"[2047,1528]","[1605,1608]",200,700,85,0
36,43,1,[],"[1519,2047]","[1625,1526]",200,600,85,0
37,44,1,[],"[1565,753,1572]","[1615,1582,1927]",200,600,85,0
38,45,3,[],"[2047,1910,1988]","[1528,1625,2049]",150,550,85,0
39,46,1,[],"[1578,1619,590]","[1923,1992]",200,600,85,0
40,47,2,[],"[1321,1252,1504]","[1279,1309,1505,1506]",200,650,85,0
41,48,1,[],[1501],"[1495,1493]",200,500,75,0
42,49,1,[],"[1501,1893]","[1495,1493]",200,550,85,0
43,50,1,[],"[2054,2056,1556,1910,2058]","[2067,2065]",200,600,85,0
44,51,2,[],"[1921,1990,2035]","[1584,1456,3038]",150,450,85,0
45,52,1,[],"[1320,1308,1253]","[1320,1314]",250,700,85,0
46,53,5,[],"[1315,1314,1384]","[1320,1253,1308,1398,1402,1405]",200,700,85,0
47,54,2,[],"[1435,1857]","[1415,1316,1398,1402,1405]",250,675,85,0
48,55,1,[],"[1631,1541,3760,2636]","[882,366,371]",200,550,85,0
49,56,2,[],"[1920,1992,641]","[432,732,633]",250,800,85,0
50,57,1,[],"[1920,1992,732]","[588,633]",200,550,85,0
51,58,1,[],"[1929,1970,1939,1974,1467,1480]","[1920,1992]",200,650,85,0
52,59,1,[],"[1929,1970,1939,1974,1467,1480]","[1558,969]",200,600,85,0
53,61,1,[],"[3773,3840,3760]","[2054,2058,3803,3785,3817]",200,800,85,0
54,62,0,[],"[3785,3803,3821,3875,3769,3863]",[],200,800,85,0
55,63,0,[],"[3898,3911,3925,3930,3949]",[],200,800,85,0
56,64,0,[],"[3898,3911,3925,3930,3949,3940]",[],200,800,85,0
57,65,1,[],"[3899,3913,3927,3934,3953]",[3944],200,800,85,0
58,66,1,[],"[4194,3989,863,4011,3995,3995]",[1567],200,800,85,0
59,67,1,[],"[3999,3982,3984,3983,4199,3980]",[4011],300,1000,85,0
60,68,1,[],"[4028,4040,4042]","[313,1237,1240]",200,800,85,0
61,69,1,[],"[4066,4070,4071]",[4161],250,875,85,0
62,70,0,[],"[560,719,4094,4119,4111,4124,4105,4408,562,722]",[],200,800,85,0
63,71,1,[],"[560,719,4094,4119,4111,4124,4105,4408,562,722]","[1860,1384]",200,800,85,0
64,72,0,[],"[560,719,4094,4119,4111,4124,4105,4408,562,722,1878]",[],200,800,85,0
65,73,0,[],"[5171,230,269,5174,5176,5178,321,323]",[],200,800,80,0
66,74,0,[],"[5252,5250,5294,5296]",[],200,800,85,0
67,76,1,[],"[4896,5252,4922,5250]","[5294,5296]",200,800,85,0
68,77,2,[],"[4922,4916,4917,5016,5018,4999]","[4866,5294,5296]",200,800,75,0
69,79,0,[],"[4916,4917,4905,5287,5016,5018]",[],200,800,85,0
70,81,0,[],"[4905,5269,5011,1364,5287]",[],200,800,85,0
71,80,1,[],"[5290,1372,5020,5024,5014,5022,4907,4909]","[5591,5593,5595]",200,800,85,0
72,78,2,[],"[5591,5593,5595,4924,4926]","[5290,5020,5024,1372,5022]",200,800,60,0
73,83,0,[],"[668,5658,5660,2997,2999,3001,3003,5666,5668,601,5662,5664,5670,5672]",[],200,800,85,0
74,82,1,[],"[5711,737,5822,645,603,647]","[5681,5683,5685]",200,800,85,0
75,84,1,[],"[5591,5593,5595,5648]",[5182],200,800,85,0
76,86,0,[],"[5206,5214,5216,5218,5231,5236,5238,5240]",[],250,800,85,0
77,87,0,[],"[3985,3986,3987,3988,454,3990]",[],250,800,85,0
78,88,0,[],"[1076,496,457,4254]",[],250,800,85,0
79,89,0,[],"[3985,3986,3987,3988]",[],250,800,85,0
80,90,0,[],"[3985,3986,3987,3988]",[],350,900,85,0
81,91,0,[],"[655,521,3870,1627,5259]",[],250,800,85,0
82,92,1,[],"[1576,619,766,5195]","[539,1216,1218,1220]",250,900,85,0
83,93,1,[],"[2039,407,780,543]",[5195],250,900,85,0
84,94,1,[],"[218,266,532,325,327]","[446,313]",200,800,85,0
85,95,2,"[1,1,2]","[80,85,89,84,88,92]","[972,973,968]",250,800,60,0
86,96,3,[],"[873,344,357,80,85,89,84,88,92,1463,1462,1456]","[877,878,350,351,361,362,1463,1462]",250,620,60,0
87,97,2,[],"[444,1462,1463,445,4798,4799]","[416,1456]",250,700,80,0
88,98,1,[],"[350,351,361,362,497,4244,4250,80,85,89,84,88,92]","[873,1528]",250,750,85,0
89,99,0,[],"[501,4244,4253,191,492,3040,4240]",[],250,800,85,0
