"rownum","Id","StatsKey","bool","StatMin","StatMax","bool"
0,"IsMagic",1944,"",1,1,""
1,"IsRare",1944,"",2,2,""
2,"IsUnique",1944,"",3,3,""
3,"IsTwinned",980,1,1,1,""
4,"IsUnidentified",1357,1,1,1,""
5,"IsCorrupted",2520,1,1,1,""
6,"Has4ExplicitMods",4490,1,4,4,""
7,"Has5ExplicitMods",4490,1,5,5,""
8,"Has8ExplicitMods",4490,1,8,8,""
9,"Has10TotalMods",6491,1,10,10,""
10,"Has3Leaguestones",5795,1,3,3,""
11,"HasZanaMod",7686,1,1,1,""
12,"HasCraftedMods",7687,1,1,1,""
13,"HasShaperInfluence",6826,"",1,1,""
14,"HasElderInfluence",6826,"",2,2,""
15,"HasShaperOrElderInfluence",6826,"",1,2,""
16,"IsWhiteTier",10010,"",1,5,""
17,"IsYellowTier",10010,"",6,10,""
18,"IsRedTier",10010,"",11,16,""
19,"IsTier15",10010,"",15,15,""
20,"IsTier16",10010,"",16,16,""
21,"HasSextantMod",5828,1,1,1,""
22,"HasNemesisSextant",4930,1,1,1,""
23,"HasGroundHasteSextant",5050,1,1,1,""
24,"HasNoReflectSextant",5076,1,1,1,""
25,"HasExtraTeamMonstersSextant",5084,1,1,1,""
26,"HasBodyguardsSextant",5113,1,1,1,""
27,"HasBarrelSextant1",5110,1,1,1,""
28,"HasBarrelSextant2",5137,1,1,1,""
29,"HasBarrelSextant3",5138,1,1,1,""
30,"HasBarrelSextant4",5139,1,1,1,""
31,"HasBarrelSextant5",5140,1,1,1,""
32,"HasBarrelSextant6",5141,1,1,1,""
33,"HasConvertOnDeathSextant",5083,1,1,1,""
34,"HasOnslaughtIfHitRecentlySextant",5033,1,1,1,""
35,"HasQualityAffectsRaritySextant",5068,1,1,1,""
36,"HasCorruptedDropsSextant",5070,1,1,1,""
37,"HasMinStrongboxRaritySextant",5136,1,1,1,""
38,"HasPossessedRustedScarabSextant",9334,1,1,1,""
39,"HasPossessedPolishedScarabSextant",9335,1,1,1,""
40,"HasPossessedGildedScarabSextant",9336,1,1,1,""
41,"HasPossessedWingedScarabSextant",9337,1,1,1,""
42,"HasPossessedUniqueDropSextant",9338,1,1,1,""
43,"HasPossessedMapDropSextant",9339,1,1,1,""
44,"HasShrineDurationSextant",5708,1,1,1,""
45,"HasCurrencyShardSextant",9343,1,1,1,""
46,"HasVaalMonstersSextant",9367,1,1,1,""
47,"HasBeyondSextant",9358,1,1,1,""
48,"HasTormentBetrayersSextant",9396,1,1,1,""
49,"HasTormentHereticsSextant",9397,1,1,1,""
50,"HasTormentGraverobbersSextant",9395,1,1,1,""
51,"HasCorruptEssenceSextant",9809,1,1,1,""
52,"HasTempests",3118,1,1,1,""
53,"HasLegionSextant",9355,1,1,1,""
54,"HasQuality",5069,1,20,20,""
55,"IsDeliriumMap",11503,1,1,1,""
56,"IsMaximumDelirium",11503,1,100,100,""
57,"AwakeningLevel8",10704,1,8,8,""
58,"ContainsElderGuardian",6547,1,1,1,""
59,"IsBlightedMap",10341,1,1,1,""
60,"IsUberBlightedMap",14762,1,1,1,""
61,"IsT10PlusHellscapeMap",15068,1,10,10,""
62,"HasIncreasedAreaOfEffect",3243,1,1,1,""
63,"HasMinusMaxResistances",1008,"",-1,-1,1
64,"HasAdditionalProjectiles",995,1,1,1,""
65,"HasAttackSpeed",991,1,1,1,""
66,"HasCastSpeed",992,1,1,1,""
67,"HasMovementSpeed",990,1,1,1,""
68,"Has4SextantMods",5828,1,4,4,""
69,"HasTangleInfluence",10596,"",1,1,""
70,"HasCleansingFireInfluence",10596,"",2,2,""
71,"HasHeightOfHubrisAffectingArea",16281,1,1,1,""
72,"Has70PercentBossAoE",3253,1,70,70,""
73,"IsTier14Plus",10010,1,14,14,""
74,"Expedition5Remnants",14646,1,5,5,""
75,"Expedition15Remnants",14646,1,15,15,""
76,"IsLastMapOfAMemoryLine",16855,1,1,1,""
77,"IsFirstMapOfMemoryLineTier14Plus",16856,1,14,14,""
78,"IsAnyMemoryLine",16857,1,1,1,""
79,"IsAbyssMemoryLine",16857,"",1,1,""
80,"IsAmbushMemoryLine",16857,"",2,2,""
81,"IsAnarchyMemoryLine",16857,"",3,3,""
82,"IsBestiaryMemoryLine",16857,"",4,4,""
83,"IsBetrayalMemoryLine",16857,"",5,5,""
84,"IsBlightMemoryLine",16857,"",6,6,""
85,"IsBreachMemoryLine",16857,"",7,7,""
86,"IsDeliriumMemoryLine",16857,"",8,8,""
87,"IsDominationMemoryLine",16857,"",9,9,""
88,"IsEssenceMemoryLine",16857,"",10,10,""
89,"IsExpeditionMemoryLine",16857,"",11,11,""
90,"IsHarvestMemoryLine",16857,"",12,12,""
91,"IsHeistMemoryLine",16857,"",13,13,""
92,"IsIncursionMemoryLine",16857,"",14,14,""
93,"IsLegionMemoryLine",16857,"",15,15,""
94,"IsMetamorphMemoryLine",16857,"",16,16,""
95,"IsRitualMemoryLine",16857,"",17,17,""
96,"IsTormentMemoryLine",16857,"",18,18,""
97,"IsHarbingerMemoryLine",16857,"",19,19,""
98,"AtLeast100Quantity",1037,1,100,100,""
99,"AtLeast80Quantity",1037,1,80,80,""
100,"SextantMinimumRarity",5136,1,2,2,""
101,"SextantEnragedStrongbox",5099,1,25,25,""
102,"SextantBossHarbinger",9348,1,1,1,""
103,"SextantBossBodyguards",5113,1,1,1,""
104,"SextantHealingPacks",5079,1,4,4,""
105,"SextantConvertPacks",5083,1,4,4,""
106,"SextantHereticGhost",9397,1,1,1,""
107,"SextantBetrayerGhost",9396,1,1,1,""
108,"SextantGraverobberGhost",9395,1,1,1,""
109,"SextantGloomShrine",9853,1,1,1,""
110,"SextantResonatingShrine",9852,1,1,1,""
111,"IsAlvaMemoryLine",18457,"",3,3,""
112,"IsNikoMemoryLine",18457,"",5,5,""
113,"IsEinharMemoryLine",18457,"",2,2,""
114,"IsKiracMemoryLine",18457,"",7,7,""
