"rownum","BaseItemTypesKey","ArmourMin","ArmourMax","EvasionMin","EvasionMax","EnergyShieldMin","EnergyShieldMax","IncreasedMovementSpeed","WardMin","WardMax","i32","i32"
0,5211,9,12,0,0,0,0,-3,0,0,0,0
1,5212,36,47,0,0,0,0,-3,0,0,0,0
2,5213,53,66,0,0,0,0,-3,0,0,0,0
3,5214,94,113,0,0,0,0,-3,0,0,0,0
4,5215,151,173,0,0,0,0,-3,0,0,0,0
5,5216,237,260,0,0,0,0,-3,0,0,0,0
6,5217,188,216,0,0,0,0,-3,0,0,0,0
7,5218,177,209,0,0,0,0,-3,0,0,0,0
8,5219,230,265,0,0,0,0,-3,0,0,0,0
9,5220,290,324,0,0,0,0,-3,0,0,0,0
10,5221,397,437,0,0,0,0,-3,0,0,0,0
11,5222,293,337,0,0,0,0,-3,0,0,0,0
12,5223,261,308,0,0,0,0,-3,0,0,0,0
13,5224,357,411,0,0,0,0,-3,0,0,0,0
14,5225,412,474,0,0,0,0,-3,0,0,0,0
15,5226,522,601,0,0,0,0,-3,0,0,0,0
16,5227,467,537,0,0,0,0,-3,0,0,0,0
17,5228,125,143,0,0,0,0,-3,0,0,0,0
18,5229,205,236,0,0,0,0,-3,0,0,0,0
19,5230,330,379,0,0,0,0,-3,0,0,0,0
20,5231,0,0,14,20,0,0,-3,0,0,0,0
21,5232,0,0,51,66,0,0,-3,0,0,0,0
22,5233,0,0,123,154,0,0,-3,0,0,0,0
23,5234,0,0,116,139,0,0,-3,0,0,0,0
24,5235,0,0,169,194,0,0,-3,0,0,0,0
25,5236,0,0,225,259,0,0,-3,0,0,0,0
26,5237,0,0,220,259,0,0,-3,0,0,0,0
27,5238,0,0,311,349,0,0,-3,0,0,0,0
28,5239,0,0,227,272,0,0,-3,0,0,0,0
29,5240,0,0,287,330,0,0,-3,0,0,0,0
30,5241,0,0,354,407,0,0,-3,0,0,0,0
31,5242,0,0,327,385,0,0,-3,0,0,0,0
32,5243,0,0,477,549,0,0,-3,0,0,0,0
33,5244,0,0,330,379,0,0,-3,0,0,0,0
34,5245,0,0,385,442,0,0,-3,0,0,0,0
35,5246,0,0,440,506,0,0,-3,0,0,0,0
36,5247,0,0,112,129,0,0,-3,0,0,0,0
37,5248,0,0,185,212,0,0,-3,0,0,0,0
38,5249,0,0,302,348,0,0,-3,0,0,0,0
39,5250,0,0,0,0,6,8,-3,0,0,0,0
40,5251,0,0,0,0,11,14,-3,0,0,0,0
41,5252,0,0,0,0,15,19,-3,0,0,0,0
42,5253,0,0,0,0,21,25,-3,0,0,0,0
43,5254,0,0,0,0,25,29,-3,0,0,0,0
44,5255,0,0,0,0,35,40,-3,0,0,0,0
45,5256,0,0,0,0,32,38,-3,0,0,0,0
46,5257,0,0,0,0,35,40,-3,0,0,0,0
47,5258,0,0,0,0,38,45,-3,0,0,0,0
