"rownum","MapsKey","Tier"
0,326,0
1,327,11
2,328,0
3,329,14
4,330,10
5,331,1
6,332,0
7,333,0
8,334,13
9,335,8
10,336,5
11,337,0
12,338,0
13,339,11
14,340,2
15,341,13
16,342,0
17,343,4
18,344,0
19,345,10
20,346,5
21,347,5
22,348,7
23,349,0
24,350,3
25,351,7
26,352,2
27,353,0
28,354,16
29,355,4
30,356,7
31,357,11
32,358,0
33,359,11
34,360,0
35,361,9
36,362,7
37,363,12
38,364,7
39,365,0
40,366,14
41,367,0
42,368,6
43,369,0
44,370,0
45,371,0
46,372,14
47,373,0
48,374,3
49,375,12
50,376,6
51,377,0
52,378,13
53,379,12
54,380,0
55,381,5
56,382,4
57,383,10
58,384,13
59,385,7
60,386,0
61,387,5
62,388,9
63,389,2
64,390,1
65,391,15
66,392,0
67,393,10
68,394,0
69,395,4
70,396,3
71,397,9
72,398,4
73,399,11
74,400,8
75,401,5
76,402,0
77,403,6
78,404,15
79,405,5
80,406,4
81,407,0
82,408,4
83,409,6
84,410,5
85,411,0
86,412,0
87,413,14
88,414,0
89,415,12
90,416,1
91,417,9
92,418,10
93,419,8
94,420,2
95,421,8
96,422,9
97,423,2
98,424,0
99,425,9
100,426,7
101,427,4
102,428,6
103,429,3
104,430,1
105,431,3
106,432,0
107,433,16
108,434,0
109,435,10
110,436,0
111,437,6
112,438,2
113,439,13
114,440,0
115,441,3
116,442,6
117,443,8
118,444,0
119,445,3
120,446,12
121,447,15
122,448,8
123,449,0
124,450,0
125,451,11
126,452,14
127,453,3
128,454,16
129,455,12
130,456,15
131,457,15
132,458,0
133,459,0
134,460,8
135,461,10
136,462,16
137,463,0
138,464,0
139,465,0
140,466,0
141,467,0
142,468,0
143,469,2
144,470,0
145,471,2
146,472,16
147,473,16
148,474,16
149,475,16
150,477,16
151,478,5
152,479,10
153,480,15
154,481,16
155,482,16
