"rownum","Monster"
0,5444
1,4182
2,5045
3,1033
4,5058
5,5055
6,5057
7,5054
8,5051
9,5555
10,5052
11,5053
12,5060
13,5556
14,5557
15,5056
16,5059
17,5061
18,5042
19,5552
20,5553
21,5040
22,5041
23,5043
24,5044
25,5070
26,5079
27,5072
28,5073
29,5081
30,5082
31,5049
32,5046
33,5554
34,5047
35,5048
36,5050
37,5078
38,5086
39,5074
40,5083
41,5076
42,5077
43,5085
44,5561
45,5563
46,5075
47,5084
48,5560
49,5562
50,5071
51,5080
52,5087
53,5069
54,5067
55,5068
56,5064
57,5558
58,5062
59,5063
60,5065
61,5559
62,5066
63,5038
64,5039
65,5030
66,5032
67,5036
68,5037
69,5029
70,5026
71,5549
72,5027
73,5028
74,5033
75,5550
76,5551
77,5031
78,5035
79,5034
80,5096
81,5097
82,5101
83,5099
84,5100
85,5567
86,5098
87,5566
88,5095
89,5089
90,5090
91,5094
92,5092
93,5093
94,5565
95,5091
96,5564
97,5088
98,1032
99,5111
100,5112
101,5113
102,5108
103,5109
104,5110
105,5102
106,5103
107,5104
108,5105
109,5106
110,5107
111,5114
112,5117
113,5115
114,5116
115,2078
116,7402
117,7403
118,7404
119,7405
120,7406
121,7407
122,7408
123,7409
124,7410
125,7411
126,7412
127,7413
128,7414
129,7415
130,7416
131,7417
132,7418
133,7419
134,7420
135,7421
136,7422
137,7423
138,7424
139,7425
140,7426
141,7427
142,7428
143,7429
144,7430
145,7431
146,7432
147,7433
148,7434
149,7435
150,7436
151,7437
152,7438
153,7439
154,7440
155,7441
156,7442
157,7443
158,7444
159,7445
160,7446
161,7447
162,7448
163,7449
164,7450
165,7451
166,7452
167,7453
168,7454
169,7455
170,7456
171,7457
172,7458
173,7459
174,7460
175,7461
176,7462
177,7463
178,7464
179,7465
180,7466
181,7467
182,7468
183,7469
184,7470
185,7471
186,7472
187,7473
188,7474
189,7475
190,7476
191,7477
192,7478
193,7479
194,7480
195,7481
196,7482
197,7483
198,7484
199,7485
200,7486
201,7487
202,7488
203,7489
204,7490
205,7491
206,7492
207,7493
208,7494
209,7495
210,7496
211,7497
212,7498
213,7499
214,7500
215,7501
216,7502
217,7503
218,7504
219,7505
220,7506
221,7507
222,7508
223,7509
224,7510
225,7511
226,7512
227,7513
228,7514
229,7515
230,7516
231,7517
232,7518
233,7519
234,7520
235,7521
236,7522
237,7523
238,7524
239,7525
240,7526
241,7527
242,7528
243,7529
244,7530
245,7531
246,7532
247,7533
248,7534
249,7535
250,7536
251,7537
252,7538
253,7539
254,7540
255,7541
256,7542
257,7543
258,7544
259,7545
260,7546
261,7547
262,7548
263,7549
264,7550
265,7551
266,7552
267,7553
268,7554
269,7555
270,7556
271,7557
272,7558
273,7559
274,7560
275,7561
276,7562
277,7563
278,7564
279,7565
280,7566
281,7567
282,7568
283,7569
284,7570
285,7571
286,7572
287,7573
288,7574
289,7575
290,7576
291,7577
292,7578
293,7579
294,7580
295,7581
296,7582
297,7583
298,7584
299,7585
300,7586
301,7587
302,7588
303,7589
304,7590
305,7591
