"rownum","Id","i32","[rid]"
0,"absolution_blast",0,[5293]
1,"vaal_absolution_blast",0,[9150]
2,"flame_golem",-4,[8747]
3,"flame_golem",-3,[8714]
4,"flame_golem",-2,[7685]
5,"flame_golem",-1,[4191]
6,"flame_golem",0,[4190]
7,"flame_golem",1,[4192]
8,"flame_golem_monster",1,[4205]
9,"lightning_golem",-4,[8749]
10,"lightning_golem",-3,[8716]
11,"lightning_golem",-2,[7687]
12,"lightning_golem",-1,[4226]
13,"lightning_golem",0,[4221]
14,"lightning_golem",1,[4222]
15,"ice_golem_monster",1,[4180]
16,"ice_golem",-4,[8746]
17,"ice_golem",-3,[8713]
18,"ice_golem",-2,[7684]
19,"ice_golem",-1,[4178]
20,"ice_golem",0,[4176]
21,"ice_golem",1,[4177]
22,"stone_golem",-4,[8750]
23,"stone_golem",-3,[8717]
24,"stone_golem",-2,[7688]
25,"stone_golem",-1,[4472]
26,"stone_golem",0,[4471]
27,"chaos_golem_monster",1,[3974]
28,"chaos_golem",-4,[8748]
29,"chaos_golem",-3,[8715]
30,"chaos_golem",-2,[7686]
31,"chaos_golem",-1,[4219]
32,"chaos_golem",0,[4217]
33,"bone_golem",0,[7655]
34,"bone_golem",1,[8004]
35,"bone_golem",2,[8412]
36,"bone_golem",3,[8424]
37,"agony_crawler",0,[6735]
38,"agony_crawler",1,[6735]
39,"agony_crawler",2,[6735]
40,"agony_crawler",3,[6735]
41,"agony_crawler",4,[6735]
42,"agony_crawler",5,[6735]
43,"agony_crawler",6,[6735]
44,"agony_crawler",7,[6735]
45,"agony_crawler",8,[6735]
46,"agony_crawler",9,[6735]
47,"agony_crawler",10,[6900]
48,"agony_crawler",11,[6737]
49,"agony_crawler",12,[6736]
50,"agony_crawler",13,[7190]
51,"agony_crawler",14,[7344]
52,"agony_crawler",15,[7714]
53,"agony_crawler",16,[8002]
54,"agony_crawler",17,[8005]
55,"agony_crawler",18,[8224]
56,"agony_crawler",19,[8410]
57,"agony_crawler",20,[8456]
58,"purity_champion",0,[1311]
59,"purity_champion",1,[1311]
60,"purity_champion",2,[1311]
61,"purity_champion",3,[1311]
62,"purity_champion",4,[1311]
63,"purity_champion",5,[1311]
64,"purity_champion",6,[1311]
65,"purity_champion",7,[1311]
66,"purity_champion",8,[1311]
67,"purity_champion",9,[1311]
68,"purity_champion",10,[6901]
69,"purity_champion",11,[1312]
70,"purity_champion",12,[1313]
71,"purity_champion",13,[7191]
72,"purity_champion",14,[7345]
73,"purity_champion",15,[7715]
74,"purity_champion",16,[8003]
75,"purity_champion",17,[8006]
76,"purity_champion",18,[8225]
77,"purity_champion",19,[8411]
78,"purity_champion",20,[8457]
79,"tornado",0,[8797]
80,"tornado",1,[8987]
81,"triggered_summon_spider",0,[5285]
82,"triggered_summon_spider",1,[5286]
83,"raging_spirit",0,[3047]
84,"raging_spirit",1,[3048]
85,"raging_spirit",2,[3049]
86,"raging_spirit",3,[3050]
87,"raging_spirit",4,[3051]
88,"raging_spirit",5,[7664]
89,"raging_spirit",6,[3052]
90,"raging_spirit",7,[8628]
91,"raging_spirit",8,[8820]
92,"raging_spirit",9,[8821]
93,"raging_spirit",10,[9029]
94,"raging_spirit_monster",0,[3055]
95,"raging_spirit_monster",1,[3056]
96,"raging_spirit_monster",2,[3058]
97,"raging_spirit_monster",3,[3059]
98,"raging_spirit_monster",4,[3060]
99,"raging_spirit_monster",5,[7664]
100,"raging_spirit_monster",8,[8820]
101,"raging_spirit_monster",9,[8821]
102,"raging_spirit_monster",10,[9029]
103,"triggerbot",0,[7657]
104,"dominating_blow",0,[1310]
105,"dominating_blow",1,[8235]
106,"vaal_dominating_blow",0,[9151]
107,"vaal_dominating_blow",1,[9152]
