"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
0,1767,9999999,"[0,7,8]",0
1,1768,9999999,"[1,6]",0
2,1769,9999999,"[2,4]",0
3,1770,9999999,"[3,5]",0
4,1831,250,"[0,7,8]",1
5,1832,250,"[1,6]",1
6,1833,250,"[2,4]",1
7,1834,250,"[3,5]",1
8,1835,250,"[0,7,8]",1
9,1836,250,"[1,6]",1
10,1837,250,"[2,4]",1
11,1838,250,"[3,5]",1
12,1839,250,"[0,7,8]",1
13,1840,250,"[1,6]",1
14,1841,250,"[2,4]",1
15,1842,250,"[3,5]",1
16,1843,250,"[0,7,8]",1
17,1844,250,"[1,6]",1
18,1845,250,"[2,4]",1
19,1846,250,"[3,5]",1
20,1847,250,"[0,7,8]",1
21,1848,250,"[1,6]",1
22,1849,250,"[2,4]",1
23,1850,250,"[3,5]",1
24,1851,250,"[0,7,8]",1
25,1852,250,"[1,6]",1
26,1853,250,"[2,4]",1
27,1854,250,"[3,5]",1
28,1855,250,"[0,7,8]",1
29,1856,250,"[1,6]",1
30,1857,250,"[2,4]",1
31,1858,250,"[3,5]",1
32,1859,250,"[0,7,8]",1
33,1860,250,"[1,6]",1
34,1861,250,"[2,4]",1
35,1862,250,"[3,5]",1
36,1863,250,"[0,7,8]",1
37,1864,250,"[1,6]",1
38,1865,250,"[2,4]",1
39,1866,250,"[3,5]",1
40,1867,250,"[0,7,8]",1
41,1868,250,"[1,6]",1
42,1869,250,"[2,4]",1
43,1870,250,"[3,5]",1
44,1871,250,"[0,7,8]",1
45,1872,250,"[1,6]",1
46,1873,250,"[2,4]",1
47,1874,250,"[3,5]",1
48,1875,250,"[0,7,8]",1
49,1876,250,"[1,6]",1
50,1877,250,"[2,4]",1
51,1878,250,"[3,5]",1
52,1879,250,"[0,7,8]",1
53,1880,250,"[1,6]",1
54,1881,250,"[2,4]",1
55,1882,250,"[3,5]",1
56,1883,250,"[0,7,8]",1
57,1884,250,"[1,6]",1
58,1885,250,"[2,4]",1
59,1886,250,"[3,5]",1
60,1887,250,"[0,7,8]",1
61,1888,250,"[1,6]",1
62,1889,250,"[2,4]",1
63,1890,250,"[3,5]",1
64,1891,250,"[0,7,8]",1
65,1892,250,"[1,6]",1
66,1893,250,"[2,4]",1
67,1894,250,"[3,5]",1
68,1895,250,"[0,7,8]",1
69,1896,250,"[1,6]",1
70,1897,250,"[2,4]",1
71,1898,250,"[3,5]",1
72,1899,250,"[0,7,8]",1
73,1900,250,"[1,6]",1
74,1901,250,"[2,4]",1
75,1902,250,"[3,5]",1
76,1903,250,"[0,7,8]",1
77,1904,250,"[1,6]",1
78,1905,250,"[2,4]",1
79,1906,250,"[3,5]",1
80,1907,250,"[0,7,8]",1
81,1908,250,"[1,6]",1
82,1909,250,"[2,4]",1
83,1910,250,"[3,5]",1
84,1911,250,"[0,7,8]",1
85,1912,250,"[1,6]",1
86,1913,250,"[2,4]",1
87,1914,250,"[3,5]",1
88,1915,250,"[0,7,8]",1
89,1916,250,"[1,6]",1
90,1917,250,"[2,4]",1
91,1918,250,"[3,5]",1
92,1919,250,"[0,7,8]",1
93,1920,250,"[1,6]",1
94,1921,250,"[2,4]",1
95,1922,250,"[3,5]",1
96,1923,250,"[0,7,8]",1
97,1924,250,"[1,6]",1
98,1925,250,"[2,4]",1
99,1926,250,"[3,5]",1
100,1927,250,"[0,7,8]",1
101,1928,250,"[1,6]",1
102,1929,250,"[2,4]",1
103,1930,250,"[3,5]",1
104,1931,250,"[0,7,8]",1
105,1932,250,"[1,6]",1
106,1933,250,"[2,4]",1
107,1934,250,"[3,5]",1
108,1935,250,"[0,7,8]",1
109,1936,250,"[1,6]",1
110,1937,250,"[2,4]",1
111,1938,250,"[3,5]",1
112,1939,250,"[0,7,8]",1
