"rownum","BaseItemType","i32","i32"
0,4483,30,105
1,4482,160,105
2,4382,150,131
3,4366,0,0
4,4485,30,105
5,4484,160,105
6,4403,150,131
7,4412,160,105
8,4322,15,3
9,4321,95,62
10,4323,200,0
11,4320,5,0
12,4487,160,131
13,4439,30,105
14,4438,160,105
15,4377,150,131
16,4476,210,234
17,4488,180,234
18,4472,150,131
19,4442,120,131
20,4400,250,131
21,4407,0,160
22,4406,0,160
23,4463,160,105
24,4443,120,131
25,4347,175,131
26,4402,200,131
27,4430,30,105
28,4433,160,105
29,4432,60,211
30,4493,0,0
31,4316,15,62
32,4315,25,62
33,4319,1100,235
34,4317,550,338
35,4312,65,62
36,4311,45,62
37,4401,450,340
38,4318,550,340
39,4363,0,0
40,4372,180,131
41,4334,0,0
42,4333,0,0
43,4332,0,0
44,4331,0,0
45,4330,0,0
46,4411,160,105
47,4394,150,131
48,4418,0,160
49,4371,150,131
50,4413,150,0
51,4486,160,0
52,4369,180,131
53,4370,100,131
54,4381,80,62
55,4449,320,211
56,4404,150,131
57,4355,80,62
58,4478,0,0
59,4479,0,0
60,4477,0,0
61,4465,30,105
62,4392,0,0
63,4437,160,0
64,4378,0,0
65,4466,160,105
66,4467,30,105
67,4408,30,105
68,4454,0,0
69,4368,150,131
70,4375,0,0
71,4374,0,0
72,4328,0,0
73,4327,0,0
74,4326,0,0
75,4325,0,0
76,4324,0,0
77,4417,0,0
78,4492,30,105
79,4431,30,105
80,4434,160,105
81,4419,160,105
82,4415,30,105
83,4453,0,0
84,4468,160,105
85,4469,30,105
86,4416,1,160
87,4426,0,0
88,4395,160,131
89,4367,120,131
90,4429,0,0
91,4410,0,0
92,4444,120,131
93,4396,190,235
94,4457,160,0
95,4445,160,235
96,4436,160,0
97,4343,0,0
98,4383,0,0
99,4385,0,0
100,4384,0,0
101,4387,0,0
102,4386,0,0
103,4340,0,0
104,4397,0,0
105,4379,220,235
106,4309,50,62
107,4308,20,62
108,4310,0,0
109,4307,45,62
110,4306,15,62
111,4305,55,62
112,4304,25,62
113,4338,250,235
114,4356,150,131
115,4346,250,131
116,4455,0,0
117,4458,0,0
118,4359,45,131
119,4399,55,131
120,4358,55,131
121,4420,160,105
122,4414,30,105
123,4452,0,0
124,4335,150,131
125,4450,30,105
126,4448,160,105
127,4425,0,0
128,4424,0,0
129,4423,0,0
130,4422,0,0
131,4421,0,0
132,4360,0,0
133,4471,150,235
134,4460,0,0
135,4459,350,0
136,4405,0,0
137,4373,120,131
138,4342,0,0
139,4498,0,0
140,4337,0,0
141,4409,30,105
142,4480,90,131
143,4489,160,105
144,4481,0,0
145,4464,160,105
146,4428,150,131
147,4345,25,3
148,4344,120,131
149,4491,160,105
150,4490,30,105
151,4495,0,0
152,4496,0,0
153,4365,100,44
154,4380,0,0
155,4427,260,338
156,4336,150,131
157,4349,80,62
158,4462,30,105
159,4391,180,235
160,4348,120,131
161,4361,120,0
162,4447,160,105
163,4451,30,105
164,4446,160,131
165,4389,190,235
166,4341,150,131
167,4393,30,62
168,4435,160,131
169,4339,250,235
170,4303,330,235
171,4302,550,340
172,4301,85,62
173,4376,250,131
174,4364,0,0
175,4441,30,105
176,4440,160,105
177,4474,0,0
178,4473,350,0
179,681,100,0
180,432,90,0
181,2221,110,217
182,2220,125,217
183,2198,110,217
184,2197,125,217
185,1045,110,217
186,419,10,200
187,1689,125,217
188,1688,110,217
189,2005,115,200
190,730,90,62
191,1135,110,270
192,404,75,200
193,612,110,131
194,2231,125,200
195,1543,95,131
196,1109,95,0
197,1876,120,220
198,1634,100,131
199,1631,125,62
200,1595,120,0
201,2040,110,205
202,2175,120,205
203,2173,120,271
204,2046,125,270
205,1654,0,271
206,1741,110,200
207,405,95,131
208,442,100,200
209,437,95,200
210,435,25,62
211,422,95,200
212,1566,110,217
213,1567,125,217
214,1821,135,200
215,677,80,131
216,2004,120,200
217,2314,110,217
218,2313,125,217
219,670,100,200
220,822,100,131
221,747,95,200
222,1879,95,131
223,1630,110,131
224,1155,125,131
225,933,125,131
226,929,120,131
227,2177,125,0
228,1635,125,131
229,438,90,62
230,1867,130,200
231,1869,0,0
232,1903,110,217
233,1907,125,217
234,409,80,0
235,680,90,131
236,2087,110,217
237,2086,125,217
238,2285,0,0
239,2042,125,205
240,1880,115,205
241,1581,110,217
242,1582,125,217
243,2240,120,270
244,2239,125,270
245,1220,125,217
246,2101,110,217
247,2100,125,217
248,434,90,0
249,2337,110,217
250,2336,125,217
251,1114,90,131
252,1117,100,131
253,1112,90,131
254,1115,125,131
255,1113,80,131
256,1116,85,200
257,728,75,0
258,733,75,0
259,1720,95,0
260,1044,125,0
261,441,65,0
262,729,75,0
263,1025,90,0
264,716,90,131
265,754,125,131
266,1632,130,220
267,676,95,62
268,443,80,0
269,679,80,62
270,1130,110,131
271,732,90,131
272,626,110,131
273,1141,110,217
274,1792,110,217
275,1787,125,217
276,2178,0,220
277,421,35,62
278,776,120,131
279,413,15,62
280,838,110,131
281,778,120,200
282,1110,110,131
283,734,75,131
284,678,90,131
285,826,110,131
286,1085,125,217
287,412,90,200
288,2179,0,0
289,1126,110,131
290,1012,120,200
291,932,125,131
292,1125,100,131
293,431,120,131
294,1629,115,160
295,828,100,0
296,829,100,131
297,731,95,131
298,613,95,131
299,1827,0,220
300,614,95,0
301,1633,130,0
302,827,100,131
303,714,90,131
304,1084,125,131
305,1046,110,217
306,1133,115,0
307,1134,95,62
308,1132,110,131
309,1121,95,0
310,1129,125,0
311,1131,90,0
312,1735,100,131
313,1127,105,200
314,1918,110,217
315,1922,125,217
316,2402,0,269
317,2400,125,200
318,2401,125,269
319,2398,0,200
320,2399,125,200
321,2366,0,269
322,420,70,131
323,1123,125,131
324,2272,115,0
325,2145,125,270
326,2382,0,0
327,2397,125,269
328,2133,125,200
329,1138,125,200
330,2381,125,269
331,2380,125,269
332,2267,120,200
333,1124,100,131
334,2278,125,200
335,2379,135,200
336,2281,120,200
337,1642,120,131
338,1745,125,200
339,1148,95,220
340,1149,130,200
341,2270,115,200
342,2283,135,200
343,2271,115,200
344,1868,125,131
345,2134,150,270
346,2274,125,200
347,2282,120,200
348,2273,0,271
349,2007,120,271
350,1150,100,200
351,2065,0,0
352,2064,0,0
353,2063,0,0
354,2062,130,0
355,2280,0,0
356,1648,115,131
357,2180,0,0
358,832,90,220
359,1791,110,217
360,1786,125,217
361,639,100,131
362,825,120,131
363,824,100,131
364,1890,0,0
365,417,25,62
366,2279,115,0
367,1703,110,217
368,1704,125,217
369,2144,120,270
370,1746,120,200
371,440,55,62
372,1111,110,217
373,1128,85,160
374,1626,100,62
375,988,110,131
376,711,70,131
377,848,110,131
378,1154,100,160
379,2396,0,269
380,710,80,0
381,715,90,131
382,1865,110,131
383,433,90,0
384,439,70,62
385,2277,0,0
386,2276,0,0
387,2275,0,0
388,457,0,0
389,740,200,200
390,836,0,0
391,2214,320,411
392,2219,180,272
393,2218,150,189
394,2209,130,91
395,2208,100,133
396,2211,80,52
397,2216,80,161
398,2213,230,244
399,2210,80,52
400,2212,250,184
401,2215,180,272
402,675,100,0
403,622,60,0
404,491,40,0
405,2190,320,411
406,2196,180,272
407,2195,150,189
408,2184,100,133
409,2185,130,91
410,2187,80,52
411,2193,80,161
412,2189,230,244
413,2186,80,52
414,2188,250,184
415,2191,180,272
416,2242,180,0
417,2243,180,0
418,2244,130,0
419,2246,80,0
420,2245,80,0
421,2247,250,0
422,2248,210,0
423,905,150,0
424,426,15,62
425,2250,180,340
426,2249,130,145
427,2252,80,100
428,2251,80,100
429,2253,250,275
430,2254,275,407
431,1686,320,411
432,1695,180,272
433,976,130,0
434,978,80,0
435,980,160,0
436,977,80,0
437,979,250,0
438,1693,180,272
439,1690,150,189
440,1694,180,0
441,1691,100,91
442,1681,130,133
443,1683,80,52
444,1692,80,161
445,1685,230,244
446,1682,80,52
447,1684,250,184
448,1147,150,0
449,1142,100,0
450,1144,80,0
