"rownum","Id","[rid]","i32","i32","rid"
0,"anger_aura_end",[829],3,2,""
1,"hatred_aura_end",[830],3,2,""
2,"hatred_aura_end",[1460],3,3,""
3,"wrath_aura_end",[828],3,2,""
4,"haste_aura_end",[799],3,2,""
5,"steelskin_block",[3077],1,0,""
6,"steelskin_block",[5097],1,1,""
7,"steelskin_block",[3078],1,2,""
8,"cremation_explosion",[1651],1,0,""
9,"cremation_explosion",[1651],1,1,""
10,"cremation_explosion",[1802],1,2,""
11,"cremation_explosion",[1827],1,3,""
12,"cremation_explosion",[1654],1,4,""
13,"cremation_explosion",[5315],1,5,""
14,"cremation_explosion",[5468],1,6,""
15,"cremation_explosion",[5490],1,7,""
16,"cremation_geyser",[1652],3,0,""
17,"cremation_geyser",[1652],3,1,""
18,"cremation_geyser",[1803],3,2,""
19,"cremation_geyser",[1828],3,3,""
20,"cremation_geyser",[1655],3,4,""
21,"cremation_geyser",[5314],3,5,""
22,"cremation_geyser",[5467],3,6,""
23,"cremation_geyser",[5489],3,7,""
24,"cremation_impact",[1650],1,0,""
25,"cremation_impact",[1650],1,1,""
26,"cremation_impact",[1801],1,2,""
27,"cremation_impact",[1826],1,3,""
28,"cremation_impact",[1653],1,4,""
29,"cremation_impact",[5313],1,5,""
30,"cremation_impact",[5466],1,6,""
31,"cremation_impact",[5488],1,7,""
32,"consecrated_path_slam",[2202],1,0,""
33,"consecrated_path_slam",[2538],1,1,""
34,"consecrated_path_slam",[4454],1,2,""
35,"consecrated_path_slam",[4460],1,3,""
36,"consecrated_path_slam",[6788],1,4,""
37,"consecrated_path_teleport",[2203],1,0,""
38,"consecrated_path_teleport",[2539],1,1,""
39,"consecrated_path_teleport",[4455],1,2,""
40,"consecrated_path_teleport",[4461],1,3,""
41,"consecrated_path_teleport",[6789],1,4,""
42,"consecrated_path_range",[2204],1,0,""
43,"consecrated_path_range",[2540],1,1,""
44,"consecrated_path_range",[4456],1,2,""
45,"consecrated_path_range",[4462],1,3,""
46,"consecrated_path_range",[6790],1,4,""
47,"consecrated_path_slam_ancestral",[4146],1,0,11888
48,"consecrated_path_slam_ancestral",[4457],1,2,11888
49,"consecrated_path_slam_ancestral",[4463],1,3,11888
50,"consecrated_path_teleport_ancestral",[4147],1,0,11888
51,"consecrated_path_teleport_ancestral",[4458],1,2,11888
52,"consecrated_path_teleport_ancestral",[4464],1,3,11888
53,"consecrated_path_range_ancestral",[4148],1,0,11888
54,"consecrated_path_range_ancestral",[4459],1,2,11888
55,"consecrated_path_range_ancestral",[4465],1,3,11888
56,"divine_cry",[5510],1,0,""
57,"divine_cry",[5957],1,2,""
58,"divine_cry",[4404],1,3,""
59,"absolution_blast",[5544],1,0,""
60,"absolution_blast",[5546],1,1,""
61,"absolution_blast_convert",[5584],3,0,""
62,"absolution_blast_convert",[5584],3,1,""
63,"absolution_blast_shockwave",[5545],3,0,14226
64,"absolution_blast_shockwave",[5547],3,1,14226
65,"absolution_blast_lite",[5685],1,0,""
66,"absolution_blast_lite",[5546],1,1,""
67,"absolution_blast_ascended_refesh",[5549],3,0,""
68,"absolution_blast_ascended_refesh",[5549],3,1,""
69,"soulfeast_primary_explode",[5530],1,0,""
70,"soulfeast_wall_explode",[5630],1,0,""
71,"soulfeast_primary_explode",[6393],1,1,""
72,"soulfeast_wall_explode",[6394],1,1,""
73,"mana_void",[5531],3,0,""
74,"mana_void_rect_1",[5532],3,0,""
75,"mana_void_rect_2",[5533],3,0,""
76,"mana_void_rect_3",[5534],3,0,""
77,"mana_void_rect_4",[5535],3,0,""
78,"mana_void_lite",[5678],3,0,""
79,"mana_void_rect_1_lite",[5679],3,0,""
80,"mana_void_rect_2_lite",[5680],3,0,""
81,"mana_void_rect_3_lite",[5681],3,0,""
82,"mana_void_rect_4_lite",[5682],3,0,""
83,"mana_void_unleash",[5683],3,0,""
84,"storm_rain_arrow",[5526],1,0,""
