"rownum","BaseItemType","Scaling","Name"
0,9464,0.85,"Bazira"
1,9465,0.85,"Tsvet Matvei"
2,9466,0.85,"Bazira"
3,9467,0.85,"Count Geonor"
4,9468,0.85,"The Crimson Scribe"
5,9469,0.85,"The Midnight Tinkerer"
6,9470,0.85,"Aline Koltz"
7,9471,0.85,"Tsvet Matvei"
8,9472,0.85,"Administrator Qotra"
9,9473,0.85,"Count Geonor"
10,9474,0.85,"Nishem"
11,9475,0.85,"Aline Koltz"
12,9476,0.85,"Count Geonor"
13,9477,0.85,"Marcine Clavus"
14,9478,0.85,"Marcine Clavus"
15,9479,0.85,"Marcine Clavus"
16,9480,0.85,"Marcine Clavus"
17,9481,0.85,"Marcine Clavus"
18,9482,1.2,"Selwyn Eddard"
19,9483,1.2,"Kondor Larcius"
20,9484,1.2,"Grond Ironeye"
21,9485,1.2,"Bazira"
22,9486,1.2,"Bazira"
23,9487,1.2,"Kondor Larcius"
24,9488,1.2,"The Crimson Scribe"
25,9489,1.2,"Administrator Qotra"
26,9490,1.2,"Administrator Qotra"
27,9491,1.2,"The Crimson Scribe"
28,9492,1.2,"Remus Hestor"
29,9493,1.2,"Nishem"
30,9494,1.2,"The Crimson Scribe"
31,9495,1.2,"Anton Laffrey"
32,9496,1.5,"Tsvet Matvei"
33,9497,1.5,"Kondor Larcius"
34,9498,1.5,"The Midnight Tinkerer"
35,9499,1.5,"Bazira"
36,9500,1.5,"Kondor Larcius"
37,9501,1.5,"The Crimson Scribe"
38,9502,3,"Administrator Qotra"
39,9503,3,"Cardinal Uthelius"
40,9504,3,"Castor Pollinius III"
41,9505,0.3,""
42,9506,0.3,""
43,9507,0.3,""
44,9508,0.3,""
45,9509,0.3,""
46,9510,0.3,""
47,9511,0,"Karst"
48,9512,0,"Karst"
49,9513,0,"Karst"
50,9514,0,"Tibbs"
51,9515,0,"Tibbs"
52,9516,0,"Huck"
53,9517,0,"Huck"
54,9518,0,"Vinderi"
55,9519,0,"Vinderi"
56,9520,0,"Gianna"
57,9521,0,"Gianna"
58,9522,0,"Tullina"
59,9523,0,"Tullina"
60,9524,0,"Niles"
61,9525,0,"Niles"
62,9526,0,"Nenet"
63,9527,0,"Nenet"
64,9528,0,"Isla"
65,9529,0,"Isla"
66,9530,0,"Isla"
67,9531,0,"Adiyah"
68,9532,0,"Adiyah"
69,9533,0,"Adiyah"
70,9534,0,"Whakano"
71,9535,0,"Whakano"
72,9536,0,"Whakano"
73,9537,0,"Faustus"
74,9539,0,"Faustus"
75,9540,0,"Faustus"
76,9541,0,"Kurai"
77,9542,0,"Kurai"
78,9543,0,"Kurai"
79,9544,0,"Kurai"
