"rownum","ModsKey","i32","i32","i32"
0,22150,2,9,100
1,22151,10,14,100
2,22152,15,20,100
3,22160,21,30,50
4,22153,2,9,100
5,22154,10,14,100
6,22155,15,30,100
7,22066,15,30,10
8,22067,15,30,10
9,22068,15,30,10
10,22069,10,14,0
11,22070,15,30,0
12,22071,10,14,0
13,22072,15,30,0
14,22073,10,14,0
15,22074,15,30,0
16,22075,10,14,20
17,22076,15,30,20
18,22077,5,14,35
19,22078,15,30,35
20,22079,5,9,50
21,22080,10,15,50
22,22081,15,30,50
23,22082,2,9,25
24,22083,10,14,25
25,22084,15,20,25
26,22165,21,30,25
27,22085,5,9,25
28,22086,10,14,25
29,22087,15,30,25
30,22088,5,9,25
31,22089,10,14,25
32,22090,15,30,25
33,22091,2,9,25
34,22092,10,14,25
35,22093,15,20,25
36,22166,21,30,25
37,22094,5,9,25
38,22095,10,14,25
39,22096,15,30,25
40,22097,5,9,25
41,22098,10,14,25
42,22099,15,30,25
43,22100,2,9,25
44,22101,10,14,25
45,22102,15,20,25
46,22163,21,30,25
47,22103,5,9,25
48,22104,10,14,25
49,22105,15,30,25
50,22106,5,9,25
51,22107,10,14,25
52,22108,15,30,25
53,22109,2,9,25
54,22110,10,14,25
55,22111,15,20,25
56,22164,21,30,25
57,22112,10,14,25
58,22113,15,17,25
59,22114,15,30,25
60,22115,5,9,25
61,22116,10,14,25
62,22117,15,30,25
63,22118,2,9,25
64,22119,10,14,25
65,22120,15,20,25
66,22167,21,30,25
67,22121,10,14,25
68,22122,15,17,25
69,22123,18,30,25
70,22124,10,14,20
71,22125,15,30,20
72,22126,2,9,20
73,22127,10,14,20
74,22128,15,30,20
75,22129,10,14,10
76,22130,15,17,10
77,22131,15,30,10
78,22132,2,9,100
79,22133,10,14,100
80,22134,15,30,100
81,22135,10,14,25
82,22136,15,30,25
83,22137,10,14,25
84,22138,15,30,25
85,22139,10,14,25
86,22140,15,30,25
87,22141,10,14,0
88,22142,15,30,0
89,22143,10,14,10
90,22144,15,20,10
91,22162,21,30,10
92,22145,10,14,10
93,22146,15,30,10
94,22147,2,9,30
95,22148,10,14,30
96,22149,15,30,30
97,22156,2,9,40
98,22157,10,14,40
99,22158,15,20,40
100,22161,21,30,40
