"rownum","Projectile","Variant","[rid]","i32","rid"
0,"default_ranged",0,[59],3,""
1,"default_ranged",1,[213],3,""
2,"default_ranged",2,[336],3,""
3,"default_ranged",3,[565],3,""
4,"default_ranged",4,[566],3,""
5,"default_ranged",5,[602],3,""
6,"default_ranged",6,[618],3,""
7,"default_ranged",7,[619],3,""
8,"default_ranged",8,[620],3,""
9,"default_ranged",9,[621],3,""
10,"default_ranged",10,[622],3,""
11,"default_ranged",11,[623],3,""
12,"default_ranged",12,[624],3,""
13,"default_ranged",13,[625],3,""
14,"default_ranged",14,[626],3,""
15,"default_ranged",15,[627],3,""
16,"default_ranged",16,[628],3,""
17,"default_ranged",17,[629],3,""
18,"default_ranged",18,[711],3,""
19,"default_ranged",19,[687],3,""
20,"default_ranged",20,[696],3,""
21,"default_ranged",21,[712],3,""
22,"default_ranged",22,[719],3,""
23,"default_ranged",23,[720],3,""
24,"default_ranged",24,[721],3,""
25,"default_ranged",25,[820],3,""
26,"default_ranged",26,[823],3,""
27,"default_ranged",27,[831],3,""
28,"default_ranged",28,[930],3,""
29,"default_ranged",29,[978],3,""
30,"default_ranged",30,[985],3,""
31,"default_ranged",31,[1069],3,""
32,"default_ranged",32,[1080],3,""
33,"default_ranged",33,[1081],3,""
34,"default_ranged",34,[1082],3,""
35,"default_ranged",35,[60],3,""
36,"cremation_projectile",0,[376],3,""
37,"cremation_projectile",1,[376],3,""
38,"cremation_projectile",2,[419],3,""
39,"cremation_projectile",3,[423],3,""
40,"cremation_projectile",4,[377],3,""
41,"cremation_projectile",5,[1063],3,""
42,"cremation_projectile",6,[1079],3,""
43,"cremation_projectile",7,[1083],3,""
44,"soulfeast_primary",0,[1085],3,""
45,"soulfeast_secondary",0,[1086],3,""
46,"soulfeast_primary_short",0,[1087],3,""
47,"soulfeast_secondary_short",0,[1088],3,""
48,"soulfeast_primary",1,[1183],3,""
49,"soulfeast_secondary",1,[1184],3,""
50,"soulfeast_primary_short",1,[1185],3,""
51,"soulfeast_secondary_short",1,[1186],3,""
52,"igniting_flask",0,[1102],3,""
53,"spark",0,[17],3,""
54,"spark",1,[18],3,""
55,"spark",2,[19],3,""
56,"spark",3,[260],3,""
57,"spark",4,[359],3,""
58,"spark",5,[360],3,""
59,"spark",6,[17],3,""
60,"spark",7,[436],3,""
61,"spark",8,[451],3,""
62,"spark",9,[474],3,""
63,"spark",10,[487],3,""
64,"spark",11,[536],3,""
65,"spark",12,[613],3,""
66,"spark",13,[722],3,""
67,"spark",14,[729],3,""
68,"spark",15,[780],3,""
69,"spark",16,[927],3,""
70,"spark",17,[1046],3,""
71,"spark",18,[1047],3,""
72,"spark",19,[1103],3,""
73,"spark",20,[1205],3,""
74,"spark_monster",1,[95],3,""
75,"spark_monster",2,[96],3,""
76,"spark_monster",3,[873],3,""
77,"spark_monster",4,[874],3,""
78,"spark_tornado",0,[360],3,""
79,"spark_tornado",2,[363],3,""
80,"spark_tornado",17,[361],3,""
81,"spark_tornado",18,[362],3,""
82,"spark_tornado",19,[364],3,""
83,"lightning_strike_projectile",0,[30],3,""
84,"lightning_strike_projectile_lite",0,[1127],3,""
85,"lightning_strike_projectile",1,[30],3,""
86,"lightning_strike_projectile_lite",1,[1127],3,""
87,"lightning_strike_projectile",2,[1111],3,""
88,"lightning_strike_projectile_lite",2,[1111],3,""
89,"lightning_strike_projectile",3,[1174],3,""
90,"lightning_strike_projectile_lite",3,[1174],3,""
91,"lightning_strike_projectile",4,[1198],3,""
92,"lightning_strike_projectile_lite",4,[1198],3,""
93,"lightning_strike_projectile",5,[1232],3,""
94,"lightning_strike_projectile_lite",5,[1232],3,""
95,"burning_arrow",0,[63],3,""
96,"burning_arrow_vaal",0,[64],3,""
97,"burning_arrow",1,[1116],3,""
98,"burning_arrow_vaal",1,[1117],3,""
99,"eye_of_winter_ball",0,[1104],3,""
100,"eye_of_winter_ball",1,[1131],3,""
101,"eye_of_winter_ball",2,[1229],3,""
102,"eye_of_winter_shard",0,[1105],3,""
103,"eye_of_winter_shard",1,[1132],3,""
104,"eye_of_winter_shard",2,[1230],3,""
105,"spectral_helix",0,[1094],3,""
106,"spectral_helix",1,[1133],3,""
107,"mortar_barrage_mine",0,[734],3,""
108,"mortar_barrage_mine",1,[749],3,""
109,"mortar_barrage_mine",2,[1136],3,""
110,"cold_projectile_mine",0,[738],3,""
111,"cold_projectile_mine",1,[748],3,""
112,"cold_projectile_mine",2,[1135],3,""
113,"poisonous_concoction",0,[1139],3,""
114,"poisonous_concoction",1,[1139],3,""
115,"poisonous_concoction",2,[1139],3,""
116,"barrage_bow",0,[59],3,""
117,"barrage_bow",1,[327],3,""
118,"barrage_bow",2,[492],3,""
119,"barrage_bow",3,[550],3,""
120,"barrage_bow",4,[60],3,""
121,"barrage_wand",0,[789],3,""
122,"barrage_wand",1,[327],3,""
123,"barrage_wand",2,[839],3,""
124,"barrage_wand",3,[550],3,""
125,"virulent_arrow_main",0,[502],3,""
126,"virulent_arrow_main",1,[505],3,""
127,"virulent_arrow_main",2,[1152],3,""
128,"virulent_arrow_main",3,[1162],3,""
129,"virulent_arrow_lesser",0,[504],3,""
130,"virulent_arrow_lesser",1,[507],3,""
131,"virulent_arrow_lesser",2,[1154],3,""
132,"virulent_arrow_lesser",3,[1164],3,""
133,"virulent_arrow_neither",0,[503],3,""
134,"virulent_arrow_neither",1,[506],3,""
135,"virulent_arrow_neither",2,[1153],3,""
136,"virulent_arrow_neither",3,[1163],3,""
137,"lightning_arrow",0,[67],3,""
