"rownum","Id","ArmFiles","TdtFiles","bool","[string]","[i32]","row","WorldAreasKey","bool","i32"
0,"MissionFish","[""Metadata/Terrain/Missions/Fish/mission_room.arm""]","[""Metadata/Terrain/Cave/Features/Water/cave_abysswater_v01_01.tdt""]","",[],[0],"","","",45
1,"MissionZana","[""Metadata/Terrain/Missions/Scion/mission_room.arm""]",[],"",[],[0],"","","",45
2,"StoneCircle","[""Metadata/Terrain/StoneCircles/stonecircle_01.arm""]","[""Metadata/Terrain/StoneCircles/stonecircle_v01_01.tdt""]","",[],[8],"","","",45
3,"Shrine","[""Metadata/Terrain/generic_shrine.arm""]",[],"",[],[8],"","","",45
4,"VaalSideArea","[""Metadata/Terrain/vaal_side_area.arm""]",[],"","[""sidearea""]",[0],"","","",45
5,"LabyrinthTrial","[""Metadata/Terrain/Labyrinth/RoomSets/LabyrinthTrial.arm""]",[],"","[""maptrial""]","[0,3]","","","",45
6,"ProphecyCrystalBoss","[""Metadata/Terrain/Mountain/Mines/Rooms_Level3/Unique/prophecy_boss.arm"",""Metadata/Terrain/Mountain/Mines/Rooms_Level3/Unique/prophecy_boss_alt.arm""]",[],"","[""telepad5"",""teleport6"",""telepad6"",""teleport5""]",[0],"","","",45
7,"ProphecyDarkTome","[""Metadata/Terrain/RuinedCity/Library/Rooms/Unique/book_prophecy.arm""]",[],"",[],[0],"","","",45
8,"IncursionPast","[""Metadata/Terrain/Leagues/Incursion/Rooms/treasure_hunter.arm""]",[],"",[],[0],"","","",45
9,"DelveMineralVein","[""Metadata/Terrain/Leagues/Delve/Rooms/mineral_vein1.arm"",""Metadata/Terrain/Leagues/Delve/Rooms/mineral_vein2.arm""]",[],"",[],[3],"","","",45
10,"DelveMineralChest","[""Metadata/Terrain/Leagues/Delve/Rooms/resource_chest.arm""]",[],"",[],[3],"","","",45
11,"BetrayalLaboratory","[""Metadata/Terrain/Leagues/Betrayal/Rooms/betrayal_feature_laboratory.arm""]","[""Metadata/Terrain/Leagues/Betrayal/Tiles/Laboratory/laboratory_entrance_v01_01.tdt""]","","[""link""]",[0],"",407,"",45
12,"BetrayalFortFallback","[""Metadata/Terrain/Leagues/Betrayal/Fortress/Rooms/Forts/fortress_fallback.arm""]","[""Metadata/Terrain/Leagues/Betrayal/Fortress/tiles.tst""]","",[],[0],"","","",45
13,"BetrayalFortSmall1","[""Metadata/Terrain/Leagues/Betrayal/Fortress/Rooms/Forts/fortress_small_ritual.arm""]","[""Metadata/Terrain/Leagues/Betrayal/Fortress/tiles.tst""]","",[],[0],"","",1,45
14,"BetrayalFortMed1","[""Metadata/Terrain/Leagues/Betrayal/Fortress/Rooms/Forts/fortress_med_outpost.arm""]","[""Metadata/Terrain/Leagues/Betrayal/Fortress/tiles.tst""]","",[],[0],"","",1,45
15,"BetrayalFortLarge1","[""Metadata/Terrain/Leagues/Betrayal/Fortress/Rooms/Forts/fortress_large_ritual.arm""]","[""Metadata/Terrain/Leagues/Betrayal/Fortress/tiles.tst""]","",[],[0],"","",1,45
16,"SynthesisEncounter","[""Metadata/Terrain/Leagues/Synthesis/Rooms/feature.arm""]",[],"","[""link""]",[3],"","","",30
17,"SynthesisReward","[""Metadata/Terrain/Leagues/Synthesis/Rooms/reward.arm""]","[""Metadata/Terrain/Leagues/Synthesis/Tiles/Synthesis_RewardPlatform.tdt""]","",[],[0],"","","",45
18,"LegionMonolith","[""Metadata/Terrain/Leagues/Legion/legion_monolith.arm""]",[],"",[],[8],"","","",45
19,"BlightEncounter","[""Metadata/Terrain/Leagues/Blight/blight_encounter.arm""]",[],"",[],[4],"","","",45
20,"HarvestEncounter","[""Metadata/Terrain/Leagues/Harvest/harvest_encounter.arm""]",[],"","[""link""]",[0],"",1302,"",45
21,"HarvestEncounterMemoryLine","[""Metadata/Terrain/Leagues/Harvest/harvest_encounter.arm""]",[],"","[""link""]",[0],"",1303,"",45
22,"UltimatumEncounter","[""Metadata/Terrain/Leagues/Ultimatum/wager_encounter.arm""]","[""Metadata/Terrain/Leagues/Ultimatum/UltimatumArena/Tiles/ultimatum_altar.tdt""]","",[],[0],"","","",45
23,"ExpeditionEncounter","[""Metadata/Terrain/Leagues/Expedition/encounter.arm""]",[],"",[],[0],"","","",45
24,"ExpeditionBossSideArea","[""Metadata/Terrain/Leagues/Expedition/ExpeditionBossEntrance.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_01.tdt""]","",[],"[0,3]","","","",45
25,"ExpeditionSideArea","[""Metadata/Terrain/Leagues/Expedition/ExpeditionChamberEntrance.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_02.tdt""]","",[],[8],"","","",45
26,"ExpeditionSideAreaCave","[""Metadata/Terrain/Leagues/Expedition/ExpeditionCaveEntrance.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_03.tdt""]","",[],[8],"","","",45
27,"ExpeditionBossMedved","[""Metadata/Terrain/Leagues/Expedition/ExpeditionBossEncounter.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_Medved.tdt""]","",[],"[0,3]","","","",45
28,"ExpeditionBossVorana","[""Metadata/Terrain/Leagues/Expedition/ExpeditionBossEncounter.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_Vorana.tdt""]","",[],"[0,3]","","","",45
29,"TangleQuest","[""Metadata/Terrain/EndGame/MapAtlasPrimordial/tangle_quest.arm""]",[],"",[],[0],"","","",45
30,"CleansingFireQuest","[""Metadata/Terrain/EndGame/MapAtlasPrimordial/cleansing_fire_quest.arm""]",[],"",[],[0],"","","",45
31,"Excursion","[""Metadata/Terrain/Leagues/Incursion/Rooms/treasure_hunter_excursion.arm""]",[],"",[],[0],"","","",45
32,"Sanctum","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1814,"",45
33,"Sanctum_1_1","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_1.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1815,"",45
34,"Sanctum_1_2","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_1.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1816,"",45
35,"Sanctum_1_3","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_1.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1817,"",45
36,"Sanctum_2_1","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_2.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1821,"",45
37,"Sanctum_2_2","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_2.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1822,"",45
38,"Sanctum_2_3","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_2.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1823,"",45
39,"Sanctum_3_1","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_3.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1827,"",45
40,"Sanctum_3_2","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_3.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1828,"",45
