"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
0,4746,500,833,1,1,13,0
1,4747,700,714,5,9,120,0
2,4748,700,833,9,16,120,0
3,4749,700,667,9,17,120,0
4,4750,700,769,14,27,120,0
5,4751,700,769,12,37,120,0
6,4752,800,833,23,42,120,0
7,4753,700,741,22,40,120,0
8,4754,700,833,26,48,120,0
9,4755,700,667,21,38,120,0
10,4756,700,769,28,52,120,0
11,4757,700,769,21,64,120,0
12,4758,800,833,33,61,120,0
13,4759,700,741,31,57,120,0
14,4760,700,833,38,71,120,0
15,4761,700,667,29,53,120,0
16,4762,700,769,35,65,120,0
17,4763,700,769,25,75,120,0
18,4764,800,833,35,64,120,0
19,4765,700,741,33,61,120,0
20,4766,750,714,16,30,120,0
21,4767,750,714,25,46,120,0
22,4768,750,714,29,54,120,0
23,4769,700,714,13,25,120,0
24,4770,700,714,27,50,120,0
25,4771,700,714,30,55,120,0
26,4772,700,800,5,9,120,0
27,4773,600,667,6,10,10,0
28,4774,600,690,4,17,10,0
29,4775,630,690,3,26,10,0
30,4776,610,667,7,27,10,0
31,4777,630,690,8,34,10,0
32,4778,650,769,10,41,10,0
33,4779,630,690,11,43,10,0
34,4780,650,833,15,59,10,0
35,4781,620,741,14,54,10,0
36,4782,600,714,11,45,10,0
37,4783,630,714,7,62,10,0
38,4784,610,667,13,52,10,0
39,4785,630,714,15,59,10,0
40,4786,650,833,19,75,10,0
41,4787,630,690,16,64,10,0
42,4788,650,833,22,87,10,0
43,4789,650,741,19,74,10,0
44,4790,650,714,19,76,10,0
45,4791,630,714,10,86,10,0
46,4792,610,667,19,74,10,0
47,4793,630,714,20,79,10,0
48,4794,650,833,24,95,10,0
49,4795,630,667,18,73,10,0
50,4796,650,833,24,97,10,0
51,4797,620,741,22,88,10,0
52,4798,630,714,12,46,10,0
53,4799,630,714,18,71,10,0
54,4800,630,714,20,79,10,0
55,4801,630,690,12,47,10,0
56,4802,630,690,18,73,10,0
57,4803,630,690,21,85,10,0
58,4804,620,625,4,11,11,0
59,4805,650,667,6,17,11,0
60,4806,630,645,7,23,11,0
61,4807,600,625,12,22,11,0
62,4808,630,645,12,31,11,0
63,4809,650,769,16,43,11,0
64,4810,600,625,14,38,11,0
65,4811,630,667,12,46,11,0
66,4812,630,667,15,44,11,0
67,4813,650,769,20,53,11,0
68,4814,630,667,15,51,11,0
69,4815,600,625,23,43,11,0
70,4816,630,667,20,53,11,0
71,4817,650,769,26,68,11,0
72,4818,600,625,21,56,11,0
73,4819,630,667,17,69,11,0
74,4820,630,667,21,64,11,0
75,4821,650,769,30,78,11,0
76,4822,630,667,21,73,11,0
77,4823,600,625,29,55,11,0
78,4824,630,667,26,68,11,0
79,4825,650,769,29,76,11,0
80,4826,600,625,25,65,11,0
81,4827,630,667,18,71,11,0
82,4828,630,667,23,68,11,0
83,4829,600,625,13,24,11,0
84,4830,600,625,20,37,11,0
85,4831,600,625,22,41,11,0
86,4832,500,667,6,11,11,0
87,4833,500,690,10,15,11,0
88,4834,500,667,11,21,11,0
89,4835,500,769,12,35,11,0
90,4836,500,741,19,34,11,0
91,4837,500,714,14,42,11,0
92,4838,500,833,27,50,11,0
93,4839,500,769,29,48,11,0
94,4840,500,741,26,46,11,0
95,4841,500,769,32,50,11,0
96,4842,500,667,25,46,11,0
97,4843,500,833,26,79,11,0
98,4844,500,769,35,65,11,0
99,4845,500,714,24,71,11,0
